slice_type,target,count,eligible_count,actual_sum,mean_bias,median_bias,normalized_mean_bias,underprediction_rate,overprediction_rate,mean_abs_error,normalized_abs_error,ficr_fail_rate,near_boundary_fail_rate,large_fail_rate,impact_proxy,month,hour,actual_bin,high_generation_flag,near_zero_flag,recommended_next_audit_route
hour,,1098,488,5099116.474,389.2398663943496,198.42001231438746,0.01815447871860147,0.33970856102003644,0.6438979963570127,1603.2315201851172,0.07491576979898025,0.25956284153005466,0.037340619307832425,0.08196721311475409,36.55889566190236,,13.0,,,,feature sufficiency audit
hour,,1098,495,5256388.842,288.9890376749143,157.85959564107299,0.013484097854485021,0.366120218579235,0.6202185792349727,1572.2031389493993,0.07345800870003828,0.2522768670309654,0.04371584699453552,0.06830601092896176,36.36171430651895,,12.0,,,,feature sufficiency audit
actual_bin,,4394,4394,41993460.758,748.1227619814018,828.0791304183986,0.034949287629450945,0.4269458352298589,0.5730541647701412,3135.7525079828924,0.1464823624365037,0.6822940373236231,0.07669549385525717,0.28060992262175694,643.6435005459972,,,30-60%,,,feature sufficiency audit
actual_bin,,4497,4497,17964312.387,1212.1669917876725,337.6323981564956,0.05662814845874329,0.44629753168779185,0.5537024683122082,2625.161188520586,0.1226415449685317,0.5323549032688459,0.09517456081832333,0.17567267066933512,551.519027723487,,,10-30%,,,feature sufficiency audit
actual_bin,,3135,3135,47204608.853,-590.8875899546474,-91.78070538844622,-0.027832692287634304,0.5138755980861244,0.4861244019138756,2469.7766124431346,0.11527362042581495,0.5572567783094099,0.08516746411483253,0.15502392344497606,361.38280003492986,,,60-80%,,,feature sufficiency audit
actual_bin,,1185,1185,23995825.273,-2701.9740431450905,-2402.7525012333535,-0.1273284291453092,0.8818565400843882,0.11814345991561181,2836.048476456681,0.1335355788356606,0.6050632911392405,0.06244725738396625,0.2371308016877637,158.23966092025782,,,90-100%,,,modeling-policy/postprocessing audit
actual_bin,,1320,1320,24075372.635,-1672.12685515936,-1230.8191156089651,-0.07831981421222461,0.7090909090909091,0.2909090909090909,2244.546961346924,0.10485169627504616,0.4537878787878788,0.0803030303030303,0.14242424242424243,138.40423908306093,,,80-90%,,,modeling-policy/postprocessing audit
actual_bin,,6640,0,194456.916,1067.4781755626855,379.48001290943455,0.049780757626605956,0.03975903614457831,0.9405120481927711,1071.6494733260085,0.049977023259819224,0.0,0.0,0.0,0.0,,,<1%,,,feature sufficiency audit
actual_bin,,3108,0,1804307.883,986.231105672507,346.40792203514764,0.046074662767827346,0.3227155727155727,0.6772844272844273,1181.5623998882002,0.05521955241384583,0.0,0.0,0.0,0.0,,,1-5%,,,feature sufficiency audit
actual_bin,,2055,0,3218558.833,1054.006452643466,324.72029925824245,0.04918944271265408,0.410705596107056,0.5892944038929441,1655.8124726138,0.07733128516694802,0.0,0.0,0.0,0.0,,,5-10%,,,feature sufficiency audit
actual_bin,,18,0,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,,,,,,,feature sufficiency audit
high_generation_flag,,23847,12026,112379705.63,805.9582192310348,366.04805610568377,0.03759272526915177,0.3189080387470122,0.674843795865308,1994.0970723833022,0.09311892746946682,0.2993667966620539,0.04327588375896339,0.10521239568918522,1119.8482217478079,,,,False,,feature sufficiency audit
high_generation_flag,,2505,2505,48071197.908,-2159.3000758232683,-1734.3940478539662,-0.10150353025841433,0.7908183632734531,0.2091816367265469,2524.3590553210006,0.11842071856419911,0.5253493013972056,0.0718562874251497,0.18722554890219562,296.6439000033188,,,,True,,feature sufficiency audit focused on high generation
near_zero_flag,,14549,14531,155233579.906,101.6369894549815,-121.23355175479082,0.00459033238206005,0.5137810158773799,0.48498178568973815,2728.657043454837,0.12753349585766519,0.5811395972231769,0.08330469448072032,0.2046876073956973,1853.1892283077327,,,,,False,feature sufficiency audit
near_zero_flag,,11803,0,5217323.632,1043.738424328451,370.352297697692,0.048701905218806664,0.17885283402524782,0.8100482928069135,1202.2996757568908,0.056120104580658366,0.0,0.0,0.0,0.0,,,,,True,data quality / postprocessing audit
target+month,kpx_group_2,744,504,6041926.369,3072.8134241318544,1596.7937446218057,0.1422598807468451,0.2594086021505376,0.7379032258064516,4034.316725989694,0.1867739224995229,0.3897849462365591,0.04032258064516129,0.18413978494623656,94.13405693975955,1.0,,,,,feature sufficiency audit
target+month,kpx_group_1,744,469,6290345.55,2441.246142907818,1027.5312413846698,0.11302065476425084,0.3225806451612903,0.6733870967741935,3968.2652513893736,0.18371598386061913,0.34139784946236557,0.04032258064516129,0.11693548387096774,86.16279643063037,1.0,,,,,feature sufficiency audit
target+month,kpx_group_3,744,662,7481097.341,1756.4726857955402,1460.5822595395302,0.0836415564664543,0.2674731182795699,0.7325268817204301,2560.2102101862833,0.12191477191363255,0.5147849462365591,0.08064516129032258,0.18548387096774194,80.70757900682474,12.0,,,,,feature sufficiency audit
target+month,kpx_group_3,744,519,5935246.104,719.9571913972438,353.31824029398103,0.03428367578082113,0.3978494623655914,0.592741935483871,3065.6299506658193,0.14598237860313426,0.4637096774193548,0.04032258064516129,0.1774193548387097,75.76485449502668,1.0,,,,,feature sufficiency audit
target+month,kpx_group_1,744,690,9701105.314,312.4631207458691,234.88989974916922,0.014465885219716163,0.45698924731182794,0.543010752688172,2350.846700714872,0.10883549540346629,0.5134408602150538,0.09274193548387097,0.13306451612903225,75.09649182839175,12.0,,,,,feature sufficiency audit
