slice_type,target,count,eligible_count,actual_sum,mean_bias,median_bias,normalized_mean_bias,underprediction_rate,overprediction_rate,mean_abs_error,normalized_abs_error,ficr_fail_rate,near_boundary_fail_rate,large_fail_rate,impact_proxy,month,hour,actual_bin,high_generation_flag,near_zero_flag,recommended_next_audit_route
target+actual_bin,kpx_group_1,448,448,8234381.995,-1870.3521542097249,-1407.2616689403676,-0.08659037750970948,0.7857142857142857,0.21428571428571427,2245.9039574857898,0.10397703506878656,0.45089285714285715,0.08928571428571429,0.140625,46.58171171081638,,,80-90%,,,modeling-policy/postprocessing audit
target+actual_bin,kpx_group_3,274,274,4900407.162,-3301.636095988149,-3204.1778774191216,-0.15722076647562616,0.9233576642335767,0.07664233576642336,3414.3617976867617,0.16258865703270295,0.7627737226277372,0.06934306569343066,0.291970802919708,44.54929202696061,,,80-90%,,,modeling-policy/postprocessing audit
target+actual_bin,kpx_group_1,392,392,7995551.875,-1817.775472790611,-1566.0782592972773,-0.08415627188845422,0.8392857142857143,0.16071428571428573,2017.5945940421993,0.09340715713158332,0.45153061224489793,0.08163265306122448,0.10459183673469388,36.61560559558066,,,90-100%,,,modeling-policy/postprocessing audit
target+actual_bin,kpx_group_2,355,355,7187205.991,-1366.755383433635,-921.7483170120358,-0.06327571219600162,0.7830985915492957,0.21690140845070421,1593.6542790494439,0.07378029069673352,0.3183098591549296,0.07605633802816901,0.061971830985915494,26.192003197340398,,,90-100%,,,modeling-policy/postprocessing audit
target+actual_bin,kpx_group_3,2511,0,70536.738,720.633358651358,235.8811077660174,0.03431587422149324,0.056152927120669056,0.9223416965352449,726.9306410221311,0.03461574481057767,0.0,0.0,0.0,0.0,,,<1%,,,feature sufficiency audit
target+actual_bin,kpx_group_1,2078,0,61048.916,1478.33011246929,540.0963910943017,0.06844120891061528,0.026467757459095284,0.9590952839268527,1481.1495477202309,0.06857173832038106,0.0,0.0,0.0,0.0,,,<1%,,,feature sufficiency audit
target+actual_bin,kpx_group_2,2051,0,62871.262,1075.8531196740548,463.9404593549673,0.049808014799724756,0.03315455875182838,0.9439297903461726,1078.7912740689835,0.04994404046615664,0.0,0.0,0.0,0.0,,,<1%,,,feature sufficiency audit
target+actual_bin,kpx_group_2,1056,0,623405.502,1096.8070749705782,421.0957519331664,0.050778105322711965,0.30492424242424243,0.6950757575757576,1279.644348828302,0.059242793927236206,0.0,0.0,0.0,0.0,,,1-5%,,,feature sufficiency audit
target+actual_bin,kpx_group_1,1032,0,605167.447,901.1225360625513,375.4866150389052,0.041718635928821815,0.2916666666666667,0.7083333333333334,1070.579918837439,0.049563885131362916,0.0,0.0,0.0,0.0,,,1-5%,,,feature sufficiency audit
target+actual_bin,kpx_group_3,1020,0,575734.934,957.8623020045769,252.76529857530642,0.04561249057164652,0.37254901960784315,0.6274509803921569,1192.3068924015706,0.056776518685789076,0.0,0.0,0.0,0.0,,,1-5%,,,feature sufficiency audit
target+actual_bin,kpx_group_2,695,0,1098780.559,1161.5869720043092,339.0870764650865,0.05377717462982913,0.42158273381294964,0.5784172661870504,1774.722355147995,0.08216307199759236,0.0,0.0,0.0,0.0,,,5-10%,,,feature sufficiency audit
target+actual_bin,kpx_group_3,681,0,1051298.019,896.2118988896231,296.49107424355657,0.04267675708998205,0.40969162995594716,0.5903083700440529,1536.0145622900707,0.07314355058524147,0.0,0.0,0.0,0.0,,,5-10%,,,feature sufficiency audit
target+actual_bin,kpx_group_1,679,0,1068480.255,1102.1502378431433,311.1784159619642,0.0510254739742196,0.4005891016200295,0.5994108983799705,1654.2513659410374,0.07658571138615915,0.0,0.0,0.0,0.0,,,5-10%,,,feature sufficiency audit
target+actual_bin,kpx_group_1,6,0,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,,,,,,,feature sufficiency audit
target+actual_bin,kpx_group_2,6,0,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,,,,,,,feature sufficiency audit
target+actual_bin,kpx_group_3,6,0,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,,,,,,,feature sufficiency audit
target+hour,kpx_group_1,366,241,2730919.01,518.5946997392699,400.9125426422563,0.024009013876818044,0.40437158469945356,0.592896174863388,2556.9293748151667,0.1183763599451466,0.42896174863387976,0.06830601092896176,0.1557377049180328,28.52870274678033,,23.0,,,,feature sufficiency audit
target+hour,kpx_group_2,366,240,2788728.25,924.5242812254065,647.8408137945387,0.04280205005673179,0.3469945355191257,0.6502732240437158,2472.1389065167277,0.11445087530170035,0.3770491803278688,0.04918032786885246,0.1448087431693989,27.468210072408084,,0.0,,,,feature sufficiency audit
target+hour,kpx_group_2,366,241,2838553.829,650.6240645053274,482.3936990175797,0.030121484467839233,0.3989071038251366,0.5956284153005464,2447.498498681402,0.11331011567969454,0.3989071038251366,0.05191256830601093,0.1557377049180328,27.307737878806385,,23.0,,,,feature sufficiency audit
target+hour,kpx_group_1,366,238,2701327.384,721.0223721291168,579.2686096870339,0.033380665376348,0.3770491803278688,0.6202185792349727,2446.1795827382025,0.11324905475639828,0.3743169398907104,0.06284153005464481,0.15300546448087432,26.95327503202279,,0.0,,,,feature sufficiency audit
target+hour,kpx_group_2,366,236,2711075.556,843.2445688147856,542.6612179907261,0.03903910040809193,0.3442622950819672,0.6502732240437158,2438.4764412434306,0.112892427835344,0.35792349726775957,0.04371584699453552,0.14207650273224043,26.642612969141187,,22.0,,,,feature sufficiency audit
target+hour,kpx_group_2,366,238,2839609.646,914.5454892264919,474.83513584185255,0.042340068945670925,0.36065573770491804,0.6366120218579235,2413.982022041111,0.11175842694634774,0.366120218579235,0.0546448087431694,0.11748633879781421,26.598505613230763,,5.0,,,,feature sufficiency audit
target+hour,kpx_group_1,366,254,2897838.32,547.5721048602626,489.99656105466175,0.02535056041019734,0.3770491803278688,0.6202185792349727,2259.9376078437167,0.10462674110387578,0.34153005464480873,0.07103825136612021,0.09289617486338798,26.575192240384446,,4.0,,,,feature sufficiency audit
target+hour,kpx_group_2,366,237,2805736.936,1223.0128192605328,709.1283473824317,0.056620963854654295,0.32786885245901637,0.6666666666666666,2417.917906687171,0.11194064382810978,0.3551912568306011,0.05737704918032787,0.13114754098360656,26.529932587262017,,2.0,,,,feature sufficiency audit
target+hour,kpx_group_1,366,228,2618439.032,628.9461408035788,463.3152941444631,0.029117876889054574,0.3879781420765027,0.6092896174863388,2469.511404540336,0.11432923169168223,0.3770491803278688,0.0546448087431694,0.15846994535519127,26.067064825703547,,22.0,,,,feature sufficiency audit
target+hour,kpx_group_2,366,240,2886643.833,951.4115895821568,578.422006360024,0.04404683285102578,0.33879781420765026,0.6612021857923497,2320.5486588946187,0.10743280828215826,0.3551912568306011,0.04918032786885246,0.11202185792349727,25.783873987717982,,4.0,,,,feature sufficiency audit
target+hour,kpx_group_1,366,247,2855273.245,500.7611419604096,382.3570290972534,0.023183386201870812,0.3989071038251366,0.6010928961748634,2249.9584776050447,0.1041647443335669,0.3333333333333333,0.04371584699453552,0.09836065573770492,25.728691850391023,,5.0,,,,feature sufficiency audit
target+hour,kpx_group_1,366,241,2830801.572,794.7028638746809,575.2869039750481,0.03679179925345745,0.3743169398907104,0.6256830601092896,2304.788193662703,0.10670315711401403,0.36065573770491804,0.060109289617486336,0.10655737704918032,25.715460864477382,,3.0,,,,feature sufficiency audit
target+hour,kpx_group_1,366,244,2719522.027,599.1455652596526,442.78022261253034,0.0277382206138728,0.3743169398907104,0.6256830601092896,2263.352503923288,0.10478483814459667,0.34153005464480873,0.04371584699453552,0.11475409836065574,25.56750050728159,,6.0,,,,feature sufficiency audit
target+hour,kpx_group_2,366,233,2876476.226,1070.5898986860152,673.3908086025118,0.0495643471613896,0.3469945355191257,0.6530054644808743,2352.541808388467,0.10891397261057717,0.3251366120218579,0.04644808743169399,0.11748633879781421,25.376955618264482,,3.0,,,,feature sufficiency audit
target+hour,kpx_group_1,366,242,2727375.532,856.9164053185175,564.8027644615008,0.03967205580178322,0.3770491803278688,0.6202185792349727,2251.1290487856213,0.10421893744377876,0.3551912568306011,0.05191256830601093,0.10655737704918032,25.22098286139446,,1.0,,,,feature sufficiency audit
target+hour,kpx_group_2,366,232,2743154.853,890.8304102960528,581.4697371742409,0.04124214862481726,0.3333333333333333,0.6666666666666666,2330.171647920465,0.10787831703335486,0.36885245901639346,0.05191256830601093,0.11475409836065574,25.027769551738327,,6.0,,,,feature sufficiency audit
target+hour,kpx_group_1,366,231,2719146.007,1069.3926934941808,655.0302481475211,0.049508920995100965,0.34153005464480873,0.6530054644808743,2327.4810120383822,0.10775375055733254,0.33879781420765026,0.040983606557377046,0.1092896174863388,24.891116378743817,,2.0,,,,feature sufficiency audit
target+hour,kpx_group_2,366,237,2802280.231,1079.4455562998082,769.7852307044034,0.04997433131017631,0.3251366120218579,0.6721311475409836,2237.3202622587655,0.10357964177123914,0.34153005464480873,0.0546448087431694,0.12021857923497267,24.548375099783676,,1.0,,,,feature sufficiency audit
target+hour,kpx_group_1,366,231,2618005.14,430.8239983875934,335.57033642956833,0.019945555480907103,0.4016393442622951,0.5983606557377049,2290.5378460616907,0.10604341879915236,0.36065573770491804,0.04918032786885246,0.12021857923497267,24.496029742604193,,7.0,,,,feature sufficiency audit
target+hour,kpx_group_3,366,216,2462540.654,-154.1830370982667,51.78616947340447,-0.007342049385631747,0.45901639344262296,0.5409836065573771,2355.8426801115934,0.11218298476721872,0.3907103825136612,0.04371584699453552,0.16120218579234974,24.231524709719242,,23.0,,,,feature sufficiency audit
target+hour,kpx_group_3,366,225,2386753.698,266.0842952245207,177.20751985319347,0.012670680724977176,0.40710382513661203,0.5901639344262295,2236.51336500506,0.1065006364288124,0.3879781420765027,0.06557377049180328,0.15027322404371585,23.96264319648279,,4.0,,,,feature sufficiency audit
target+hour,kpx_group_3,366,220,2371668.627,374.5071715997522,267.6749812704206,0.01783367483808344,0.3797814207650273,0.6174863387978142,2275.017141262652,0.10833414958393581,0.37158469945355194,0.040983606557377046,0.15027322404371585,23.833512908465877,,2.0,,,,feature sufficiency audit
target+hour,kpx_group_3,366,207,2406438.063,77.15004611698521,150.96160918879738,0.003673811719856439,0.4207650273224044,0.5792349726775956,2410.3508050839146,0.1147786097659007,0.38524590163934425,0.0273224043715847,0.1448087431693989,23.759172221541444,,0.0,,,,feature sufficiency audit
target+hour,kpx_group_3,366,210,2354124.816,-54.62198630835435,157.01387080479293,-0.0026010469670644924,0.4207650273224044,0.5737704918032787,2336.8006893818188,0.11127622330389614,0.38524590163934425,0.040983606557377046,0.15846994535519127,23.36800689381819,,22.0,,,,feature sufficiency audit
target+hour,kpx_group_3,366,215,2392712.524,343.41214419721416,179.26996381620285,0.016352959247486386,0.40710382513661203,0.5901639344262295,2237.26471148405,0.1065364148325738,0.36065573770491804,0.040983606557377046,0.1448087431693989,22.905329189003368,,3.0,,,,feature sufficiency audit
target+hour,kpx_group_3,366,214,2379507.665,241.5477591041591,185.61734730716506,0.011502274243055196,0.4098360655737705,0.5901639344262295,2208.163612269343,0.10515064820330204,0.366120218579235,0.04371584699453552,0.1448087431693989,22.502238715506635,,1.0,,,,feature sufficiency audit
target+hour,kpx_group_3,366,216,2326456.813,262.27641243080456,85.44239823602314,0.012489352972895456,0.4262295081967213,0.5737704918032787,2187.4935240582463,0.10416635828848793,0.36065573770491804,0.03551912568306011,0.1448087431693989,22.49993339031339,,5.0,,,,feature sufficiency audit
target+hour,kpx_group_2,366,227,2582266.671,498.3587777197145,319.3704787741592,0.02307216563517197,0.40437158469945356,0.5956284153005464,2140.2392156612714,0.099085148873207,0.3469945355191257,0.06284153005464481,0.13114754098360656,22.49232879421799,,21.0,,,,feature sufficiency audit
target+hour,kpx_group_1,366,221,2463307.196,394.6953866280139,269.0874413726249,0.018272934566111756,0.42349726775956287,0.5737704918032787,2183.1549713110326,0.10107198941254779,0.3333333333333333,0.03278688524590164,0.12021857923497267,22.33690966017306,,21.0,,,,feature sufficiency audit
target+hour,kpx_group_2,366,221,2501504.39,713.82098427225,398.5683216332,0.033047267790381946,0.3524590163934426,0.644808743169399,2182.5100021627272,0.10104212972975589,0.3442622950819672,0.0546448087431694,0.10655737704918032,22.330310670276052,,8.0,,,,feature sufficiency audit
target+hour,kpx_group_2,366,219,2650952.2060000002,733.8369557766276,374.2790974133104,0.03397393313780684,0.3743169398907104,0.6256830601092896,2187.65961117503,0.10128053755439953,0.3251366120218579,0.04644808743169399,0.12021857923497267,22.180437724413498,,7.0,,,,feature sufficiency audit
target+hour,kpx_group_1,366,219,2445575.365,465.7590302413829,257.4592898021741,0.021562918066730694,0.3879781420765027,0.6120218579234973,2157.057151815247,0.09986375702848367,0.30601092896174864,0.03278688524590164,0.11475409836065574,21.870162789237924,,8.0,,,,feature sufficiency audit
target+hour,kpx_group_3,366,212,2195507.374,328.6251346759291,176.01043605972424,0.015648815936949,0.3989071038251366,0.5956284153005464,2155.2968712684515,0.10263318434611672,0.3879781420765027,0.040983606557377046,0.15300546448087432,21.758235081376746,,6.0,,,,feature sufficiency audit
target+hour,kpx_group_2,366,210,2336957.045,899.7924293964497,393.1023472733133,0.0416570569165023,0.34153005464480873,0.6530054644808743,2210.970811781806,0.10235975980471324,0.3360655737704918,0.040983606557377046,0.13387978142076504,21.49554955898978,,20.0,,,,feature sufficiency audit
target+hour,kpx_group_1,366,209,2271814.984,639.9384615382191,420.8292639872052,0.029626780626769406,0.3770491803278688,0.6229508196721312,2208.0090717952417,0.10222264221274267,0.3360655737704918,0.05737704918032787,0.1284153005464481,21.364532222463218,,20.0,,,,feature sufficiency audit
target+hour,kpx_group_3,366,201,2239591.061,-22.10251575932008,121.73539158924697,-0.0010525007504438137,0.4016393442622951,0.592896174863388,2136.1680815961336,0.10172228959981588,0.3551912568306011,0.03278688524590164,0.14207650273224043,20.446180209562993,,21.0,,,,feature sufficiency audit
target+hour,kpx_group_3,366,198,2084936.524,280.05619646431103,144.30866630815478,0.013336009355443384,0.38524590163934425,0.6120218579234973,2156.3142723095098,0.10268163201473855,0.35792349726775957,0.03278688524590164,0.15846994535519127,20.330963138918232,,7.0,,,,feature sufficiency audit
target+hour,kpx_group_2,366,199,2133445.958,1029.9202121388284,458.908168755916,0.04768149130272355,0.30327868852459017,0.6967213114754098,2118.4384950479875,0.09807585625222164,0.31420765027322406,0.04918032786885246,0.11475409836065574,19.517095394192104,,19.0,,,,feature sufficiency audit
target+hour,kpx_group_2,366,202,2334585.095,675.6926100808114,407.4592156990407,0.03128206528151904,0.319672131147541,0.680327868852459,2035.32559055929,0.09422803659996713,0.2923497267759563,0.04371584699453552,0.11202185792349727,19.03406339319336,,9.0,,,,feature sufficiency audit
target+hour,kpx_group_3,366,183,2031480.69,333.9570877446155,185.8289306050291,0.015902718464029308,0.37158469945355194,0.6202185792349727,2160.8887033134715,0.10289946206254627,0.3524590163934426,0.05191256830601093,0.14754098360655737,18.830601557445966,,20.0,,,,feature sufficiency audit
target+hour,kpx_group_1,366,203,2254285.633,507.347058538025,331.61788502473314,0.023488289747130794,0.3551912568306011,0.644808743169399,1977.8737140042244,0.09156822750019558,0.29508196721311475,0.05191256830601093,0.10109289617486339,18.588350182539703,,9.0,,,,feature sufficiency audit
target+hour,kpx_group_2,366,187,1956604.919,1053.5825960494985,461.4230313592325,0.04877697203932864,0.29508196721311475,0.7049180327868853,2110.2754789870173,0.09769793884199153,0.3114754098360656,0.05737704918032787,0.12021857923497267,18.269514563452415,,18.0,,,,feature sufficiency audit
target+hour,kpx_group_3,366,194,1992357.848,142.996849904064,82.52701584818317,0.006809373804955428,0.40437158469945356,0.5956284153005464,1945.1490751796305,0.09262614643712526,0.3224043715846995,0.02459016393442623,0.11475409836065574,17.9694724088023,,8.0,,,,feature sufficiency audit
target+hour,kpx_group_1,366,190,2071572.566,736.6333620771164,347.9793062138949,0.034103396392459094,0.36885245901639346,0.6311475409836066,2041.6033010092103,0.094518671343019,0.2978142076502732,0.06284153005464481,0.10382513661202186,17.95854755517361,,19.0,,,,feature sufficiency audit
target+hour,kpx_group_2,366,188,2169227.802,181.1638518503854,168.79361071027475,0.00838721536344377,0.3743169398907104,0.6120218579234973,1896.349687621204,0.0877939670195002,0.2923497267759563,0.04918032786885246,0.11202185792349727,16.505265799666038,,10.0,,,,feature sufficiency audit
target+hour,kpx_group_3,366,177,1883985.402,386.60783992392305,226.9634537119357,0.01840989713923443,0.34153005464480873,0.6530054644808743,1948.8674482618344,0.09280321182199211,0.32786885245901637,0.04371584699453552,0.11475409836065574,16.426168492492604,,19.0,,,,feature sufficiency audit
target+hour,kpx_group_1,366,181,1908471.529,789.1749334404743,438.34608307325027,0.03653587654817011,0.3333333333333333,0.6666666666666666,1950.957628126086,0.09032211241324473,0.273224043715847,0.03278688524590164,0.08743169398907104,16.348302346797297,,18.0,,,,feature sufficiency audit
target+hour,kpx_group_1,366,190,2024393.746,176.50112988885087,115.03900872312398,0.00817134860596532,0.4016393442622951,0.587431693989071,1783.887975583185,0.08258740627699931,0.30327868852459017,0.06284153005464481,0.07377049180327869,15.69160719262987,,10.0,,,,feature sufficiency audit
target+hour,kpx_group_2,366,170,1878214.61,899.8054930654865,360.76514018685793,0.04165766171599474,0.319672131147541,0.6693989071038251,1979.0563408712985,0.0916229787440416,0.2650273224043716,0.03278688524590164,0.12021857923497267,15.575906386487071,,17.0,,,,feature sufficiency audit
target+hour,kpx_group_3,366,176,1728101.488,541.7038109740371,297.8621410077288,0.025795419570192244,0.3087431693989071,0.6830601092896175,1838.7222148242388,0.08755820070591613,0.2923497267759563,0.04371584699453552,0.10109289617486339,15.41024332424124,,18.0,,,,feature sufficiency audit
target+hour,kpx_group_3,366,184,1898781.207,98.46698340082474,79.56920254268019,0.004688903971467847,0.3797814207650273,0.6092896174863388,1735.2062809395686,0.08262887052093183,0.3005464480874317,0.040983606557377046,0.09016393442622951,15.203712175851457,,9.0,,,,feature sufficiency audit
target+hour,kpx_group_1,366,170,1824339.347,726.3388907359483,338.20805639054925,0.03362680049703465,0.31420765027322406,0.6830601092896175,1879.8939952975443,0.08703212941192334,0.2814207650273224,0.040983606557377046,0.09562841530054644,14.795462000026967,,17.0,,,,feature sufficiency audit
target+hour,kpx_group_3,366,162,1646240.018,470.62493794142904,248.055953111098,0.02241071133054424,0.31693989071038253,0.6693989071038251,1872.7644125195736,0.08917925773902731,0.28415300546448086,0.040983606557377046,0.12568306010928962,14.447039753722423,,17.0,,,,feature sufficiency audit
target+hour,kpx_group_2,366,176,1968045.279,350.46691150268754,196.5181962427145,0.016225319976976273,0.37158469945355194,0.6202185792349727,1755.832814319182,0.08128855621848065,0.27049180327868855,0.040983606557377046,0.07377049180327869,14.306785894452593,,11.0,,,,feature sufficiency audit
target+hour,kpx_group_3,366,172,1822227.723,-89.04727520369995,95.39028208167346,-0.004240346438271425,0.36885245901639346,0.6174863387978142,1674.1959624705423,0.07972361726050202,0.30327868852459017,0.0546448087431694,0.09836065573770492,13.712462168806347,,10.0,,,,feature sufficiency audit
target+hour,kpx_group_2,366,168,1817252.393,787.3805803211867,309.27027601592374,0.03645280464449938,0.2923497267759563,0.6885245901639344,1758.8041985612672,0.08142612030376237,0.23770491803278687,0.03825136612021858,0.08469945355191257,13.679588211032078,,16.0,,,,feature sufficiency audit
target+hour,kpx_group_1,366,179,1851963.98,244.34515133159366,111.58063727765749,0.011312275524610818,0.3770491803278688,0.6092896174863388,1634.7439593486067,0.07568259071058364,0.27595628415300544,0.0546448087431694,0.07103825136612021,13.547183737194471,,11.0,,,,feature sufficiency audit
target+hour,kpx_group_2,366,172,1844949.342,561.8418353226493,265.3653444128847,0.026011196079752285,0.3360655737704918,0.6502732240437158,1694.9417619517722,0.07846952601628573,0.23770491803278687,0.03825136612021858,0.07103825136612021,13.496758474801146,,15.0,,,,feature sufficiency audit
target+hour,kpx_group_2,366,167,1811409.283,566.2096055925408,310.15738885639735,0.026213407666321336,0.31693989071038253,0.6721311475409836,1739.2735630167463,0.08052192421373824,0.28688524590163933,0.03278688524590164,0.09016393442622951,13.447161343694287,,14.0,,,,feature sufficiency audit
target+hour,kpx_group_3,366,168,1657145.234,203.65841153844022,122.18791322353968,0.009698019597068583,0.35792349726775957,0.6256830601092896,1647.9580330128147,0.07847419204822927,0.2923497267759563,0.05191256830601093,0.10382513661202186,13.183664264102516,,11.0,,,,feature sufficiency audit
target+hour,kpx_group_3,366,165,1575746.592,492.4243568786147,234.57355697198412,0.02344877889898165,0.3087431693989071,0.674863387978142,1666.3760942824836,0.07935124258488016,0.2677595628415301,0.02459016393442623,0.09562841530054644,13.092955026505226,,16.0,,,,feature sufficiency audit
target+hour,kpx_group_2,366,167,1806925.707,493.870387265314,239.34001746661085,0.02286436978080157,0.3360655737704918,0.6420765027322405,1662.8890740841264,0.07698560528167253,0.25136612021857924,0.03278688524590164,0.09016393442622951,12.856596082039312,,13.0,,,,feature sufficiency audit
target+hour,kpx_group_1,366,165,1775815.445,613.5070755063495,285.89262225892435,0.02840310534751618,0.319672131147541,0.6721311475409836,1672.868859856088,0.07744763240074481,0.23770491803278687,0.05191256830601093,0.07923497267759563,12.778859346122895,,16.0,,,,feature sufficiency audit
target+hour,kpx_group_1,366,171,1766399.929,471.78533104044214,240.00376650379008,0.021841913474094542,0.36885245901639346,0.6284153005464481,1595.8739308510524,0.07388305235421538,0.26229508196721313,0.04918032786885246,0.05191256830601093,12.63400195257083,,15.0,,,,feature sufficiency audit
target+hour,kpx_group_3,366,168,1611774.303,363.30842579498903,172.4810756580661,0.01730040122833281,0.36885245901639346,0.6256830601092896,1570.128850084791,0.07476804048022816,0.2650273224043716,0.03825136612021858,0.08196721311475409,12.56103080067833,,15.0,,,,feature sufficiency audit
target+hour,kpx_group_2,366,169,1870274.332,373.71132462562355,173.61832646775244,0.017301450214149236,0.3633879781420765,0.6229508196721312,1598.2404966866543,0.0739926155873451,0.2459016393442623,0.03551912568306011,0.07103825136612021,12.504752034261323,,12.0,,,,feature sufficiency audit
target+hour,kpx_group_1,366,167,1733597.489,454.86028755013183,241.45759561260542,0.021058346645839436,0.32786885245901637,0.6612021857923497,1588.918196063292,0.07356102759552278,0.2540983606557377,0.04371584699453552,0.07377049180327869,12.284691608452306,,14.0,,,,feature sufficiency audit
target+hour,kpx_group_1,366,165,1786315.695,255.17081029309682,161.66433568926195,0.011813463439495225,0.3770491803278688,0.6120218579234973,1596.934778161656,0.07393216565563222,0.25136612021857924,0.04918032786885246,0.05737704918032787,12.198807333179317,,12.0,,,,feature sufficiency audit
target+hour,kpx_group_3,366,163,1559461.067,402.2397389495387,187.69629047371427,0.019154273283311367,0.3360655737704918,0.6530054644808743,1568.2755805812853,0.07467978955148977,0.273224043715847,0.040983606557377046,0.09562841530054644,12.172805696892832,,14.0,,,,feature sufficiency audit
target+hour,kpx_group_3,366,159,1563698.773,304.1717623814372,151.82127866220037,0.014484369637211293,0.34153005464480873,0.6475409836065574,1569.6562846499057,0.07474553736428122,0.2677595628415301,0.03551912568306011,0.09289617486338798,11.884540440920713,,13.0,,,,feature sufficiency audit
target+hour,kpx_group_1,366,162,1728491.994,369.6774495362975,205.6727479580544,0.01711469673779155,0.34153005464480873,0.6420765027322405,1577.1492018213194,0.073016166750987,0.25956284153005466,0.04371584699453552,0.06284153005464481,11.828619013659894,,13.0,,,,feature sufficiency audit
target+hour,kpx_group_3,366,161,1599798.815,238.08497810602262,125.04831865201278,0.0113373799098106,0.35792349726775957,0.6256830601092896,1521.434141999888,0.07244924485713752,0.25956284153005466,0.04644808743169399,0.07650273224043716,11.66432842199914,,12.0,,,,feature sufficiency audit
target+month+actual_bin,kpx_group_3,287,287,2854318.671,2514.113387458579,2887.217645050583,0.11971968511707518,0.2264808362369338,0.7735191637630662,3480.2218209645102,0.16572484861735765,0.7839721254355401,0.11149825783972125,0.3310104529616725,47.563031553181645,12.0,,30-60%,,,feature sufficiency audit
target+month+actual_bin,kpx_group_2,133,133,510751.95900000003,6519.304190223313,4905.386627808323,0.30181963843626447,0.17293233082706766,0.8270676691729323,6986.9829230613095,0.3234714316232088,0.7819548872180451,0.06766917293233082,0.5639097744360902,43.02170040588677,1.0,,10-30%,,,feature sufficiency audit
target+month+actual_bin,kpx_group_2,179,179,1730835.033,1281.8206229206512,1801.8532646874937,0.05934354735743756,0.33519553072625696,0.664804469273743,4023.4226749269915,0.186269568283657,0.7430167597765364,0.055865921787709494,0.49162011173184356,33.3422527227746,3.0,,30-60%,,,feature sufficiency audit
target+month+actual_bin,kpx_group_2,168,168,711442.738,2404.6760927798296,1683.6312652410054,0.11132759688795507,0.35119047619047616,0.6488095238095238,3798.4442961371255,0.175853902598941,0.7142857142857143,0.08928571428571429,0.30357142857142855,29.543455636622085,3.0,,10-30%,,,feature sufficiency audit
target+month+actual_bin,kpx_group_1,191,191,1819971.475,1106.788492707368,1696.653871139879,0.05124020799571149,0.3769633507853403,0.6230366492146597,3250.497794439149,0.15048600900181244,0.7329842931937173,0.08376963350785341,0.2670157068062827,28.742827719346177,3.0,,30-60%,,,feature sufficiency audit
target+month+actual_bin,kpx_group_1,274,274,4149291.978,-185.64753610027395,276.6050504377072,-0.008594793337975646,0.4635036496350365,0.5364963503649635,2255.370933399191,0.1044153209907033,0.5802919708029197,0.12043795620437957,0.09854014598540146,28.609797951452705,12.0,,60-80%,,,feature sufficiency audit
target+month+actual_bin,kpx_group_1,192,192,1849143.662,888.4793115855274,800.8848210458432,0.04113330146229294,0.4114583333333333,0.5885416666666666,3039.2265554839305,0.14070493312425605,0.65625,0.06770833333333333,0.25,27.015347159857164,5.0,,30-60%,,,feature sufficiency audit
target+month+actual_bin,kpx_group_2,146,146,1474851.599,3163.503985917556,2988.43953848007,0.1464585178665535,0.17123287671232876,0.8287671232876712,3708.613768822374,0.17169508188992474,0.7534246575342466,0.0821917808219178,0.363013698630137,25.06748195592901,7.0,,30-60%,,,feature sufficiency audit
target+month+actual_bin,kpx_group_3,171,171,1637981.558,584.2065826278264,820.9446016462862,0.027819361077515536,0.42105263157894735,0.5789473684210527,2974.425340233893,0.14163930191589966,0.6783625730994152,0.06432748538011696,0.2807017543859649,24.22032062761884,1.0,,30-60%,,,feature sufficiency audit
target+month+actual_bin,kpx_group_2,224,224,3455074.865,47.761150117696545,375.36223111279287,0.0022111643573007656,0.4419642857142857,0.5580357142857143,2307.957479323683,0.10684988330202236,0.5892857142857143,0.09375,0.12053571428571429,23.934373859653007,12.0,,60-80%,,,feature sufficiency audit
target+month+actual_bin,kpx_group_2,168,168,1641929.999,391.27308624478036,552.2305623594025,0.01811449473355465,0.4583333333333333,0.5416666666666666,3042.838314655306,0.1408721441970049,0.6607142857142857,0.08333333333333333,0.2619047619047619,23.66652022509682,5.0,,30-60%,,,feature sufficiency audit
target+month+actual_bin,kpx_group_1,181,181,779477.434,975.9223425673189,-100.93074035697782,0.045181589933672175,0.5138121546961326,0.4861878453038674,2814.941078078751,0.1303213462073496,0.5966850828729282,0.09392265193370165,0.19889502762430938,23.588163663530274,3.0,,10-30%,,,feature sufficiency audit
target+month+actual_bin,kpx_group_3,159,159,625039.824,1573.2274035946505,760.2401659156794,0.0749155906473643,0.4088050314465409,0.5911949685534591,2949.8044646528833,0.1404668792691849,0.5786163522012578,0.06918238993710692,0.22641509433962265,22.3342338038004,3.0,,10-30%,,,feature sufficiency audit
target+month+actual_bin,kpx_group_2,217,217,3343260.187,542.989734506169,1049.9089196808054,0.025138413634544863,0.34101382488479265,0.6589861751152074,2209.657697480294,0.10229896747593951,0.5714285714285714,0.12442396313364056,0.11059907834101383,22.198875942278875,7.0,,60-80%,,,feature sufficiency audit
