slice_type,model_id,target,count,candidate_better_abs_error_rate,anchor_fail_candidate_success_count,anchor_fail_candidate_success_rate,candidate_norm_abs_error,anchor_norm_abs_error,actual_bin,month,hour,high_generation_flag,near_zero_flag
target+month,explainable_boosting,kpx_group_2,744,0.4543010752688172,37,0.04973118279569892,0.19389419865656274,0.1867739224995229,,1.0,,,
target+month,mlp_regressor_medium,kpx_group_3,720,0.45416666666666666,37,0.05138888888888889,0.05812873261006688,0.05331797311667748,,9.0,,,
target+hour,explainable_boosting,kpx_group_2,366,0.44808743169398907,37,0.10109289617486339,0.11015194796668196,0.10357964177123914,,,1.0,,
target+month,explainable_boosting,kpx_group_2,720,0.43333333333333335,37,0.05138888888888889,0.08597881197015536,0.07863322421868964,,6.0,,,
target+hour,mlp_regressor_medium,kpx_group_2,366,0.43169398907103823,37,0.10109289617486339,0.1153284574480246,0.099085148873207,,,21.0,,
target+hour,mlp_regressor_medium,kpx_group_2,366,0.43169398907103823,37,0.10109289617486339,0.1248807657215494,0.112892427835344,,,22.0,,
target+hour,tabm_torch,kpx_group_1,366,0.412568306010929,37,0.10109289617486339,0.12755924835963242,0.10478483814459667,,,6.0,,
target+month,explainable_boosting,kpx_group_3,720,0.4125,37,0.05138888888888889,0.08298478997566203,0.07148528456013276,,6.0,,,
target+month,explainable_boosting,kpx_group_2,744,0.4099462365591398,37,0.04973118279569892,0.09436778626117535,0.07743207667271455,,10.0,,,
target+month,tabm_torch,kpx_group_1,744,0.40053763440860213,37,0.04973118279569892,0.0772215045303972,0.05492610085426715,,8.0,,,
target+month,lgbm_l1_baseline,kpx_group_1,720,0.5652777777777778,36,0.05,0.07237846304447462,0.07970780336331314,,6.0,,,
target+month,catboost_quantile_055,kpx_group_1,744,0.5094086021505376,36,0.04838709677419355,0.10627129662382556,0.10734966650081518,,3.0,,,
target+month,mlp_regressor_medium,kpx_group_1,720,0.43194444444444446,36,0.05,0.07695876619691032,0.06194028765491995,,9.0,,,
target+hour,tabm_torch,kpx_group_2,366,0.40437158469945356,36,0.09836065573770492,0.1365349342454298,0.11331011567969454,,,23.0,,
target+month,ngboost_normal_260_lr03,kpx_group_1,720,0.4,36,0.05,0.09086357654752651,0.08341232627982269,,11.0,,,
target+hour,mlp_regressor_medium,kpx_group_1,366,0.39344262295081966,36,0.09836065573770492,0.12749372436410775,0.11324905475639828,,,0.0,,
target+hour,tabm_torch,kpx_group_2,366,0.3770491803278688,36,0.09836065573770492,0.13428651022916666,0.11445087530170035,,,0.0,,
target+actual_bin,extra_trees_wide,kpx_group_2,598,0.3411371237458194,36,0.06020066889632107,0.10572753891642693,0.07905223301886949,80-90%,,,,
target+month,explainable_boosting,kpx_group_2,696,0.5646551724137931,35,0.05028735632183908,0.08927716051388165,0.09221465620981145,,2.0,,,
target+month,extra_trees_wide,kpx_group_1,744,0.5403225806451613,35,0.04704301075268817,0.1787384877549874,0.18371598386061913,,1.0,,,
target+month,lgbm_l1_baseline,kpx_group_2,720,0.5402777777777777,35,0.04861111111111111,0.08573723763864323,0.08834224909768426,,4.0,,,
target+hour,extra_trees_wide,kpx_group_2,366,0.4918032786885246,35,0.09562841530054644,0.11036803464105964,0.11445087530170035,,,0.0,,
target+hour,explainable_boosting,kpx_group_2,366,0.48633879781420764,35,0.09562841530054644,0.09869107660145388,0.09769793884199153,,,18.0,,
target+hour,mlp_regressor_medium,kpx_group_2,366,0.45081967213114754,35,0.09562841530054644,0.12007113298932422,0.10891397261057717,,,3.0,,
target+hour,tabm_torch,kpx_group_1,366,0.4453551912568306,35,0.09562841530054644,0.13257035487372368,0.11432923169168223,,,22.0,,
target+month,explainable_boosting,kpx_group_2,720,0.44166666666666665,35,0.04861111111111111,0.09479308140491916,0.08333210419302606,,11.0,,,
target+hour,mlp_regressor_medium,kpx_group_3,366,0.4344262295081967,35,0.09562841530054644,0.12313668612805106,0.11218298476721872,,,23.0,,
target+hour,tabm_torch,kpx_group_1,366,0.3743169398907104,35,0.09562841530054644,0.1295352923163454,0.10775375055733254,,,2.0,,
target+month,hist_gbdt_quantile_055,kpx_group_1,720,0.5458333333333333,34,0.04722222222222222,0.08465695567637409,0.08641567849394793,,4.0,,,
target+month,lgbm_l1_baseline,kpx_group_1,720,0.5430555555555555,34,0.04722222222222222,0.08473059869794833,0.08641567849394793,,4.0,,,
target+month,lgbm_l1_baseline,kpx_group_3,744,0.5147849462365591,34,0.0456989247311828,0.10823483047317035,0.10618864506015195,,5.0,,,
target+hour,extra_trees_wide,kpx_group_2,366,0.4726775956284153,34,0.09289617486338798,0.09904044128678359,0.10104212972975589,,,8.0,,
target+month,explainable_boosting,kpx_group_1,744,0.46908602150537637,34,0.0456989247311828,0.18393408166509378,0.18371598386061913,,1.0,,,
target+actual_bin,catboost_quantile_060_depth6,kpx_group_2,1125,0.4631111111111111,34,0.030222222222222223,0.11992254420254807,0.11841741648640795,60-80%,,,,
target+month,extra_trees_wide,kpx_group_3,720,0.43472222222222223,34,0.04722222222222222,0.08810256660339567,0.08504381750003322,,4.0,,,
target+hour,tabm_torch,kpx_group_3,366,0.43169398907103823,34,0.09289617486338798,0.12642970081322794,0.1065006364288124,,,4.0,,
target+hour,mlp_regressor_medium,kpx_group_2,366,0.42896174863387976,34,0.09289617486338798,0.12433075090653808,0.11175842694634774,,,5.0,,
target+hour,mlp_regressor_medium,kpx_group_2,366,0.4262295081967213,34,0.09289617486338798,0.12164750534467918,0.10743280828215826,,,4.0,,
target+high_generation_flag,lgbm_l1_baseline,kpx_group_2,953,0.4197271773347324,34,0.035676810073452254,0.08788346865414746,0.07708839301429628,,,,True,
target+month,explainable_boosting,kpx_group_1,720,0.4111111111111111,34,0.04722222222222222,0.09756362468457327,0.08341232627982269,,11.0,,,
target+month,mlp_regressor_medium,kpx_group_2,696,0.40948275862068967,34,0.04885057471264368,0.12240237578207899,0.09221465620981145,,2.0,,,
target+month,explainable_boosting,kpx_group_1,720,0.4041666666666667,34,0.04722222222222222,0.0913002915264043,0.07970780336331314,,6.0,,,
target+hour,mlp_regressor_medium,kpx_group_3,366,0.39344262295081966,34,0.09289617486338798,0.12119268322401765,0.11127622330389614,,,22.0,,
target+hour,tabm_torch,kpx_group_2,366,0.3770491803278688,34,0.09289617486338798,0.1340105908188866,0.11194064382810978,,,2.0,,
target+hour,tabm_torch,kpx_group_2,366,0.3524590163934426,34,0.09289617486338798,0.13528443737765128,0.10787831703335486,,,6.0,,
target+actual_bin,tabm_torch,kpx_group_3,438,0.2968036529680365,34,0.0776255707762557,0.30382953727757117,0.2178813975509972,90-100%,,,,
target+month,hist_gbdt_quantile_055,kpx_group_2,744,0.5456989247311828,33,0.04435483870967742,0.11953651843662884,0.12564781678668074,,3.0,,,
target+month,catboost_quantile_060_depth6,kpx_group_3,744,0.4986559139784946,33,0.04435483870967742,0.11737680549699166,0.11785113862322234,,7.0,,,
target+hour,explainable_boosting,kpx_group_2,366,0.4890710382513661,33,0.09016393442622951,0.10795744571994596,0.10104212972975589,,,8.0,,
target+hour,explainable_boosting,kpx_group_2,366,0.4808743169398907,33,0.09016393442622951,0.11340891039958842,0.10743280828215826,,,4.0,,
target+hour,explainable_boosting,kpx_group_1,366,0.46994535519125685,33,0.09016393442622951,0.11716835006680186,0.11324905475639828,,,0.0,,
target+hour,mlp_regressor_medium,kpx_group_2,366,0.45901639344262296,33,0.09016393442622951,0.12253397008636972,0.11194064382810978,,,2.0,,
target+month,hist_gbdt_quantile_055,kpx_group_3,744,0.4529569892473118,33,0.04435483870967742,0.12715120437407937,0.11785113862322234,,7.0,,,
target+hour,tabm_torch,kpx_group_2,366,0.41530054644808745,33,0.09016393442622951,0.11325659772271984,0.09769793884199153,,,18.0,,
target+month,extra_trees_wide,kpx_group_1,720,0.4111111111111111,33,0.04583333333333333,0.08908815485355939,0.08341232627982269,,11.0,,,
target+hour,tabm_torch,kpx_group_2,366,0.3907103825136612,33,0.09016393442622951,0.12312698590425016,0.099085148873207,,,21.0,,
target+hour,mlp_regressor_medium,kpx_group_1,366,0.3879781420765027,33,0.09016393442622951,0.13314494837452662,0.11432923169168223,,,22.0,,
target+hour,tabm_torch,kpx_group_3,366,0.3879781420765027,33,0.09016393442622951,0.11780930702849858,0.10289946206254627,,,20.0,,
target+hour,tabm_torch,kpx_group_2,366,0.3770491803278688,33,0.09016393442622951,0.13705461161855395,0.10743280828215826,,,4.0,,
target+high_generation_flag,tabm_torch,kpx_group_1,840,0.17261904761904762,33,0.039285714285714285,0.1914310596480379,0.09904442536475838,,,,True,
target+month,lgbm_l1_baseline,kpx_group_2,696,0.5617816091954023,32,0.04597701149425287,0.08233954408037544,0.09221465620981145,,2.0,,,
target+month,catboost_quantile_060_depth6,kpx_group_2,744,0.5026881720430108,32,0.043010752688172046,0.10723359603273296,0.1073913229433887,,12.0,,,
target+month,hist_gbdt_quantile_055,kpx_group_3,744,0.46908602150537637,32,0.043010752688172046,0.1210965940421721,0.11889136919205419,,3.0,,,
target+hour,explainable_boosting,kpx_group_2,366,0.4672131147540984,32,0.08743169398907104,0.11817972632925587,0.11175842694634774,,,5.0,,
target+actual_bin,hist_gbdt_quantile_055,kpx_group_2,598,0.451505016722408,32,0.05351170568561873,0.0846888373664287,0.07905223301886949,80-90%,,,,
target+month,mlp_regressor_medium,kpx_group_3,720,0.4513888888888889,32,0.044444444444444446,0.10073826344258265,0.09090647738317001,,11.0,,,
target+hour,mlp_regressor_medium,kpx_group_2,366,0.44808743169398907,32,0.08743169398907104,0.10823778659614244,0.09769793884199153,,,18.0,,
target+hour,mlp_regressor_medium,kpx_group_2,366,0.44808743169398907,32,0.08743169398907104,0.10914980247250688,0.09807585625222164,,,19.0,,
target+month,explainable_boosting,kpx_group_3,720,0.42916666666666664,32,0.044444444444444446,0.06551051102604896,0.05331797311667748,,9.0,,,
target+hour,tabm_torch,kpx_group_2,366,0.41530054644808745,32,0.08743169398907104,0.1119402336295221,0.09807585625222164,,,19.0,,
target+month,tabm_torch,kpx_group_3,720,0.3861111111111111,32,0.044444444444444446,0.11205557002824934,0.09090647738317001,,11.0,,,
target+hour,mlp_regressor_medium,kpx_group_1,366,0.38524590163934425,32,0.08743169398907104,0.12268378436466626,0.10604341879915236,,,7.0,,
target+hour,tabm_torch,kpx_group_2,366,0.35792349726775957,32,0.08743169398907104,0.14412917365254757,0.11175842694634774,,,5.0,,
target+high_generation_flag,lgbm_l1_baseline,kpx_group_1,840,0.32976190476190476,32,0.0380952380952381,0.11742800346282413,0.09904442536475838,,,,True,
target+month,tabm_torch,kpx_group_1,720,0.325,32,0.044444444444444446,0.08371908766751736,0.06194028765491995,,9.0,,,
target+high_generation_flag,tabm_torch,kpx_group_2,953,0.19202518363064008,32,0.033578174186778595,0.16653215742604494,0.07708839301429628,,,,True,
target+month,tabm_torch,kpx_group_1,696,0.5129310344827587,31,0.04454022988505747,0.10123049808218523,0.09135706806134142,,2.0,,,
target+hour,explainable_boosting,kpx_group_2,366,0.4890710382513661,31,0.08469945355191257,0.11430711190378134,0.11194064382810978,,,2.0,,
target+hour,extra_trees_wide,kpx_group_2,366,0.48360655737704916,31,0.08469945355191257,0.10579067990111088,0.10743280828215826,,,4.0,,
target+hour,mlp_regressor_medium,kpx_group_2,366,0.47540983606557374,31,0.08469945355191257,0.08148899918677055,0.08052192421373824,,,14.0,,
target+month,mlp_regressor_medium,kpx_group_3,744,0.4650537634408602,31,0.041666666666666664,0.06921757346218659,0.0647155220641647,,10.0,,,
target+hour,explainable_boosting,kpx_group_2,366,0.4344262295081967,31,0.08469945355191257,0.12558078749301627,0.11445087530170035,,,0.0,,
target+hour,tabm_torch,kpx_group_3,366,0.42349726775956287,31,0.08469945355191257,0.12183409466085869,0.10268163201473855,,,7.0,,
target+hour,tabm_torch,kpx_group_3,366,0.4016393442622951,31,0.08469945355191257,0.09199329567569738,0.07476804048022816,,,15.0,,
target+hour,mlp_regressor_medium,kpx_group_1,366,0.3797814207650273,31,0.08469945355191257,0.11859511533849335,0.10107198941254779,,,21.0,,
target+hour,tabm_torch,kpx_group_2,366,0.3797814207650273,31,0.08469945355191257,0.1280493675631198,0.10104212972975589,,,8.0,,
target+month,lgbm_l1_baseline,kpx_group_1,696,0.6422413793103449,30,0.04310344827586207,0.07570088856101556,0.09135706806134142,,2.0,,,
target+month,catboost_quantile_055,kpx_group_2,744,0.5456989247311828,30,0.04032258064516129,0.10488950234518687,0.10589983337131054,,7.0,,,
target+hour,extra_trees_wide,kpx_group_1,366,0.5163934426229508,30,0.08196721311475409,0.11297230620167749,0.11324905475639828,,,0.0,,
target+month,lgbm_l1_baseline,kpx_group_3,720,0.5083333333333333,30,0.041666666666666664,0.07008325097781856,0.07148528456013276,,6.0,,,
target+month,tabm_torch,kpx_group_3,696,0.48563218390804597,30,0.04310344827586207,0.11345091813673165,0.0998073963271172,,2.0,,,
target+hour,extra_trees_wide,kpx_group_2,366,0.4808743169398907,30,0.08196721311475409,0.09651480410071016,0.09807585625222164,,,19.0,,
target+hour,tabm_torch,kpx_group_2,366,0.45081967213114754,30,0.08196721311475409,0.13051883292490388,0.112892427835344,,,22.0,,
target+month,catboost_quantile_060_depth6,kpx_group_1,744,0.4475806451612903,30,0.04032258064516129,0.11198712111235168,0.10883549540346629,,12.0,,,
target+hour,tabm_torch,kpx_group_3,366,0.43989071038251365,30,0.08196721311475409,0.13125037840230783,0.1147786097659007,,,0.0,,
target+hour,explainable_boosting,kpx_group_1,366,0.43169398907103823,30,0.08196721311475409,0.12687154077807336,0.1183763599451466,,,23.0,,
target+hour,explainable_boosting,kpx_group_3,366,0.42349726775956287,30,0.08196721311475409,0.11973024422482796,0.1065006364288124,,,4.0,,
target+hour,tabm_torch,kpx_group_3,366,0.40710382513661203,30,0.08196721311475409,0.10841864319639852,0.09280321182199211,,,19.0,,
target+hour,tabm_torch,kpx_group_1,366,0.39617486338797814,30,0.08196721311475409,0.12183985333000405,0.09986375702848367,,,8.0,,
target+hour,tabm_torch,kpx_group_3,366,0.39344262295081966,30,0.08196721311475409,0.10259075275765808,0.08755820070591613,,,18.0,,
target+hour,tabm_torch,kpx_group_3,366,0.3879781420765027,30,0.08196721311475409,0.12584706733614906,0.10416635828848793,,,5.0,,
target+actual_bin,ngboost_normal_260_lr03,kpx_group_2,598,0.3595317725752508,30,0.05016722408026756,0.09969801332528412,0.07905223301886949,80-90%,,,,
target+hour,tabm_torch,kpx_group_2,366,0.3524590163934426,30,0.08196721311475409,0.1386866523565422,0.10891397261057717,,,3.0,,
target+hour,tabm_torch,kpx_group_1,366,0.34972677595628415,30,0.08196721311475409,0.13617364120358352,0.10462674110387578,,,4.0,,
target+actual_bin,mlp_regressor_medium,kpx_group_3,438,0.3264840182648402,30,0.0684931506849315,0.2737045745758382,0.2178813975509972,90-100%,,,,
target+month,extra_trees_wide,kpx_group_2,696,0.3204022988505747,30,0.04310344827586207,0.10350166835623267,0.09221465620981145,,2.0,,,
target+actual_bin,explainable_boosting,kpx_group_2,598,0.2591973244147157,30,0.05016722408026756,0.12118075350915565,0.07905223301886949,80-90%,,,,
target+hour,lgbm_l1_baseline,kpx_group_2,366,0.5601092896174863,29,0.07923497267759563,0.10035421759491839,0.10743280828215826,,,4.0,,
target+month,hist_gbdt_quantile_055,kpx_group_2,720,0.5125,29,0.04027777777777778,0.08805628529103705,0.08834224909768426,,4.0,,,
target+actual_bin,catboost_quantile_060_depth6,kpx_group_2,598,0.4866220735785953,29,0.048494983277591976,0.0777679100581893,0.07905223301886949,80-90%,,,,
target+hour,explainable_boosting,kpx_group_1,366,0.4808743169398907,29,0.07923497267759563,0.10724001504121951,0.10421893744377876,,,1.0,,
target+hour,ngboost_normal_260_lr03,kpx_group_2,366,0.4726775956284153,29,0.07923497267759563,0.11444027161449241,0.11331011567969454,,,23.0,,
target+hour,extra_trees_wide,kpx_group_1,366,0.4672131147540984,29,0.07923497267759563,0.1093533335278169,0.10670315711401403,,,3.0,,
target+hour,mlp_regressor_medium,kpx_group_2,366,0.45901639344262296,29,0.07923497267759563,0.09292557943932898,0.08142612030376237,,,16.0,,
target+hour,explainable_boosting,kpx_group_1,366,0.4562841530054645,29,0.07923497267759563,0.11171232272763439,0.10775375055733254,,,2.0,,
target+month,catboost_quantile_055,kpx_group_2,744,0.4381720430107527,29,0.038978494623655914,0.11063039518288312,0.1073913229433887,,12.0,,,
target+month,extra_trees_wide,kpx_group_1,720,0.43194444444444446,29,0.04027777777777778,0.07893550629025921,0.07970780336331314,,6.0,,,
target+hour,tabm_torch,kpx_group_3,366,0.4262295081967213,29,0.07923497267759563,0.12490948129080925,0.10833414958393581,,,2.0,,
target+month,ngboost_normal_260_lr03,kpx_group_2,744,0.41935483870967744,29,0.038978494623655914,0.06203801049782801,0.059162552851189314,,8.0,,,
target+hour,explainable_boosting,kpx_group_2,366,0.41530054644808745,29,0.07923497267759563,0.12856687398601457,0.11331011567969454,,,23.0,,
target+hour,mlp_regressor_medium,kpx_group_1,366,0.412568306010929,29,0.07923497267759563,0.10753532407456601,0.09156822750019558,,,9.0,,
target+hour,tabm_torch,kpx_group_1,366,0.412568306010929,29,0.07923497267759563,0.1298648012673156,0.10604341879915236,,,7.0,,
target+hour,tabm_torch,kpx_group_3,366,0.4098360655737705,29,0.07923497267759563,0.10057885344596929,0.08262887052093183,,,9.0,,
target+hour,tabm_torch,kpx_group_3,366,0.40437158469945356,29,0.07923497267759563,0.1352371306488069,0.11127622330389614,,,22.0,,
target+hour,tabm_torch,kpx_group_1,366,0.39617486338797814,29,0.07923497267759563,0.12765375225685083,0.10421893744377876,,,1.0,,
target+hour,mlp_regressor_medium,kpx_group_1,366,0.39344262295081966,29,0.07923497267759563,0.12344818100466254,0.10421893744377876,,,1.0,,
target+month,hist_gbdt_quantile_055,kpx_group_1,720,0.5583333333333333,28,0.03888888888888889,0.0756290887570829,0.07970780336331314,,6.0,,,
target+hour,extra_trees_wide,kpx_group_2,366,0.4890710382513661,28,0.07650273224043716,0.10957357865459645,0.11175842694634774,,,5.0,,
target+hour,ngboost_normal_260_lr03,kpx_group_2,366,0.4781420765027322,28,0.07650273224043716,0.11239350927203012,0.11175842694634774,,,5.0,,
target+month,hist_gbdt_quantile_055,kpx_group_3,744,0.47446236559139787,28,0.03763440860215054,0.10838178571373278,0.10618864506015195,,5.0,,,
target+hour,extra_trees_wide,kpx_group_2,366,0.46174863387978143,28,0.07650273224043716,0.09940324526576098,0.10357964177123914,,,1.0,,
target+high_generation_flag,catboost_quantile_055,kpx_group_2,953,0.45750262329485836,28,0.02938090241343127,0.08085796657724972,0.07708839301429628,,,,True,
target+hour,mlp_regressor_medium,kpx_group_3,366,0.43989071038251365,28,0.07650273224043716,0.11065473545561665,0.10172228959981588,,,21.0,,
target+hour,explainable_boosting,kpx_group_2,366,0.4344262295081967,28,0.07650273224043716,0.11093772411747833,0.10128053755439953,,,7.0,,
target+month,extra_trees_wide,kpx_group_2,720,0.4305555555555556,28,0.03888888888888889,0.06662428657509753,0.0645564350927077,,9.0,,,
target+month,extra_trees_wide,kpx_group_3,720,0.425,28,0.03888888888888889,0.10228312999370591,0.09090647738317001,,11.0,,,
target+month,ngboost_normal_260_lr03,kpx_group_3,720,0.4125,28,0.03888888888888889,0.0930732958404256,0.08504381750003322,,4.0,,,
target+hour,mlp_regressor_medium,kpx_group_1,366,0.40710382513661203,28,0.07650273224043716,0.12530271072487334,0.10478483814459667,,,6.0,,
target+month,tabm_torch,kpx_group_3,744,0.396505376344086,28,0.03763440860215054,0.0666311875831998,0.05110662039524703,,8.0,,,
target+hour,tabm_torch,kpx_group_1,366,0.39617486338797814,28,0.07650273224043716,0.10949496611633272,0.094518671343019,,,19.0,,
target+month,ngboost_normal_260_lr03,kpx_group_1,744,0.3951612903225806,28,0.03763440860215054,0.06003361430744789,0.05492610085426715,,8.0,,,
target+hour,explainable_boosting,kpx_group_2,366,0.39344262295081966,28,0.07650273224043716,0.09159369382522053,0.08052192421373824,,,14.0,,
target+month,extra_trees_wide,kpx_group_3,720,0.39166666666666666,28,0.03888888888888889,0.07521028331900965,0.07148528456013276,,6.0,,,
target+hour,tabm_torch,kpx_group_2,366,0.366120218579235,28,0.07650273224043716,0.10426458796078805,0.07698560528167253,,,13.0,,
target+hour,tabm_torch,kpx_group_1,366,0.35792349726775957,28,0.07650273224043716,0.13575114254216125,0.1041647443335669,,,5.0,,
target+month,tabm_torch,kpx_group_3,720,0.34305555555555556,28,0.03888888888888889,0.07283155941854498,0.05331797311667748,,9.0,,,
target+month,tabm_torch,kpx_group_1,744,0.3077956989247312,28,0.03763440860215054,0.11026578041404071,0.06903155778244645,,10.0,,,
target+actual_bin,explainable_boosting,kpx_group_3,438,0.2945205479452055,28,0.0639269406392694,0.2794072270890685,0.2178813975509972,90-100%,,,,
target+hour,lgbm_l1_baseline,kpx_group_1,366,0.5491803278688525,27,0.07377049180327869,0.10139136733529869,0.10462674110387578,,,4.0,,
target+month,lgbm_l1_baseline,kpx_group_1,744,0.5295698924731183,27,0.036290322580645164,0.05514259280076849,0.05492610085426715,,8.0,,,
target+month,explainable_boosting,kpx_group_3,696,0.5100574712643678,27,0.03879310344827586,0.09563996533745535,0.0998073963271172,,2.0,,,
target+hour,extra_trees_wide,kpx_group_2,366,0.4918032786885246,27,0.07377049180327869,0.10284063918568505,0.10787831703335486,,,6.0,,
target+hour,mlp_regressor_medium,kpx_group_3,366,0.4726775956284153,27,0.07377049180327869,0.09575983620920736,0.08262887052093183,,,9.0,,
target+hour,explainable_boosting,kpx_group_2,366,0.46994535519125685,27,0.07377049180327869,0.11387042305200848,0.10891397261057717,,,3.0,,
target+hour,explainable_boosting,kpx_group_1,366,0.4644808743169399,27,0.07377049180327869,0.08947880365724964,0.08258740627699931,,,10.0,,
target+hour,mlp_regressor_medium,kpx_group_2,366,0.4644808743169399,27,0.07377049180327869,0.0958731970202712,0.08128855621848065,,,11.0,,
target+month,explainable_boosting,kpx_group_1,744,0.45161290322580644,27,0.036290322580645164,0.06127089717689404,0.05492610085426715,,8.0,,,
target+hour,mlp_regressor_medium,kpx_group_3,366,0.45081967213114754,27,0.07377049180327869,0.11447889928991313,0.10268163201473855,,,7.0,,
target+hour,ngboost_normal_260_lr03,kpx_group_2,366,0.44808743169398907,27,0.07377049180327869,0.11132305286959751,0.11194064382810978,,,2.0,,
target+month,hist_gbdt_quantile_055,kpx_group_2,720,0.4444444444444444,27,0.0375,0.08528581414799677,0.08333210419302606,,11.0,,,
target+hour,explainable_boosting,kpx_group_3,366,0.4426229508196721,27,0.07377049180327869,0.12700986882176893,0.1147786097659007,,,0.0,,
target+hour,mlp_regressor_medium,kpx_group_2,366,0.4426229508196721,27,0.07377049180327869,0.11567365926969338,0.10235975980471324,,,20.0,,
target+hour,explainable_boosting,kpx_group_1,366,0.43989071038251365,27,0.07377049180327869,0.11445759472053849,0.10478483814459667,,,6.0,,
target+hour,mlp_regressor_medium,kpx_group_3,366,0.42896174863387976,27,0.07377049180327869,0.11829307515118209,0.1065006364288124,,,4.0,,
target+hour,tabm_torch,kpx_group_3,366,0.42896174863387976,27,0.07377049180327869,0.13541681961499089,0.11218298476721872,,,23.0,,
target+hour,tabm_torch,kpx_group_1,366,0.4207650273224044,27,0.07377049180327869,0.1022771200885509,0.08258740627699931,,,10.0,,
target+hour,tabm_torch,kpx_group_3,366,0.41530054644808745,27,0.07377049180327869,0.09350728882379644,0.07474553736428122,,,13.0,,
target+hour,ngboost_normal_260_lr03,kpx_group_3,366,0.40710382513661203,27,0.07377049180327869,0.09794057473445272,0.09280321182199211,,,19.0,,
target+hour,tabm_torch,kpx_group_3,366,0.40710382513661203,27,0.07377049180327869,0.11342812905387926,0.09262614643712526,,,8.0,,
target+hour,explainable_boosting,kpx_group_3,366,0.40437158469945356,27,0.07377049180327869,0.13008975886788934,0.11127622330389614,,,22.0,,
target+hour,tabm_torch,kpx_group_2,366,0.39617486338797814,27,0.07377049180327869,0.12136644975929214,0.09422803659996713,,,9.0,,
target+hour,tabm_torch,kpx_group_3,366,0.39617486338797814,27,0.07377049180327869,0.09931532607002082,0.07847419204822927,,,11.0,,
target+hour,tabm_torch,kpx_group_2,366,0.3907103825136612,27,0.07377049180327869,0.12081098812784104,0.10235975980471324,,,20.0,,
target+hour,tabm_torch,kpx_group_2,366,0.3743169398907104,27,0.07377049180327869,0.11792189135975131,0.0877939670195002,,,10.0,,
target+hour,tabm_torch,kpx_group_2,366,0.3551912568306011,27,0.07377049180327869,0.13714617873692067,0.10128053755439953,,,7.0,,
target+hour,lgbm_l1_baseline,kpx_group_2,366,0.5491803278688525,26,0.07103825136612021,0.10554490849359743,0.11175842694634774,,,5.0,,
target+month,ngboost_normal_260_lr03,kpx_group_2,744,0.5309139784946236,26,0.03494623655913978,0.18248383891572514,0.1867739224995229,,1.0,,,
target+hour,hist_gbdt_quantile_055,kpx_group_2,366,0.5191256830601093,26,0.07103825136612021,0.10794936323521241,0.11175842694634774,,,5.0,,
target+month,hist_gbdt_quantile_055,kpx_group_3,720,0.5125,26,0.03611111111111111,0.0836866794068536,0.08504381750003322,,4.0,,,
target+month,hist_gbdt_quantile_055,kpx_group_1,744,0.5094086021505376,26,0.03494623655913978,0.06858244697303238,0.06903155778244645,,10.0,,,
target+month,hist_gbdt_quantile_055,kpx_group_1,720,0.5083333333333333,26,0.03611111111111111,0.0817561080486576,0.08341232627982269,,11.0,,,
target+month,hist_gbdt_quantile_055,kpx_group_3,720,0.4986111111111111,26,0.03611111111111111,0.07125221873165094,0.07148528456013276,,6.0,,,
target+hour,extra_trees_wide,kpx_group_2,366,0.4972677595628415,26,0.07103825136612021,0.10837784603448704,0.10891397261057717,,,3.0,,
target+month,ngboost_normal_260_lr03,kpx_group_2,696,0.48419540229885055,26,0.03735632183908046,0.09030668829170709,0.09221465620981145,,2.0,,,
target+hour,ngboost_normal_260_lr03,kpx_group_1,366,0.47540983606557374,26,0.07103825136612021,0.11520599373085692,0.11324905475639828,,,0.0,,
target+hour,mlp_regressor_medium,kpx_group_3,366,0.4726775956284153,26,0.07103825136612021,0.0830053140050547,0.07467978955148977,,,14.0,,
target+hour,ngboost_normal_260_lr03,kpx_group_1,366,0.453551912568306,26,0.07103825136612021,0.10745143553087115,0.10421893744377876,,,1.0,,
target+hour,mlp_regressor_medium,kpx_group_2,366,0.453551912568306,26,0.07103825136612021,0.0845417854565043,0.07846952601628573,,,15.0,,
target+hour,extra_trees_wide,kpx_group_1,366,0.44808743169398907,26,0.07103825136612021,0.12154986255401233,0.1183763599451466,,,23.0,,
target+hour,extra_trees_wide,kpx_group_3,366,0.4426229508196721,26,0.07103825136612021,0.11231088245325077,0.1065006364288124,,,4.0,,
target+hour,mlp_regressor_medium,kpx_group_2,366,0.4426229508196721,26,0.07103825136612021,0.10981856767310376,0.09422803659996713,,,9.0,,
target+month,ngboost_normal_260_lr03,kpx_group_2,720,0.44027777777777777,26,0.03611111111111111,0.07943931180226374,0.07863322421868964,,6.0,,,
target+hour,explainable_boosting,kpx_group_3,366,0.43989071038251365,26,0.07103825136612021,0.0911092183368502,0.07847419204822927,,,11.0,,
target+hour,explainable_boosting,kpx_group_1,366,0.4344262295081967,26,0.07103825136612021,0.11465220192022389,0.10604341879915236,,,7.0,,
target+month,ngboost_normal_260_lr03,kpx_group_1,720,0.42916666666666664,26,0.03611111111111111,0.08089611774115965,0.07970780336331314,,6.0,,,
target+hour,explainable_boosting,kpx_group_1,366,0.412568306010929,26,0.07103825136612021,0.10476951089822996,0.09156822750019558,,,9.0,,
target+hour,mlp_regressor_medium,kpx_group_3,366,0.4098360655737705,26,0.07103825136612021,0.11392259777216195,0.10289946206254627,,,20.0,,
