slice_type,model_id,target,count,candidate_better_abs_error_rate,anchor_fail_candidate_success_count,anchor_fail_candidate_success_rate,candidate_norm_abs_error,anchor_norm_abs_error,actual_bin,month,hour,high_generation_flag,near_zero_flag
target+hour,lgbm_l1_baseline,kpx_group_1,366,0.5382513661202186,21,0.05737704918032787,0.10205280201926943,0.10604341879915236,,,7.0,,
target+month,lgbm_l1_baseline,kpx_group_1,744,0.5161290322580645,21,0.028225806451612902,0.06909186236874494,0.06903155778244645,,10.0,,,
target+hour,lgbm_l1_baseline,kpx_group_3,366,0.5027322404371585,21,0.05737704918032787,0.11382405911800215,0.1147786097659007,,,0.0,,
target+month,catboost_quantile_055,kpx_group_1,720,0.4930555555555556,21,0.029166666666666667,0.08602428693014202,0.08641567849394793,,4.0,,,
target+hour,ngboost_normal_260_lr03,kpx_group_2,366,0.4918032786885246,21,0.05737704918032787,0.11126972557596072,0.112892427835344,,,22.0,,
target+hour,explainable_boosting,kpx_group_2,366,0.4890710382513661,21,0.05737704918032787,0.09768401138074233,0.0877939670195002,,,10.0,,
target+hour,mlp_regressor_medium,kpx_group_3,366,0.4808743169398907,21,0.05737704918032787,0.08461529717207826,0.07847419204822927,,,11.0,,
target+month,hist_gbdt_quantile_055,kpx_group_2,720,0.46944444444444444,21,0.029166666666666667,0.07989280487127039,0.07863322421868964,,6.0,,,
target+hour,extra_trees_wide,kpx_group_1,366,0.4644808743169399,21,0.05737704918032787,0.10120090059099575,0.10222264221274267,,,20.0,,
target+hour,explainable_boosting,kpx_group_2,366,0.4644808743169399,21,0.05737704918032787,0.0998998256122122,0.0916229787440416,,,17.0,,
target+hour,mlp_regressor_medium,kpx_group_3,366,0.4644808743169399,21,0.05737704918032787,0.08180519027325873,0.07476804048022816,,,15.0,,
target+month,catboost_quantile_060_depth6,kpx_group_2,744,0.4596774193548387,21,0.028225806451612902,0.09942891268076402,0.09711066226115124,,5.0,,,
target+actual_bin,hist_gbdt_quantile_055,kpx_group_1,392,0.45153061224489793,21,0.05357142857142857,0.09924352971813201,0.09340715713158332,90-100%,,,,
target+hour,extra_trees_wide,kpx_group_1,366,0.44808743169398907,21,0.05737704918032787,0.08089903132844532,0.07568259071058364,,,11.0,,
target+hour,extra_trees_wide,kpx_group_2,366,0.4453551912568306,21,0.05737704918032787,0.08463135075945227,0.08142612030376237,,,16.0,,
target+hour,explainable_boosting,kpx_group_1,366,0.4453551912568306,21,0.05737704918032787,0.11396677319041246,0.10462674110387578,,,4.0,,
target+hour,extra_trees_wide,kpx_group_3,366,0.43989071038251365,21,0.05737704918032787,0.1095057009859039,0.10172228959981588,,,21.0,,
target+month,mlp_regressor_medium,kpx_group_3,744,0.4327956989247312,21,0.028225806451612902,0.05559002450994196,0.05110662039524703,,8.0,,,
target+hour,tabm_torch,kpx_group_1,366,0.42896174863387976,21,0.05737704918032787,0.12173948501563449,0.10107198941254779,,,21.0,,
target+hour,explainable_boosting,kpx_group_3,366,0.4262295081967213,21,0.05737704918032787,0.11587304973088298,0.10268163201473855,,,7.0,,
target+hour,mlp_regressor_medium,kpx_group_3,366,0.4180327868852459,21,0.05737704918032787,0.11789668991752832,0.10416635828848793,,,5.0,,
target+hour,ngboost_normal_260_lr03,kpx_group_1,366,0.3907103825136612,21,0.05737704918032787,0.07978234150204562,0.07568259071058364,,,11.0,,
target+month,catboost_quantile_060_depth6,kpx_group_1,744,0.38844086021505375,21,0.028225806451612902,0.18842293680902386,0.18371598386061913,,1.0,,,
target+hour,tabm_torch,kpx_group_1,366,0.3743169398907104,21,0.05737704918032787,0.10002234927080424,0.07568259071058364,,,11.0,,
target+hour,mlp_regressor_medium,kpx_group_1,366,0.366120218579235,21,0.05737704918032787,0.1260268191511105,0.1041647443335669,,,5.0,,
target+hour,tabm_torch,kpx_group_2,366,0.35792349726775957,21,0.05737704918032787,0.11761480727995598,0.0916229787440416,,,17.0,,
target+hour,tabm_torch,kpx_group_1,366,0.3442622950819672,21,0.05737704918032787,0.11077810835243815,0.08703212941192334,,,17.0,,
target+actual_bin,tabm_torch,kpx_group_3,274,0.19708029197080293,21,0.07664233576642336,0.28803289642891905,0.16258865703270295,80-90%,,,,
target+hour,lgbm_l1_baseline,kpx_group_2,366,0.5792349726775956,20,0.0546448087431694,0.07670877739598993,0.08052192421373824,,,14.0,,
target+month,hist_gbdt_quantile_055,kpx_group_2,744,0.5591397849462365,20,0.026881720430107527,0.07237351650892312,0.07743207667271455,,10.0,,,
target+hour,hist_gbdt_quantile_055,kpx_group_1,366,0.5573770491803278,20,0.0546448087431694,0.09836245772742482,0.10222264221274267,,,20.0,,
target+hour,hist_gbdt_quantile_055,kpx_group_1,366,0.5519125683060109,20,0.0546448087431694,0.08573061289343646,0.08703212941192334,,,17.0,,
actual_bin,catboost_quantile_0575_depth6,,1185,0.5367088607594936,20,0.016877637130801686,0.1328101900941661,0.1335355788356606,90-100%,,,,
target+month,hist_gbdt_quantile_055,kpx_group_2,720,0.5277777777777778,20,0.027777777777777776,0.06355269049080785,0.0645564350927077,,9.0,,,
target+hour,hist_gbdt_quantile_055,kpx_group_1,366,0.5109289617486339,20,0.0546448087431694,0.0738687091637541,0.07568259071058364,,,11.0,,
target+hour,lgbm_l1_baseline,kpx_group_3,366,0.505464480874317,20,0.0546448087431694,0.10659193378990951,0.1065364148325738,,,3.0,,
target+hour,mlp_regressor_medium,kpx_group_3,366,0.4972677595628415,20,0.0546448087431694,0.08983798872337766,0.07972361726050202,,,10.0,,
target+month,lgbm_l1_baseline,kpx_group_3,744,0.4959677419354839,20,0.026881720430107527,0.04921614239835692,0.05110662039524703,,8.0,,,
target+hour,lgbm_l1_baseline,kpx_group_3,366,0.4890710382513661,20,0.0546448087431694,0.10623779181108714,0.10416635828848793,,,5.0,,
target+hour,extra_trees_wide,kpx_group_1,366,0.48633879781420764,20,0.0546448087431694,0.0743140394468232,0.07388305235421538,,,15.0,,
target+hour,extra_trees_wide,kpx_group_1,366,0.4726775956284153,20,0.0546448087431694,0.1083309385228415,0.10775375055733254,,,2.0,,
target+hour,mlp_regressor_medium,kpx_group_3,366,0.453551912568306,20,0.0546448087431694,0.0992938387022211,0.08917925773902731,,,17.0,,
target+hour,mlp_regressor_medium,kpx_group_2,366,0.45081967213114754,20,0.0546448087431694,0.08555833451613862,0.07698560528167253,,,13.0,,
target+month,explainable_boosting,kpx_group_3,744,0.45026881720430106,20,0.026881720430107527,0.060789132146142795,0.05110662039524703,,8.0,,,
target+hour,ngboost_normal_260_lr03,kpx_group_2,366,0.44808743169398907,20,0.0546448087431694,0.11469271232201819,0.11445087530170035,,,0.0,,
target+hour,explainable_boosting,kpx_group_3,366,0.4453551912568306,20,0.0546448087431694,0.12338875172509761,0.1065364148325738,,,3.0,,
target+hour,extra_trees_wide,kpx_group_3,366,0.4371584699453552,20,0.0546448087431694,0.11369866817320815,0.1065364148325738,,,3.0,,
target+hour,extra_trees_wide,kpx_group_3,366,0.4371584699453552,20,0.0546448087431694,0.12066649426913893,0.11127622330389614,,,22.0,,
target+hour,explainable_boosting,kpx_group_1,366,0.4371584699453552,20,0.0546448087431694,0.08386233585869743,0.07568259071058364,,,11.0,,
target+month,extra_trees_wide,kpx_group_2,720,0.42916666666666664,20,0.027777777777777776,0.07903552353254077,0.07863322421868964,,6.0,,,
target+hour,extra_trees_wide,kpx_group_3,366,0.4262295081967213,20,0.0546448087431694,0.08855850137838156,0.08262887052093183,,,9.0,,
target+hour,explainable_boosting,kpx_group_3,366,0.42349726775956287,20,0.0546448087431694,0.10820413945633071,0.08917925773902731,,,17.0,,
target+hour,ngboost_normal_260_lr03,kpx_group_1,366,0.42349726775956287,20,0.0546448087431694,0.09542926062642741,0.09032211241324473,,,18.0,,
target+hour,explainable_boosting,kpx_group_3,366,0.41530054644808745,20,0.0546448087431694,0.09962356233893138,0.07935124258488016,,,16.0,,
target+hour,explainable_boosting,kpx_group_2,366,0.4098360655737705,20,0.0546448087431694,0.09300604336759496,0.08128855621848065,,,11.0,,
target+month,catboost_quantile_060_depth6,kpx_group_1,720,0.3972222222222222,20,0.027777777777777776,0.0900737997614565,0.08641567849394793,,4.0,,,
target+hour,explainable_boosting,kpx_group_3,366,0.3879781420765027,20,0.0546448087431694,0.10910001936296843,0.09280321182199211,,,19.0,,
target+hour,explainable_boosting,kpx_group_3,366,0.38524590163934425,20,0.0546448087431694,0.09507430109488682,0.07244924485713752,,,12.0,,
target+hour,ngboost_normal_260_lr03,kpx_group_3,366,0.3551912568306011,20,0.0546448087431694,0.12307734365200755,0.11127622330389614,,,22.0,,
target+month,tabm_torch,kpx_group_3,744,0.3467741935483871,20,0.026881720430107527,0.093518727249463,0.0647155220641647,,10.0,,,
target+actual_bin,explainable_boosting,kpx_group_2,355,0.2563380281690141,20,0.056338028169014086,0.10956349342303108,0.07378029069673352,90-100%,,,,
target+actual_bin,extra_trees_wide,kpx_group_1,448,0.22991071428571427,20,0.044642857142857144,0.14724893658268187,0.10397703506878656,80-90%,,,,
target+hour,lgbm_l1_baseline,kpx_group_1,366,0.592896174863388,19,0.05191256830601093,0.0705808514645337,0.07388305235421538,,,15.0,,
target+month,hist_gbdt_quantile_055,kpx_group_1,696,0.5818965517241379,19,0.027298850574712645,0.0855636325808906,0.09135706806134142,,2.0,,,
target+hour,lgbm_l1_baseline,kpx_group_1,366,0.5573770491803278,19,0.05191256830601093,0.10729241603563898,0.11432923169168223,,,22.0,,
target+hour,lgbm_l1_baseline,kpx_group_3,366,0.5491803278688525,19,0.05191256830601093,0.1051776506237437,0.10833414958393581,,,2.0,,
target+month,catboost_quantile_060_depth6,kpx_group_3,720,0.5388888888888889,19,0.02638888888888889,0.08720781432280417,0.09090647738317001,,11.0,,,
target+hour,hist_gbdt_quantile_055,kpx_group_2,366,0.5355191256830601,19,0.05191256830601093,0.09401372782943376,0.09807585625222164,,,19.0,,
target+hour,hist_gbdt_quantile_055,kpx_group_1,366,0.5273224043715847,19,0.05191256830601093,0.10146744886683395,0.10462674110387578,,,4.0,,
target+hour,hist_gbdt_quantile_055,kpx_group_2,366,0.5245901639344263,19,0.05191256830601093,0.10986002335226809,0.11445087530170035,,,0.0,,
target+month,catboost_quantile_055,kpx_group_3,720,0.5222222222222223,19,0.02638888888888889,0.07025864400277695,0.07148528456013276,,6.0,,,
target+hour,lgbm_l1_baseline,kpx_group_1,366,0.5136612021857924,19,0.05191256830601093,0.08322653259404364,0.08258740627699931,,,10.0,,
target+month,mlp_regressor_medium,kpx_group_1,744,0.5094086021505376,19,0.025537634408602152,0.05808492268809566,0.05492610085426715,,8.0,,,
target+hour,hist_gbdt_quantile_055,kpx_group_1,366,0.5081967213114754,19,0.05191256830601093,0.07143693415651359,0.073016166750987,,,13.0,,
target+hour,hist_gbdt_quantile_055,kpx_group_2,366,0.5027322404371585,19,0.05191256830601093,0.1005230014771071,0.10128053755439953,,,7.0,,
target+month,hist_gbdt_quantile_055,kpx_group_1,744,0.5026881720430108,19,0.025537634408602152,0.05558595847302196,0.05492610085426715,,8.0,,,
target+month,catboost_quantile_055,kpx_group_3,744,0.49193548387096775,19,0.025537634408602152,0.11895341290621021,0.11889136919205419,,3.0,,,
target+month,extra_trees_wide,kpx_group_3,720,0.49027777777777776,19,0.02638888888888889,0.053009029878788826,0.05331797311667748,,9.0,,,
target+hour,extra_trees_wide,kpx_group_2,366,0.48360655737704916,19,0.05191256830601093,0.07832654045369358,0.07698560528167253,,,13.0,,
target+high_generation_flag,catboost_quantile_0575_depth6,kpx_group_1,840,0.475,19,0.02261904761904762,0.0988610061362502,0.09904442536475838,,,,True,
target+hour,mlp_regressor_medium,kpx_group_3,366,0.46994535519125685,19,0.05191256830601093,0.08404091665452401,0.07244924485713752,,,12.0,,
target+hour,mlp_regressor_medium,kpx_group_1,366,0.4672131147540984,19,0.05191256830601093,0.08480877513410254,0.073016166750987,,,13.0,,
target+hour,extra_trees_wide,kpx_group_1,366,0.46174863387978143,19,0.05191256830601093,0.07574802013490366,0.07356102759552278,,,14.0,,
target+month,catboost_quantile_060_depth6,kpx_group_3,744,0.45698924731182794,19,0.025537634408602152,0.14921570085770608,0.14598237860313426,,1.0,,,
target+month,extra_trees_wide,kpx_group_1,744,0.4529569892473118,19,0.025537634408602152,0.0770364439876292,0.06903155778244645,,10.0,,,
target+month,catboost_quantile_060_depth6,kpx_group_1,744,0.45161290322580644,19,0.025537634408602152,0.11183526987957329,0.11013213662188065,,7.0,,,
target+hour,extra_trees_wide,kpx_group_1,366,0.4453551912568306,19,0.05191256830601093,0.07647294947381418,0.073016166750987,,,13.0,,
target+hour,extra_trees_wide,kpx_group_1,366,0.4426229508196721,19,0.05191256830601093,0.08856889004710208,0.08703212941192334,,,17.0,,
target+hour,extra_trees_wide,kpx_group_1,366,0.4426229508196721,19,0.05191256830601093,0.0953689614791964,0.094518671343019,,,19.0,,
target+hour,extra_trees_wide,kpx_group_3,366,0.4426229508196721,19,0.05191256830601093,0.1090411933161219,0.10416635828848793,,,5.0,,
target+month,extra_trees_wide,kpx_group_3,744,0.44086021505376344,19,0.025537634408602152,0.07018361800588185,0.0647155220641647,,10.0,,,
target+hour,ngboost_normal_260_lr03,kpx_group_3,366,0.4344262295081967,19,0.05191256830601093,0.09053372086050594,0.08755820070591613,,,18.0,,
target+hour,extra_trees_wide,kpx_group_3,366,0.41530054644808745,19,0.05191256830601093,0.10794528258675586,0.10515064820330204,,,1.0,,
target+hour,mlp_regressor_medium,kpx_group_3,366,0.40710382513661203,19,0.05191256830601093,0.12099451399085134,0.10515064820330204,,,1.0,,
target+actual_bin,catboost_quantile_0575_depth6,kpx_group_2,1462,0.4042407660738714,19,0.012995896032831737,0.15906803953745033,0.15649333293948497,30-60%,,,,
target+hour,ngboost_normal_260_lr03,kpx_group_1,366,0.4016393442622951,19,0.05191256830601093,0.07864873373586592,0.073016166750987,,,13.0,,
target+month,extra_trees_wide,kpx_group_3,744,0.40053763440860213,19,0.025537634408602152,0.05157574852669328,0.05110662039524703,,8.0,,,
target+hour,explainable_boosting,kpx_group_3,366,0.3989071038251366,19,0.05191256830601093,0.12860354607243363,0.11218298476721872,,,23.0,,
target+hour,ngboost_normal_260_lr03,kpx_group_3,366,0.39617486338797814,19,0.05191256830601093,0.11491362580629898,0.1065364148325738,,,3.0,,
target+hour,ngboost_normal_260_lr03,kpx_group_3,366,0.39617486338797814,19,0.05191256830601093,0.10950333833534645,0.10263318434611672,,,6.0,,
target+hour,explainable_boosting,kpx_group_3,366,0.3907103825136612,19,0.05191256830601093,0.12399992862105516,0.10515064820330204,,,1.0,,
target+hour,explainable_boosting,kpx_group_3,366,0.3907103825136612,19,0.05191256830601093,0.09975522428106365,0.08262887052093183,,,9.0,,
target+month,ngboost_normal_260_lr03,kpx_group_2,744,0.364247311827957,19,0.025537634408602152,0.08526989480560439,0.07743207667271455,,10.0,,,
target+actual_bin,lgbm_l1_baseline,kpx_group_1,448,0.3638392857142857,19,0.04241071428571429,0.12334905450382393,0.10397703506878656,80-90%,,,,
target+hour,explainable_boosting,kpx_group_1,366,0.36065573770491804,19,0.05191256830601093,0.12103863602412306,0.10222264221274267,,,20.0,,
target+actual_bin,explainable_boosting,kpx_group_1,392,0.32653061224489793,19,0.04846938775510204,0.11983217217713178,0.09340715713158332,90-100%,,,,
target+hour,lgbm_l1_baseline,kpx_group_1,366,0.5792349726775956,18,0.04918032786885246,0.06937513271164172,0.073016166750987,,,13.0,,
target+hour,lgbm_l1_baseline,kpx_group_1,366,0.5765027322404371,18,0.04918032786885246,0.08364801709796053,0.08703212941192334,,,17.0,,
target+month,lgbm_l1_baseline,kpx_group_1,720,0.5638888888888889,18,0.025,0.06009123887191907,0.06194028765491995,,9.0,,,
target+hour,lgbm_l1_baseline,kpx_group_2,366,0.5628415300546448,18,0.04918032786885246,0.07504247091156716,0.07846952601628573,,,15.0,,
target+hour,hist_gbdt_quantile_055,kpx_group_2,366,0.5601092896174863,18,0.04918032786885246,0.09952084790689958,0.10357964177123914,,,1.0,,
target+hour,hist_gbdt_quantile_055,kpx_group_3,366,0.5546448087431693,18,0.04918032786885246,0.08546932388080042,0.08755820070591613,,,18.0,,
target+hour,lgbm_l1_baseline,kpx_group_1,366,0.546448087431694,18,0.04918032786885246,0.0853502523556643,0.09032211241324473,,,18.0,,
target+hour,lgbm_l1_baseline,kpx_group_1,366,0.546448087431694,18,0.04918032786885246,0.09594430061820212,0.10222264221274267,,,20.0,,
target+month,hist_gbdt_quantile_055,kpx_group_2,744,0.5456989247311828,18,0.024193548387096774,0.05581342857710925,0.059162552851189314,,8.0,,,
target+hour,lgbm_l1_baseline,kpx_group_1,366,0.5409836065573771,18,0.04918032786885246,0.0899278548652227,0.09156822750019558,,,9.0,,
target+hour,hist_gbdt_quantile_055,kpx_group_2,366,0.5382513661202186,18,0.04918032786885246,0.10613576240092143,0.112892427835344,,,22.0,,
target+hour,lgbm_l1_baseline,kpx_group_1,366,0.5109289617486339,18,0.04918032786885246,0.10359474599925958,0.1041647443335669,,,5.0,,
target+hour,lgbm_l1_baseline,kpx_group_1,366,0.5081967213114754,18,0.04918032786885246,0.0983081751875959,0.09986375702848367,,,8.0,,
target+actual_bin,catboost_quantile_0575_depth6,kpx_group_2,1125,0.5075555555555555,18,0.016,0.1183447833526468,0.11841741648640795,60-80%,,,,
target+actual_bin,hist_gbdt_quantile_055,kpx_group_2,355,0.504225352112676,18,0.05070422535211268,0.07724359304602035,0.07378029069673352,90-100%,,,,
target+hour,hist_gbdt_quantile_055,kpx_group_2,366,0.5027322404371585,18,0.04918032786885246,0.09147931715177922,0.09422803659996713,,,9.0,,
target+hour,hist_gbdt_quantile_055,kpx_group_1,366,0.49453551912568305,18,0.04918032786885246,0.08270781308970823,0.08258740627699931,,,10.0,,
target+hour,ngboost_normal_260_lr03,kpx_group_2,366,0.4808743169398907,18,0.04918032786885246,0.10706036682049598,0.10891397261057717,,,3.0,,
target+hour,explainable_boosting,kpx_group_2,366,0.4781420765027322,18,0.04918032786885246,0.10269890679138241,0.09422803659996713,,,9.0,,
target+hour,mlp_regressor_medium,kpx_group_3,366,0.47540983606557374,18,0.04918032786885246,0.08424837086873672,0.07474553736428122,,,13.0,,
target+hour,extra_trees_wide,kpx_group_3,366,0.46174863387978143,18,0.04918032786885246,0.10750426764387029,0.10263318434611672,,,6.0,,
target+actual_bin,catboost_quantile_0575_depth6,kpx_group_1,1111,0.46174617461746176,18,0.016201620162016202,0.11131432299498743,0.11067975269632961,60-80%,,,,
target+hour,ngboost_normal_260_lr03,kpx_group_2,366,0.45901639344262296,18,0.04918032786885246,0.08329556996166709,0.08142612030376237,,,16.0,,
target+hour,ngboost_normal_260_lr03,kpx_group_1,366,0.4453551912568306,18,0.04918032786885246,0.12062951956502496,0.11432923169168223,,,22.0,,
target+hour,ngboost_normal_260_lr03,kpx_group_2,366,0.4453551912568306,18,0.04918032786885246,0.09956258658789822,0.09769793884199153,,,18.0,,
target+month,catboost_quantile_060_depth6,kpx_group_2,720,0.43472222222222223,18,0.025,0.09129077111900512,0.08834224909768426,,4.0,,,
target+hour,extra_trees_wide,kpx_group_3,366,0.42896174863387976,18,0.04918032786885246,0.1006280666639272,0.09262614643712526,,,8.0,,
target+hour,mlp_regressor_medium,kpx_group_1,366,0.42896174863387976,18,0.04918032786885246,0.08963985975482841,0.07568259071058364,,,11.0,,
target+hour,explainable_boosting,kpx_group_3,366,0.38524590163934425,18,0.04918032786885246,0.12099725681971932,0.10289946206254627,,,20.0,,
target+month,ngboost_normal_260_lr03,kpx_group_3,720,0.33055555555555555,18,0.025,0.060944051954180616,0.05331797311667748,,9.0,,,
target+month,tabm_torch,kpx_group_2,720,0.3055555555555556,18,0.025,0.09837055882601402,0.0645564350927077,,9.0,,,
target+high_generation_flag,ngboost_normal_260_lr03,kpx_group_1,840,0.15,18,0.02142857142857143,0.14632736267206042,0.09904442536475838,,,,True,
target+hour,lgbm_l1_baseline,kpx_group_2,366,0.587431693989071,17,0.04644808743169399,0.09999977123911448,0.10787831703335486,,,6.0,,
target+month,lgbm_l1_baseline,kpx_group_3,720,0.5763888888888888,17,0.02361111111111111,0.05042389688243717,0.05331797311667748,,9.0,,,
target+hour,hist_gbdt_quantile_055,kpx_group_1,366,0.5683060109289617,17,0.04644808743169399,0.0896634598975884,0.094518671343019,,,19.0,,
target+hour,lgbm_l1_baseline,kpx_group_1,366,0.5628415300546448,17,0.04644808743169399,0.07482460914629362,0.07744763240074481,,,16.0,,
target+actual_bin,catboost_quantile_060_depth6,kpx_group_1,392,0.5586734693877551,17,0.04336734693877551,0.09037556306901622,0.09340715713158332,90-100%,,,,
target+hour,hist_gbdt_quantile_055,kpx_group_2,366,0.5573770491803278,17,0.04644808743169399,0.09294178023202662,0.09769793884199153,,,18.0,,
target+hour,hist_gbdt_quantile_055,kpx_group_2,366,0.5519125683060109,17,0.04644808743169399,0.10145515987685312,0.10787831703335486,,,6.0,,
target+hour,hist_gbdt_quantile_055,kpx_group_1,366,0.5382513661202186,17,0.04644808743169399,0.1106333842030055,0.11432923169168223,,,22.0,,
target+hour,lgbm_l1_baseline,kpx_group_2,366,0.5300546448087432,17,0.04644808743169399,0.09747041778828151,0.099085148873207,,,21.0,,
target+hour,lgbm_l1_baseline,kpx_group_3,366,0.5136612021857924,17,0.04644808743169399,0.10422791651634535,0.10515064820330204,,,1.0,,
target+hour,lgbm_l1_baseline,kpx_group_3,366,0.5136612021857924,17,0.04644808743169399,0.10293351623988856,0.10268163201473855,,,7.0,,
target+hour,hist_gbdt_quantile_055,kpx_group_2,366,0.5081967213114754,17,0.04644808743169399,0.11039725688303122,0.11331011567969454,,,23.0,,
target+hour,hist_gbdt_quantile_055,kpx_group_3,366,0.5027322404371585,17,0.04644808743169399,0.11350226875093386,0.11127622330389614,,,22.0,,
target+hour,extra_trees_wide,kpx_group_1,366,0.45901639344262296,17,0.04644808743169399,0.1026724241482585,0.10107198941254779,,,21.0,,
target+month,lgbm_l1_baseline,kpx_group_3,696,0.4583333333333333,17,0.02442528735632184,0.10396474545908324,0.0998073963271172,,2.0,,,
target+month,hist_gbdt_quantile_055,kpx_group_2,696,0.4482758620689655,17,0.02442528735632184,0.09028973991323931,0.09221465620981145,,2.0,,,
target+actual_bin,catboost_quantile_0575_depth6,kpx_group_1,1484,0.4440700808625337,17,0.011455525606469003,0.14134426589209337,0.14005734159520486,30-60%,,,,
target+hour,ngboost_normal_260_lr03,kpx_group_3,366,0.4262295081967213,17,0.04644808743169399,0.12155016504243757,0.1147786097659007,,,0.0,,
target+hour,mlp_regressor_medium,kpx_group_3,366,0.4262295081967213,17,0.04644808743169399,0.12709966829153982,0.1147786097659007,,,0.0,,
target+hour,ngboost_normal_260_lr03,kpx_group_3,366,0.42349726775956287,17,0.04644808743169399,0.08041655384416443,0.07467978955148977,,,14.0,,
target+hour,extra_trees_wide,kpx_group_2,366,0.4180327868852459,17,0.04644808743169399,0.09838244137136147,0.09422803659996713,,,9.0,,
target+hour,explainable_boosting,kpx_group_1,366,0.4180327868852459,17,0.04644808743169399,0.11088354157476152,0.09986375702848367,,,8.0,,
target+hour,extra_trees_wide,kpx_group_1,366,0.40710382513661203,17,0.04644808743169399,0.08363363970466552,0.07744763240074481,,,16.0,,
target+hour,ngboost_normal_260_lr03,kpx_group_3,366,0.3989071038251366,17,0.04644808743169399,0.1214690756304172,0.11218298476721872,,,23.0,,
target+hour,ngboost_normal_260_lr03,kpx_group_3,366,0.39617486338797814,17,0.04644808743169399,0.11397198698811536,0.10515064820330204,,,1.0,,
actual_bin,catboost_quantile_055,,1185,0.38649789029535864,17,0.014345991561181435,0.14304565163840904,0.1335355788356606,90-100%,,,,
target+high_generation_flag,catboost_quantile_055,kpx_group_3,712,0.375,17,0.023876404494382022,0.20909067969593073,0.19660301145266484,,,,True,
target+hour,explainable_boosting,kpx_group_1,366,0.37158469945355194,17,0.04644808743169399,0.11469583302443168,0.094518671343019,,,19.0,,
target+month,ngboost_normal_260_lr03,kpx_group_3,720,0.3638888888888889,17,0.02361111111111111,0.1014228899913977,0.09090647738317001,,11.0,,,
target+hour,tabm_torch,kpx_group_1,366,0.3251366120218579,17,0.04644808743169399,0.10530287951998583,0.07744763240074481,,,16.0,,
target+actual_bin,tabm_torch,kpx_group_1,392,0.15816326530612246,17,0.04336734693877551,0.19850194237752739,0.09340715713158332,90-100%,,,,
target+month,catboost_quantile_055,kpx_group_1,720,0.5777777777777777,16,0.022222222222222223,0.08189981683914678,0.08341232627982269,,11.0,,,
target+month,lgbm_l1_baseline,kpx_group_2,720,0.5722222222222222,16,0.022222222222222223,0.061343792967351235,0.0645564350927077,,9.0,,,
target+hour,hist_gbdt_quantile_055,kpx_group_1,366,0.5655737704918032,16,0.04371584699453552,0.07243234008831306,0.07393216565563222,,,12.0,,
target+month,lgbm_l1_baseline,kpx_group_3,720,0.5583333333333333,16,0.022222222222222223,0.08967616080734832,0.09090647738317001,,11.0,,,
target+hour,lgbm_l1_baseline,kpx_group_1,366,0.5546448087431693,16,0.04371584699453552,0.10078225660779033,0.10775375055733254,,,2.0,,
target+hour,hist_gbdt_quantile_055,kpx_group_1,366,0.5491803278688525,16,0.04371584699453552,0.10062666012321307,0.10421893744377876,,,1.0,,
target+hour,lgbm_l1_baseline,kpx_group_2,366,0.5355191256830601,16,0.04371584699453552,0.0967646230755419,0.10128053755439953,,,7.0,,
target+hour,lgbm_l1_baseline,kpx_group_1,366,0.5327868852459017,16,0.04371584699453552,0.09762178356531616,0.10107198941254779,,,21.0,,
target+hour,lgbm_l1_baseline,kpx_group_2,366,0.5273224043715847,16,0.04371584699453552,0.08656313694407937,0.0877939670195002,,,10.0,,
target+month,hist_gbdt_quantile_055,kpx_group_1,720,0.525,16,0.022222222222222223,0.06203878145233673,0.06194028765491995,,9.0,,,
target+hour,lgbm_l1_baseline,kpx_group_3,366,0.5245901639344263,16,0.04371584699453552,0.11363323220872303,0.11127622330389614,,,22.0,,
target+hour,lgbm_l1_baseline,kpx_group_2,366,0.5218579234972678,16,0.04371584699453552,0.07860881390932249,0.08142612030376237,,,16.0,,
target+hour,hist_gbdt_quantile_055,kpx_group_1,366,0.5218579234972678,16,0.04371584699453552,0.10276763692247347,0.10775375055733254,,,2.0,,
target+hour,hist_gbdt_quantile_055,kpx_group_3,366,0.5218579234972678,16,0.04371584699453552,0.09073919915670142,0.09280321182199211,,,19.0,,
target+hour,catboost_quantile_055,kpx_group_2,366,0.5191256830601093,16,0.04371584699453552,0.0778604537140323,0.08052192421373824,,,14.0,,
target+hour,hist_gbdt_quantile_055,kpx_group_2,366,0.5191256830601093,16,0.04371584699453552,0.10556796546628582,0.10891397261057717,,,3.0,,
target+hour,hist_gbdt_quantile_055,kpx_group_2,366,0.5191256830601093,16,0.04371584699453552,0.07992786469330092,0.08052192421373824,,,14.0,,
target+hour,hist_gbdt_quantile_055,kpx_group_3,366,0.5136612021857924,16,0.04371584699453552,0.10759133276236857,0.10833414958393581,,,2.0,,
target+month,hist_gbdt_quantile_055,kpx_group_3,744,0.5134408602150538,16,0.021505376344086023,0.06420871504140974,0.0647155220641647,,10.0,,,
target+month,catboost_quantile_055,kpx_group_1,744,0.5120967741935484,16,0.021505376344086023,0.18344129429448128,0.18371598386061913,,1.0,,,
target+hour,hist_gbdt_quantile_055,kpx_group_3,366,0.5109289617486339,16,0.04371584699453552,0.10221283575565426,0.10263318434611672,,,6.0,,
target+actual_bin,catboost_quantile_0575_depth6,kpx_group_3,899,0.492769744160178,16,0.017797552836484983,0.11749562669703223,0.11701668658742907,60-80%,,,,
target+hour,hist_gbdt_quantile_055,kpx_group_3,366,0.48633879781420764,16,0.04371584699453552,0.1144008819177906,0.11218298476721872,,,23.0,,
