slice_type,actual_bin,count,eligible_count,actual_sum,mean_bias,median_bias,normalized_mean_bias,underprediction_rate,overprediction_rate,mean_abs_error,normalized_abs_error,ficr_fail_rate,near_boundary_fail_rate,large_fail_rate,impact_proxy,target,month,hour
month+actual_bin,10-30%,207,207,886403.562,3563.34698827339,3241.7548215981215,0.16678411957205846,0.16908212560386474,0.8309178743961353,4000.8130656875433,0.18712926896374896,0.7198067632850241,0.07246376811594203,0.3961352657004831,38.73575867549604,,7.0,
month+actual_bin,10-30%,444,444,1681747.082,-277.4190063669952,-885.8555444627169,-0.012954113836195368,0.7184684684684685,0.28153153153153154,1826.6333681415267,0.08540346344531057,0.3783783783783784,0.11261261261261261,0.06531531531531531,37.91913776971789,,10.0,
month+actual_bin,60-80%,301,301,4549661.114,-1073.397226865352,-680.1210070379238,-0.05038305737573943,0.5714285714285714,0.42857142857142855,2654.4148484286643,0.12389310789138219,0.5980066445182725,0.07641196013289037,0.17940199335548174,37.29182547530604,,5.0,
month+actual_bin,10-30%,248,248,1078156.111,2754.321957527862,2267.0394414656007,0.1291653451118077,0.18951612903225806,0.8104838709677419,3185.424954374178,0.14921097003180653,0.6451612903225806,0.08870967741935484,0.27419354838709675,37.004320567888016,,12.0,
month+actual_bin,60-80%,284,284,4273458.191,-367.3869987473816,231.81553865450678,-0.017571305534576004,0.46830985915492956,0.5316901408450704,2682.948929603381,0.1251628549563235,0.573943661971831,0.04225352112676056,0.1619718309859155,35.546250807595875,,1.0,
month+actual_bin,30-60%,210,210,2088552.3260000001,1963.3263248873088,2059.5202249044014,0.09163714365393162,0.30952380952380953,0.6904761904761905,3554.4833852524594,0.1658154769909084,0.7047619047619048,0.05714285714285714,0.35714285714285715,34.821250168090764,,11.0,
month+actual_bin,10-30%,260,260,953093.182,346.10174551326253,-667.0126083878743,0.016273377477031992,0.5576923076923077,0.4423076923076923,2566.010281010822,0.11982193517297862,0.6038461538461538,0.11538461538461539,0.11538461538461539,31.153703144974443,,11.0,
month+actual_bin,60-80%,273,273,4118630.082,-744.9941671435527,-205.40561687801528,-0.035330420067770436,0.5311355311355311,0.46886446886446886,2379.471257198641,0.111217469639027,0.5421245421245421,0.07692307692307693,0.12087912087912088,30.36236921145437,,3.0,
month+actual_bin,10-30%,283,283,1105288.999,345.74855881194554,-545.5914942227528,0.01637063954169253,0.5759717314487632,0.42402826855123676,2290.3203810898553,0.10702915110595068,0.519434628975265,0.13074204946996468,0.12014134275618374,30.289249762984042,,8.0,
month+actual_bin,30-60%,195,195,1844761.324,1939.6219910140355,2167.57410078079,0.09055978791070636,0.27692307692307694,0.7230769230769231,3311.509037106029,0.15487509267699806,0.6974358974358974,0.07179487179487179,0.3076923076923077,30.20064307201462,,2.0,
month+actual_bin,90-100%,259,259,5283218.024,-2045.8664586686782,-1712.981413364938,-0.0965761950996513,0.8223938223938224,0.1776061776061776,2298.3749525672033,0.10826640315050894,0.5057915057915058,0.03088803088803089,0.17374517374517376,28.040998415981814,,1.0,
month+actual_bin,80-90%,254,254,4617507.786,-1738.1436383162877,-1578.3087764689653,-0.08176730717915334,0.7086614173228346,0.29133858267716534,2262.700113721395,0.10608968178921052,0.4881889763779528,0.09055118110236221,0.1377952755905512,26.946779174459472,,7.0,
month+actual_bin,10-30%,173,173,696299.809,2033.030585419609,1743.549497443074,0.09505544665727172,0.3352601156069364,0.6647398843930635,3234.449499580238,0.15108371581517702,0.6763005780346821,0.09826589595375723,0.27167630057803466,26.137482836025622,,2.0,
month+actual_bin,80-90%,301,301,5488985.373,-1098.301710444171,-770.8771758156981,-0.05086970595760785,0.6710963455149501,0.3289036544850498,1752.5977122366437,0.0812101725299172,0.37209302325581395,0.09634551495016612,0.08637873754152824,24.44426193150508,,12.0,
month+actual_bin,60-80%,222,222,3367760.773,-34.54922109448756,325.64922839277915,-0.0021365688661716107,0.45495495495495497,0.545045045045045,2348.626033511017,0.10966728461246932,0.5765765765765766,0.14414414414414414,0.13963963963963963,24.34613718396819,,11.0,
month+actual_bin,90-100%,124,124,2469034.612,-3942.733337229263,-3694.4321741514423,-0.18657964410776515,1.0,0.0,3942.733337229263,0.18657964410776515,0.9758064516129032,0.056451612903225805,0.3064516129032258,23.135875869362877,,7.0,
month+actual_bin,60-80%,161,161,2366056.927,-2210.4360044338155,-2179.3594087795627,-0.10375862656861008,0.7515527950310559,0.2484472049689441,2956.7787183644455,0.13836346380468523,0.6273291925465838,0.049689440993788817,0.2919254658385093,22.27651767255432,,4.0,
month+actual_bin,90-100%,148,148,2999470.928,-3159.675197883899,-2368.297431707875,-0.14923751369540392,0.9527027027027027,0.0472972972972973,3178.4506387225397,0.15010674706756325,0.6418918918918919,0.11486486486486487,0.31756756756756754,22.21579856599936,,11.0,
month+actual_bin,90-100%,146,146,2954389.264,-2995.8873553344647,-2699.046094340363,-0.14186214155008073,0.8698630136986302,0.13013698630136986,3139.64521990352,0.14851759824309255,0.5958904109589042,0.0410958904109589,0.3013698630136986,21.683569343491513,,3.0,
month+actual_bin,60-80%,174,174,2614938.951,-1275.7946617209436,-998.989364127231,-0.0596998328043447,0.632183908045977,0.367816091954023,2494.19404427462,0.11641085243220937,0.5229885057471264,0.06896551724137931,0.15517241379310345,20.255488323204432,,2.0,
month+actual_bin,60-80%,126,126,1852918.545,-1394.1159997599907,-900.1521508838405,-0.06574715860542736,0.5952380952380952,0.40476190476190477,3440.9537442031105,0.1606173831265869,0.6904761904761905,0.05555555555555555,0.3492063492063492,20.23779027394995,,6.0,
month+actual_bin,90-100%,194,194,3916883.499,-2085.372237737586,-1625.6150852074734,-0.09654501100636974,0.8969072164948454,0.10309278350515463,2196.0604038334645,0.10166946314043819,0.4742268041237113,0.07731958762886598,0.09278350515463918,19.723875849245008,,12.0,
month+actual_bin,60-80%,132,132,1962303.412,-1372.1118158871416,-481.1326272310098,-0.06440574226931171,0.5757575757575758,0.42424242424242425,3192.4171365024795,0.14906285630394117,0.6136363636363636,0.06818181818181818,0.24242424242424243,19.676297032120235,,8.0,
month+actual_bin,60-80%,126,126,1877317.892,-1531.5001380919414,-949.0163113721337,-0.07212527438360569,0.626984126984127,0.373015873015873,2969.42788340516,0.13872272106641778,0.5873015873015873,0.06349206349206349,0.23809523809523808,17.47906285436864,,10.0,
month+actual_bin,90-100%,111,111,2257698.945,-2822.1266788977455,-2394.9725936383,-0.13325298937350755,0.8558558558558559,0.14414414414414414,2993.9276012826767,0.14120673578021734,0.6216216216216216,0.09009009009009009,0.3153153153153153,15.673947671604123,,5.0,
month+actual_bin,90-100%,141,141,2875232.404,-2182.649427752618,-2060.860248923793,-0.10263509244000008,0.8297872340425532,0.1702127659574468,2343.22054229806,0.1100689403356224,0.5531914893617021,0.06382978723404255,0.1773049645390071,15.519720587322757,,2.0,
month+actual_bin,80-90%,149,149,2730166.929,-1274.4899877012151,-877.1714048873237,-0.05980645925971302,0.6375838926174496,0.3624161073825503,2171.4469961727964,0.10134058021971613,0.4429530201342282,0.0738255033557047,0.09395973154362416,15.099746452737705,,1.0,
month+actual_bin,80-90%,89,89,1614363.219,-2993.8830077981547,-2036.3530434252825,-0.13985501485287952,0.8202247191011236,0.1797752808988764,3370.511555034284,0.15734527107959098,0.5730337078651685,0.06741573033707865,0.2696629213483146,14.003729126083597,,2.0,
month+actual_bin,80-90%,133,133,2443637.306,-1483.783975180709,-1131.562340784587,-0.06987925186208588,0.6616541353383458,0.3383458646616541,2188.3902370719215,0.1024999121348272,0.44360902255639095,0.06766917293233082,0.14285714285714285,13.632488313932019,,3.0,
