experiment,score_mean,score_std,delta_score_vs_baseline,delta_score_min,delta_score_max,ficr_mean,avg_nmae_mean,worst_month_mean,high_generation_mean,feature_count
lead_basic,0.6116437194527433,0.0003025245004950599,7.739007355326659e-05,-0.0007030566082538714,0.001349337510046511,0.35335930203465077,0.1300718631291641,0.577538570782605,0.5998795932048545,291
B1_aggregate,0.6115663293791901,0.0012068671333759875,0.0,0.0,0.0,0.3530221271630547,0.1298894684046746,0.5785344856438521,0.5991863403134132,286
lead_interactions,0.6106105169396709,0.0005918982354222619,-0.0009558124395191436,-0.0018045858894020217,-0.0003361094792594388,0.35139193692250575,0.13017090304316384,0.5750319711222027,0.5979219863841717,296
source_disagreement,0.6104577197411508,0.0004478288983295602,-0.0011086096380392336,-0.0017407037811898451,0.0001543224001496757,0.351278842320812,0.13036340283851042,0.5841390896876534,0.5983589002996633,289
forecast_safe_ramp,0.6093706395335613,0.00092318987160625,-0.0021956898456287157,-0.002481338211391848,-0.0017788979724587817,0.3492315462536053,0.13049026718648263,0.5741559177669004,0.5966885359514745,290
issue_cycle,0.6070938329329199,0.0005342308074892779,-0.004472496446270162,-0.0054993126848276175,-0.0037422743963999583,0.34558865633632796,0.13140099047048823,0.5791263446252205,0.595033030731071,302
all_forecast_time_features,0.6059265882048998,0.0004314701337036987,-0.0056397411742902985,-0.006442087342274028,-0.0041406931246417145,0.34364789729422823,0.13179472088442865,0.575089435598393,0.593324572103318,319
all_plus_2025_lead_month_weight,0.6043557901984774,0.001569649714580605,-0.007210539180712609,-0.008742266675242805,-0.004173654838166785,0.3409165318009055,0.13220495140395067,0.5631807750839941,0.5910049632074053,319
