experiment,month,lead_hour,rows,baseline_abs_error,candidate_abs_error,delta_abs_error,impact_delta,fail_to_pass8,pass_to_fail8,net_pass8,seed
lead_interactions,8,17.0,40,0.09598253162767889,0.09973137099114768,0.0037488393634687845,0.14995357453875138,1,1,0,11
lead_interactions,8,18.0,37,0.11225683226486761,0.1177142192783696,0.005457387013501995,0.20192331949957382,2,3,-1,11
lead_interactions,8,19.0,36,0.14554607781473147,0.14714040466671366,0.0015943268519821847,0.05739576667135865,2,1,1,11
lead_interactions,8,20.0,33,0.11634418957876697,0.12282740093755208,0.006483211358785125,0.21394597483990913,0,3,-3,11
lead_interactions,8,21.0,27,0.14947585258742405,0.1521545439117038,0.00267869132427977,0.0723246657555538,0,2,-2,11
lead_interactions,8,22.0,21,0.13450986238325263,0.13493124677371815,0.00042138439046553573,0.00884907219977625,1,0,1,11
lead_interactions,8,23.0,21,0.1116936398680626,0.12453449738371893,0.01284085751565631,0.2696580078287825,0,2,-2,11
lead_interactions,8,24.0,21,0.16029754452754774,0.17142606676955138,0.011128522242003622,0.23369896708207605,2,0,2,11
lead_interactions,8,25.0,19,0.1159940443813798,0.12716794549222785,0.011173901110848023,0.21230412110611244,0,3,-3,11
lead_interactions,8,26.0,20,0.07230063332359707,0.08271280433050184,0.010412171006904773,0.20824342013809546,0,1,-1,11
lead_interactions,8,27.0,17,0.09791566557555043,0.09897113748260439,0.0010554719070539535,0.01794302241991721,0,0,0,11
lead_interactions,8,28.0,17,0.1374499351340696,0.1390455185877609,0.0015955834536912974,0.027124918712752057,1,1,0,11
lead_interactions,8,29.0,27,0.10724333913551855,0.11014123103990416,0.002897891904385613,0.07824308141841155,0,1,-1,11
lead_interactions,8,30.0,22,0.14574523366164074,0.14889508736396737,0.003149853702326601,0.06929678145118523,3,1,2,11
lead_interactions,8,31.0,23,0.14256492900789208,0.13828166714117818,-0.004283261866713909,-0.09851502293441991,3,0,3,11
lead_interactions,8,32.0,28,0.17278801665190185,0.1752106487064373,0.0024226320545354335,0.06783369752699214,1,2,-1,11
lead_interactions,8,33.0,32,0.1735717853988228,0.17282646223502784,-0.0007453231637949247,-0.02385034124143759,0,1,-1,11
lead_interactions,8,34.0,33,0.16444424061586124,0.16476877717263366,0.0003245365567724222,0.010709706373489933,2,0,2,11
lead_interactions,8,35.0,34,0.14547707273755883,0.14852381652433116,0.003046743786772347,0.1035892887502598,0,2,-2,11
lead_interactions,9,12.0,47,0.10220711547525971,0.09773518161433814,-0.004471933860921559,-0.21018089146331329,0,1,-1,11
lead_interactions,9,13.0,43,0.09839815897001958,0.09587334316358033,-0.0025248158064392224,-0.10856707967688656,0,1,-1,11
lead_interactions,9,14.0,47,0.09814194588634258,0.09835500840943275,0.0002130625230901713,0.01001393858523805,2,1,1,11
lead_interactions,9,15.0,46,0.10071438683633727,0.09897087697515143,-0.001743509861185828,-0.08020145361454808,2,1,1,11
lead_interactions,9,16.0,46,0.1015462151871687,0.1010563841787052,-0.00048983100846351,-0.02253222638932146,3,3,0,11
lead_interactions,9,17.0,38,0.09538605229977726,0.09353045759969807,-0.001855594700079198,-0.07051259860300953,3,0,3,11
lead_interactions,9,18.0,38,0.13413225988321723,0.13145861390707356,-0.002673645976143647,-0.10159854709345859,1,1,0,11
lead_interactions,9,19.0,36,0.1241266286910808,0.1239742123559946,-0.00015241633508620179,-0.005486988063103264,0,2,-2,11
lead_interactions,9,20.0,37,0.0906076241840543,0.09683584960648053,0.0062282254224262385,0.23044434062977082,1,1,0,11
lead_interactions,9,21.0,34,0.11069627469515787,0.114571652920406,0.003875378225248114,0.13176285965843587,0,2,-2,11
lead_interactions,9,22.0,32,0.10541665700266149,0.10802279686353215,0.002606139860870659,0.08339647554786109,1,1,0,11
lead_interactions,9,23.0,31,0.08653086616095511,0.09014497002262757,0.0036141038616724543,0.11203721971184609,0,2,-2,11
lead_interactions,9,24.0,30,0.11231772987285545,0.11175685890087432,-0.0005608709719811295,-0.016826129159433885,0,0,0,11
lead_interactions,9,25.0,24,0.1051166544144403,0.10648938265870478,0.0013727282442644614,0.032945477862347076,1,2,-1,11
lead_interactions,9,26.0,24,0.092067316463718,0.09734466347712312,0.005277347013405115,0.12665632832172274,1,2,-1,11
lead_interactions,9,27.0,19,0.11342369436670084,0.11836991115501744,0.00494621678831661,0.09397811897801558,1,1,0,11
lead_interactions,9,28.0,19,0.08232158320678923,0.09124139914083366,0.008919815934044428,0.16947650274684414,1,2,-1,11
lead_interactions,9,29.0,25,0.1352811628017401,0.1288206755642215,-0.0064604872375185925,-0.16151218093796482,1,0,1,11
lead_interactions,9,30.0,30,0.10499052148056033,0.10588681853248788,0.0008962970519275545,0.026888911557826634,1,2,-1,11
lead_interactions,9,31.0,34,0.1161026676044597,0.1098343221679127,-0.00626834543654699,-0.21312374484259766,4,2,2,11
lead_interactions,9,32.0,35,0.1123627109464379,0.11118459867122632,-0.0011781122752115827,-0.041233929632405394,0,2,-2,11
lead_interactions,9,33.0,40,0.12724636020729366,0.1297759331701757,0.002529572962882038,0.10118291851528152,0,2,-2,11
lead_interactions,9,34.0,42,0.12901687920094948,0.1281632613759762,-0.000853617824973297,-0.03585194864887847,1,2,-1,11
lead_interactions,9,35.0,40,0.12539907496520392,0.12511466715521843,-0.00028440780998547304,-0.011376312399418921,1,3,-2,11
lead_interactions,10,12.0,44,0.11891108756379426,0.11579445466917537,-0.003116632894618882,-0.1371318473632308,0,1,-1,11
lead_interactions,10,13.0,43,0.11916881310382933,0.11555176837019114,-0.0036170447336381847,-0.15553292354644194,1,2,-1,11
lead_interactions,10,14.0,38,0.1343107973116938,0.12963467316561464,-0.004676124146079132,-0.177692717551007,0,1,-1,11
lead_interactions,10,15.0,41,0.12394904079915338,0.12529836689969084,0.001349326100537457,0.05532237012203573,3,1,2,11
lead_interactions,10,16.0,42,0.14313243317671107,0.14426545805003252,0.0011330248733214376,0.04758704467950038,0,1,-1,11
lead_interactions,10,17.0,46,0.14931182235419077,0.15086311123845905,0.0015512888842682802,0.07135928867634089,0,2,-2,11
lead_interactions,10,18.0,47,0.147011264859116,0.14711386038706228,0.00010259552794628947,0.004821989813475605,0,1,-1,11
lead_interactions,10,19.0,47,0.14048788833450604,0.14396655398067587,0.0034786656461698036,0.16349728536998076,1,0,1,11
lead_interactions,10,20.0,42,0.10944452111481781,0.11391099370195909,0.0044664725871412765,0.1875918486599336,1,0,1,11
lead_interactions,10,21.0,31,0.13542320314975834,0.13236695623438435,-0.003056246915373978,-0.09474365437659331,1,0,1,11
lead_interactions,10,22.0,25,0.12509172632705484,0.1264982784387478,0.001406552111692955,0.035163802792323874,1,1,0,11
lead_interactions,10,23.0,24,0.11667150773211277,0.12429991072669366,0.007628402994580899,0.18308167186994156,1,1,0,11
lead_interactions,10,24.0,30,0.11373812941463071,0.12084256197338433,0.007104432558753619,0.21313297676260856,0,3,-3,11
lead_interactions,10,25.0,29,0.12772097179764935,0.1326806535322616,0.004959681734612274,0.14383077030375596,2,2,0,11
lead_interactions,10,26.0,30,0.09611572634820625,0.09990924678647471,0.003793520438268466,0.11380561314805399,0,2,-2,11
lead_interactions,10,27.0,27,0.11145527216578896,0.11543310740795312,0.003977835242164161,0.10740155153843234,0,2,-2,11
lead_interactions,10,28.0,26,0.09806082195327234,0.1065772749999612,0.008516453046688879,0.22142777921391082,1,3,-2,11
lead_interactions,10,29.0,26,0.13856332249785108,0.14613729356579336,0.007573971067942271,0.19692324776649905,0,3,-3,11
lead_interactions,10,30.0,33,0.129056123593729,0.1360223210652386,0.006966197471509605,0.22988451655981698,0,4,-4,11
lead_interactions,10,31.0,37,0.09068019115469798,0.09400837192997977,0.00332818077528178,0.12314268868542587,1,1,0,11
lead_interactions,10,32.0,46,0.08880276203502266,0.09010499011410253,0.0013022280790798639,0.05990249163767374,0,3,-3,11
lead_interactions,10,33.0,48,0.12582715396746527,0.12474178045605915,-0.0010853735114061435,-0.052097928547494884,1,2,-1,11
lead_interactions,10,34.0,46,0.1418392131082834,0.13761395653420583,-0.004225256574077557,-0.19436180240756762,1,0,1,11
lead_interactions,10,35.0,47,0.12400545057414496,0.1220863803399204,-0.0019190702342245442,-0.09019630100855358,1,1,0,11
lead_interactions,11,12.0,48,0.11253469640249525,0.11894835692261775,0.006413660520122502,0.3078557049658801,2,5,-3,11
lead_interactions,11,13.0,45,0.14705029591822358,0.1472552327007319,0.0002049367825083063,0.009222155212873784,3,0,3,11
lead_interactions,11,14.0,47,0.1399704121001674,0.1399075872378785,-6.282486228889237e-05,-0.002952768527577941,3,1,2,11
lead_interactions,11,15.0,52,0.1463963964932962,0.15136053702350682,0.004964140530210646,0.2581353075709536,2,4,-2,11
lead_interactions,11,16.0,45,0.12310935715140252,0.12710670163810775,0.003997344486705259,0.17988050190173666,4,3,1,11
lead_interactions,11,17.0,44,0.13924412531322777,0.13412661545825139,-0.005117509854976395,-0.2251704336189614,2,1,1,11
lead_interactions,11,18.0,40,0.1772922699462738,0.17128887516721053,-0.006003394779063253,-0.24013579116253012,0,1,-1,11
lead_interactions,11,19.0,40,0.13223114867151115,0.1382864901668624,0.006055341495351259,0.24221365981405035,1,1,0,11
lead_interactions,11,20.0,37,0.11387513552134867,0.12239924216677206,0.008524106645423399,0.31539194588066577,0,0,0,11
lead_interactions,11,21.0,33,0.13283191728596402,0.1298074316583229,-0.003024485627641141,-0.09980802571215765,0,1,-1,11
lead_interactions,11,22.0,32,0.11542809920632159,0.10708547498586275,-0.008342624220458832,-0.2669639750546826,1,0,1,11
lead_interactions,11,23.0,29,0.11355342561068106,0.11670765689920601,0.00315423128852495,0.09147270736722354,0,1,-1,11
lead_interactions,11,24.0,31,0.10759341347061827,0.10876403555069145,0.0011706220800731723,0.03628928448226834,2,0,2,11
lead_interactions,11,25.0,32,0.10943785349726616,0.1113490887929244,0.0019112352956582369,0.06115952946106358,2,2,0,11
lead_interactions,11,26.0,33,0.108354702878216,0.11459889563290068,0.006244192754684692,0.20605836090459484,1,3,-2,11
lead_interactions,11,27.0,34,0.10035458722642644,0.0939539342409443,-0.006400652985482154,-0.21762220150639325,4,1,3,11
lead_interactions,11,28.0,34,0.1188890999869851,0.12116396527821713,0.002274865291232019,0.07734541990188865,1,2,-1,11
lead_interactions,11,29.0,39,0.12142806235436022,0.12429327031651209,0.0028652079621518615,0.11174311052392259,3,4,-1,11
lead_interactions,11,30.0,41,0.1342443663118324,0.1294649920232602,-0.004779374288572199,-0.19595434583146018,2,1,1,11
lead_interactions,11,31.0,41,0.13275238386819513,0.1336394682862275,0.0008870844180323547,0.03637046113932654,4,1,3,11
lead_interactions,11,32.0,45,0.13982933744733564,0.14542684150162813,0.00559750405429249,0.25188768244316206,1,1,0,11
lead_interactions,11,33.0,46,0.15848710228859716,0.1595548700842962,0.0010677677956990215,0.04911731860215499,1,3,-2,11
lead_interactions,11,34.0,50,0.15880199070900672,0.16162172153956766,0.00281973083056092,0.140986541528046,2,1,1,11
lead_interactions,11,35.0,45,0.1572600696266136,0.1611815768044132,0.003921507177799611,0.1764678230009825,3,3,0,11
lead_interactions,12,12.0,90,0.13321500616240967,0.12859180150698604,-0.00462320465542363,-0.4160884189881267,5,5,0,11
lead_interactions,12,13.0,90,0.11752327652785996,0.11481579824079198,-0.002707478287067967,-0.24367304583611704,6,2,4,11
lead_interactions,12,14.0,90,0.12308613369379656,0.1206907903977975,-0.002395343295999057,-0.21558089663991514,7,1,6,11
lead_interactions,12,15.0,89,0.11673090977330526,0.11152492260806027,-0.005205987165245007,-0.46333285770680566,9,4,5,11
lead_interactions,12,16.0,89,0.1244483050021543,0.12302538421292597,-0.0014229207892283249,-0.1266399502413209,6,8,-2,11
lead_interactions,12,17.0,92,0.10797053246223758,0.10622686087429582,-0.0017436715879417639,-0.16041778609064228,2,6,-4,11
lead_interactions,12,18.0,89,0.11177759023769154,0.10939026113736243,-0.0023873291003291184,-0.21247228992929154,5,2,3,11
lead_interactions,12,19.0,89,0.10998005763461931,0.10391408167626326,-0.006065975958356052,-0.5398718602936886,9,3,6,11
lead_interactions,12,20.0,84,0.1189294972495502,0.11288711313047672,-0.006042384119073472,-0.5075602660021716,8,5,3,11
lead_interactions,12,21.0,84,0.12976294824719353,0.1258134122189492,-0.003949536028244324,-0.33176102637252325,4,3,1,11
lead_interactions,12,22.0,84,0.11537553901229029,0.11115025477234071,-0.004225284239949586,-0.35492387615576526,5,2,3,11
lead_interactions,12,23.0,80,0.10831024821721491,0.10795674735780983,-0.00035350085940509784,-0.02828006875240783,4,7,-3,11
lead_interactions,12,24.0,72,0.1200244601981881,0.12139842020570472,0.001373960007516601,0.09892512054119527,7,3,4,11
lead_interactions,12,25.0,77,0.12316268639919084,0.12002444143874977,-0.003138244960441081,-0.24164486195396323,3,2,1,11
lead_interactions,12,26.0,80,0.12697145839636295,0.12452733720856227,-0.00244412118780068,-0.1955296950240544,3,5,-2,11
lead_interactions,12,27.0,80,0.12629959973379246,0.13059361787414941,0.004294018140356933,0.34352145122855465,4,6,-2,11
lead_interactions,12,28.0,79,0.12924819541858254,0.13151118832096073,0.0022629929023782126,0.17877643928787879,5,5,0,11
lead_interactions,12,29.0,83,0.10466577703958578,0.10829874793631515,0.003632970896729358,0.3015365844285367,5,2,3,11
lead_interactions,12,30.0,85,0.09361127023063211,0.09700182898956891,0.0033905587589368085,0.2881974945096287,3,4,-1,11
lead_interactions,12,31.0,83,0.1210634918272311,0.12301322681069465,0.001949734983463541,0.1618280036274739,1,1,0,11
lead_interactions,12,32.0,86,0.11665101965900271,0.11646883539298922,-0.00018218426601349308,-0.015667846877160406,1,1,0,11
lead_interactions,12,33.0,87,0.11927425171506148,0.11894237352599425,-0.0003318781890672138,-0.028873402448847597,4,4,0,11
lead_interactions,12,34.0,88,0.14499481082356777,0.14493536269232865,-5.9448131239125454e-05,-0.00523143554904304,2,3,-1,11
lead_interactions,12,35.0,88,0.13430274908786852,0.13254178586340168,-0.0017609632244668452,-0.15496476375308238,2,4,-2,11
issue_cycle,1,12.0,60,0.17605601157568204,0.17076242022393842,-0.005293591351743627,-0.3176154811046176,2,5,-3,11
issue_cycle,1,13.0,60,0.1617403571662185,0.1659575759924253,0.0042172188262067705,0.25303312957240626,3,3,0,11
issue_cycle,1,14.0,57,0.131098130846975,0.12401002352762737,-0.007088107319347639,-0.40402211720281545,5,3,2,11
issue_cycle,1,15.0,63,0.1427856276509421,0.14297052717699446,0.00018489952605238094,0.0116486701413,1,0,1,11
issue_cycle,1,16.0,60,0.12518115056039428,0.1255420039526105,0.00036085339221622327,0.021651203532973395,6,5,1,11
issue_cycle,1,17.0,61,0.1387820669184834,0.1417862173426202,0.0030041504241368018,0.1832531758723449,2,4,-2,11
issue_cycle,1,18.0,61,0.15441041717080742,0.15407932311839156,-0.00033109405241585116,-0.02019673719736692,3,5,-2,11
issue_cycle,1,19.0,60,0.1519180578817814,0.1532146674602782,0.0012966095784967924,0.07779657470980754,3,2,1,11
issue_cycle,1,20.0,63,0.15866134806050686,0.16358712215512722,0.004925774094620354,0.3103237679610823,1,3,-2,11
issue_cycle,1,21.0,65,0.15389119980924496,0.1535219979622727,-0.0003692018469722496,-0.023998120053196223,5,5,0,11
issue_cycle,1,22.0,63,0.12907150577808812,0.13228262734033255,0.0032111215622444085,0.20230065842139774,1,6,-5,11
issue_cycle,1,23.0,60,0.11480524684898613,0.11884533716091444,0.004040090311928321,0.2424054187156993,3,7,-4,11
issue_cycle,1,24.0,56,0.1111924053837179,0.12333460563613587,0.012142200252417969,0.6799632141354063,3,6,-3,11
issue_cycle,1,25.0,53,0.11954335798847143,0.12682077798930005,0.007277420000828614,0.38570326004391653,2,5,-3,11
issue_cycle,1,26.0,55,0.11212007775488322,0.11765426957116511,0.005534191816281873,0.304380549895503,3,5,-2,11
issue_cycle,1,27.0,54,0.11245226042828048,0.12396139633467278,0.011509135906392296,0.621493338945184,1,5,-4,11
issue_cycle,1,28.0,57,0.13990621988323954,0.15195190184145196,0.012045681958212451,0.6866038716181098,1,8,-7,11
issue_cycle,1,29.0,61,0.13670577199818532,0.14392251590772537,0.007216743909540059,0.4402213784819436,2,3,-1,11
issue_cycle,1,30.0,64,0.16060380885398953,0.16099460912895747,0.00039080027496792724,0.025011217597947343,0,6,-6,11
issue_cycle,1,31.0,72,0.17677243524704667,0.17314075377247526,-0.003631681474571385,-0.26148106616913974,5,2,3,11
issue_cycle,1,32.0,77,0.15220233348126763,0.15169376749467198,-0.0005085659865956541,-0.039159580967865364,5,6,-1,11
issue_cycle,1,33.0,75,0.1527533445300251,0.1649242458632852,0.012170901333260119,0.912817599994509,3,6,-3,11
issue_cycle,1,34.0,72,0.19355300604035244,0.2020518454271058,0.008498839386753358,0.6119164358462418,3,9,-6,11
issue_cycle,1,35.0,63,0.17406086233989568,0.18549490878959093,0.011434046449695276,0.7203449263308024,3,7,-4,11
issue_cycle,2,12.0,31,0.1263821718567492,0.12476514983392505,-0.0016170220228241404,-0.05012768270754835,2,3,-1,11
issue_cycle,2,13.0,33,0.133330156525467,0.12892939229394873,-0.004400764231518274,-0.14522521964010304,3,0,3,11
issue_cycle,2,14.0,34,0.12261539166853555,0.1253804096465018,0.002765017977966249,0.09401061125085247,0,2,-2,11
issue_cycle,2,15.0,37,0.11278682404915207,0.11019666590736213,-0.0025901581417899174,-0.09583585124622694,1,3,-2,11
issue_cycle,2,16.0,36,0.1287264431404381,0.12725618073535103,-0.0014702624050870689,-0.052929446583134476,0,1,-1,11
issue_cycle,2,17.0,36,0.14852410314480963,0.1452009824623649,-0.0033231206824447315,-0.11963234456801033,1,1,0,11
issue_cycle,2,18.0,33,0.14809213050067802,0.1562331646472243,0.008141034146546273,0.268654126836027,0,4,-4,11
issue_cycle,2,19.0,32,0.1455229900073616,0.14507713081100884,-0.0004458591963527668,-0.014267494283288537,1,1,0,11
issue_cycle,2,20.0,33,0.13625139340511827,0.13351196965068476,-0.002739423754433494,-0.0904009838963053,3,2,1,11
issue_cycle,2,21.0,32,0.17685377611903488,0.17896308402855401,0.0021093079095191414,0.06749785310461252,0,3,-3,11
issue_cycle,2,22.0,32,0.1861210489207448,0.19420910760033988,0.008088058679595082,0.2588178777470426,2,1,1,11
issue_cycle,2,23.0,31,0.19656094661747012,0.18683695182990276,-0.00972399478756734,-0.3014438384145875,1,2,-1,11
issue_cycle,2,24.0,36,0.15527028763376005,0.13272817336801768,-0.022542114265742375,-0.8115161135667255,5,0,5,11
issue_cycle,2,25.0,32,0.16861492324172656,0.15528100867490136,-0.013333914566825212,-0.4266852661384068,2,1,1,11
issue_cycle,2,26.0,30,0.17298172782129723,0.15725620446405347,-0.015725523357243757,-0.4717657007173127,2,3,-1,11
issue_cycle,2,27.0,31,0.15001885780382906,0.13456166554367013,-0.01545719226015895,-0.47917296006492743,3,1,2,11
issue_cycle,2,28.0,30,0.1281700652701925,0.11807589581958496,-0.010094169450607544,-0.30282508351822635,3,0,3,11
issue_cycle,2,29.0,31,0.1391400124100815,0.1275789003227955,-0.01156111208728599,-0.35839447470586566,3,1,2,11
issue_cycle,2,30.0,31,0.10862671800668736,0.1101747036218822,0.001547985615194845,0.04798755407104019,3,2,1,11
issue_cycle,2,31.0,35,0.12245395917916621,0.1160459342115429,-0.0064080249676232905,-0.22428087386681517,8,2,6,11
issue_cycle,2,32.0,29,0.1413474511304456,0.13611509411496592,-0.005232357015479703,-0.15173835344891137,4,3,1,11
issue_cycle,2,33.0,29,0.12091123748406069,0.11110402859465757,-0.009807208889403111,-0.2844090577926902,2,1,1,11
issue_cycle,2,34.0,29,0.15573884216125047,0.1541062669080561,-0.00163257525319439,-0.047344682342637306,2,2,0,11
issue_cycle,2,35.0,29,0.14394412867250547,0.14130121713835808,-0.002642911534147377,-0.07664443449027393,4,0,4,11
issue_cycle,3,12.0,76,0.1446082495995198,0.14662188177958332,0.0020136321800634945,0.15303604568482557,3,5,-2,11
issue_cycle,3,13.0,72,0.13848163497140756,0.14824437970596113,0.00976274473455358,0.7029176208878577,2,4,-2,11
issue_cycle,3,14.0,72,0.13300173846176305,0.1394160543217274,0.006414315859964371,0.46183074191743473,4,1,3,11
issue_cycle,3,15.0,70,0.14837682644034075,0.15697834935463564,0.008601522914294894,0.6021066040006425,2,3,-1,11
issue_cycle,3,16.0,73,0.15894936200542062,0.17143390425905503,0.0124845422536344,0.9113715845153112,1,10,-9,11
issue_cycle,3,17.0,68,0.14233271951272097,0.14125231377846537,-0.0010804057342556211,-0.07346758992938224,9,3,6,11
issue_cycle,3,18.0,65,0.131910625777554,0.13158392781650383,-0.0003266979610501794,-0.02123536746826166,4,1,3,11
issue_cycle,3,19.0,64,0.1325082105553902,0.1314304151485507,-0.0010777954068394938,-0.0689789060377276,6,4,2,11
issue_cycle,3,20.0,62,0.13498146165015346,0.13652759766883643,0.0015461360186830024,0.09586043315834615,2,1,1,11
issue_cycle,3,21.0,57,0.13032364590276493,0.13107055921022412,0.0007469133074591728,0.04257405852517285,5,4,1,11
issue_cycle,3,22.0,53,0.1130623783693286,0.12047060180690775,0.007408223437579147,0.3926358421916948,3,5,-2,11
issue_cycle,3,23.0,56,0.1428830298219553,0.13807813131755495,-0.004804898504400384,-0.2690743162464215,1,6,-5,11
issue_cycle,3,24.0,59,0.13896151677314958,0.14125303832573585,0.0022915215525862636,0.13519977160258956,5,2,3,11
issue_cycle,3,25.0,63,0.15309688875312638,0.14369662882491321,-0.009400259928213136,-0.5922163754774276,1,2,-1,11
issue_cycle,3,26.0,63,0.12389296256999403,0.12102288506177955,-0.0028700775082144744,-0.1808148830175119,5,3,2,11
issue_cycle,3,27.0,59,0.11285739137499289,0.11224452366822359,-0.0006128677067692987,-0.03615919469938862,5,6,-1,11
issue_cycle,3,28.0,58,0.16834480019880743,0.160357227922521,-0.00798757227628645,-0.4632791920246141,5,0,5,11
issue_cycle,3,29.0,60,0.13230910625628164,0.1281689661381828,-0.00414014011809884,-0.24840840708593043,6,6,0,11
issue_cycle,3,30.0,69,0.11924740154082565,0.12160665679655071,0.002359255255725048,0.1627886126450283,10,10,0,11
issue_cycle,3,31.0,71,0.14100951162487455,0.13793856741228128,-0.0030709442125932346,-0.21803703909411964,7,4,3,11
issue_cycle,3,32.0,73,0.13483690725140038,0.1278626322359762,-0.006974275015424182,-0.5091220761259653,6,5,1,11
issue_cycle,3,33.0,70,0.13057967990279812,0.12388148347647375,-0.006698196426324367,-0.4688737498427057,5,4,1,11
issue_cycle,3,34.0,75,0.1370161431850803,0.12994209155263436,-0.007074051632445914,-0.5305538724334435,5,6,-1,11
issue_cycle,3,35.0,79,0.14156571673666055,0.12703384825318084,-0.014531868483479702,-1.1480176101948965,11,1,10,11
issue_cycle,4,12.0,56,0.0953075986181443,0.09982926143761975,0.004521662819475448,0.25321311789062506,7,9,-2,11
issue_cycle,4,13.0,58,0.09481319885307894,0.09757115190426915,0.0027579530511902184,0.15996127696903267,6,5,1,11
issue_cycle,4,14.0,60,0.11317597200307487,0.1221042773160483,0.008928305312973422,0.5356983187784053,3,3,0,11
issue_cycle,4,15.0,68,0.10279875662180009,0.10729239937988906,0.004493642758088969,0.3055677075500499,4,6,-2,11
issue_cycle,4,16.0,65,0.1367169381082045,0.13712056608415712,0.0004036279759526366,0.026235818436921382,4,3,1,11
issue_cycle,4,17.0,63,0.12942765455502483,0.1345242695569018,0.005096615001876967,0.3210867451182489,1,3,-2,11
issue_cycle,4,18.0,60,0.10781187115712942,0.11487990311409078,0.00706803195696135,0.42408191741768103,3,6,-3,11
issue_cycle,4,19.0,57,0.10431668764650953,0.1211913222040868,0.01687463455757727,0.9618541697819043,1,8,-7,11
issue_cycle,4,20.0,48,0.1153702027859783,0.1259086051174316,0.01053840233145329,0.505843311909758,1,6,-5,11
issue_cycle,4,21.0,42,0.10387628273733022,0.11042014347488184,0.006543860737551631,0.2748421509771685,2,4,-2,11
issue_cycle,4,22.0,40,0.10203257284784131,0.11065308082719413,0.008620507979352827,0.3448203191741131,2,3,-1,11
issue_cycle,4,23.0,33,0.09764968206933428,0.12287484241086198,0.025225160341527688,0.8324302912704137,1,3,-2,11
issue_cycle,4,24.0,24,0.08029522437972288,0.08286302630353688,0.002567801923813991,0.06162724617153579,2,4,-2,11
issue_cycle,4,25.0,27,0.11685940816666027,0.1128241198805422,-0.004035288286118079,-0.10895278372518812,1,3,-2,11
issue_cycle,4,26.0,35,0.10599259403484786,0.11774476531353614,0.011752171278688286,0.41132599475409004,2,5,-3,11
issue_cycle,4,27.0,33,0.09554352930429472,0.10732902305810652,0.011785493753811795,0.3889212938757892,1,4,-3,11
issue_cycle,4,28.0,35,0.13384010881698385,0.1384132920478811,0.004573183230897293,0.16006141308140526,2,1,1,11
issue_cycle,4,29.0,36,0.13249422510196907,0.12906165863085975,-0.003432566471109325,-0.1235723929599357,3,1,2,11
issue_cycle,4,30.0,38,0.12677732197890074,0.12386048157122356,-0.0029168404076771767,-0.11083993549173271,4,0,4,11
issue_cycle,4,31.0,46,0.12620626767517024,0.12119102833215538,-0.005015239343014847,-0.23070100977868296,4,3,1,11
issue_cycle,4,32.0,55,0.1219684022400205,0.12434181678014117,0.0023734145401206786,0.13053779970663731,4,3,1,11
issue_cycle,4,33.0,62,0.13901943816019627,0.1393862648977301,0.00036682673753383327,0.022743257727097663,4,1,3,11
issue_cycle,4,34.0,63,0.15254084971793672,0.16188070646353875,0.009339856745602044,0.5884109749729288,1,3,-2,11
issue_cycle,4,35.0,62,0.15475334737495286,0.16266639267268637,0.007913045297733536,0.4906088084594793,3,3,0,11
issue_cycle,5,12.0,77,0.12100041593538163,0.13281967369972694,0.011819257764345307,0.9100828478545887,4,9,-5,11
issue_cycle,5,13.0,76,0.11155601746564701,0.11927635116820405,0.007720333702557038,0.5867453613943349,7,10,-3,11
issue_cycle,5,14.0,77,0.11532538521374841,0.11648278328289786,0.0011573980691494542,0.08911965132450797,2,6,-4,11
issue_cycle,5,15.0,78,0.11010224965194987,0.10942667489137065,-0.0006755747605792293,-0.05269483132517989,6,5,1,11
issue_cycle,5,16.0,75,0.09602291676537407,0.0982480631908012,0.0022251464254271387,0.1668859819070354,1,6,-5,11
issue_cycle,5,17.0,74,0.11574039894070497,0.11498724562437543,-0.0007531533163295403,-0.05573334540838598,3,3,0,11
issue_cycle,5,18.0,64,0.12794621284715807,0.12160550745039633,-0.006340705396761728,-0.4058051453927506,2,2,0,11
issue_cycle,5,19.0,65,0.13323269222897258,0.12558355947786703,-0.007649132751105541,-0.49719362882186013,6,4,2,11
issue_cycle,5,20.0,57,0.1449539184145894,0.1446488594749114,-0.00030505893967800645,-0.017388359561646367,5,3,2,11
issue_cycle,5,21.0,56,0.12802282962638398,0.1371053266720328,0.009082497045648803,0.508619834556333,2,5,-3,11
issue_cycle,5,22.0,57,0.1328817791144822,0.13663232535382983,0.0037505462393476303,0.21378113564281492,5,3,2,11
issue_cycle,5,23.0,48,0.11514505391783025,0.12264808010997265,0.007503026192142406,0.36014525722283547,1,3,-2,11
issue_cycle,5,24.0,53,0.11776652805892071,0.12014815419062194,0.002381626131701248,0.12622618498016613,6,1,5,11
issue_cycle,5,25.0,57,0.11876474397557532,0.12253530756515957,0.0037705635895842375,0.21492212460630153,3,3,0,11
issue_cycle,5,26.0,58,0.11958804754240501,0.11304994891873567,-0.006538098623669333,-0.37920972017282134,5,3,2,11
issue_cycle,5,27.0,59,0.11746892702314465,0.11492396769710778,-0.0025449593260368827,-0.15015260023617608,5,3,2,11
issue_cycle,5,28.0,55,0.1443557328812732,0.14412338129664332,-0.00023235158462989544,-0.012779337154644249,2,3,-1,11
issue_cycle,5,29.0,57,0.11827808174757418,0.12463280059737437,0.006354718849800198,0.3622189744386113,4,7,-3,11
