experiment,target,label_regime,rows,baseline_abs_error,candidate_abs_error,delta_abs_error,impact_delta,fail_to_pass8,pass_to_fail8,net_pass8,seed
lead_basic,kpx_group_1,high_50_80pct,1611,0.12967574481454203,0.13141563808531023,0.0017398932707682116,2.802968059207589,57,70,-13,77
lead_basic,kpx_group_1,mid_12_50pct,2319,0.11426022667977341,0.11469768665036986,0.0004374599705964556,1.0144696718131805,78,104,-26,77
lead_basic,kpx_group_1,very_high_80pct_plus,840,0.13409269385307346,0.13479572413883079,0.000703030285757333,0.5905454400361597,34,34,0,77
lead_basic,kpx_group_2,ficr_boundary_8_12pct,224,0.10538335867887154,0.10398002248215407,-0.0014033361967174772,-0.3143473080647149,14,4,10,77
lead_basic,kpx_group_2,high_50_80pct,1584,0.13005540115305242,0.13121611280733722,0.0011607116542848028,1.8385672603871275,63,71,-8,77
lead_basic,kpx_group_2,mid_12_50pct,2215,0.13145216287497805,0.1317373147456952,0.00028515187071714593,0.6316113936384783,92,83,9,77
lead_basic,kpx_group_2,very_high_80pct_plus,953,0.0987889673406491,0.09957235008778474,0.000783382747135655,0.7465637580202792,42,37,5,77
lead_basic,kpx_group_3,ficr_boundary_8_12pct,212,0.07795708018399004,0.07999328916552535,0.0020362089815353034,0.43167630408548435,8,4,4,77
lead_basic,kpx_group_3,high_50_80pct,1353,0.1403427581277698,0.13823285333887983,-0.002109904788889981,-2.854701179368144,111,65,46,77
lead_basic,kpx_group_3,mid_12_50pct,2289,0.11903461662280314,0.12063325367823906,0.0015986370554359152,3.65928021989281,118,120,-2,77
lead_basic,kpx_group_3,very_high_80pct_plus,712,0.2570153814753386,0.2549648849407914,-0.002050496534547139,-1.459953532597563,12,9,3,77
lead_interactions,kpx_group_1,ficr_boundary_8_12pct,219,0.07110197048862378,0.07213170539571231,0.0010297349070885295,0.22551194465238797,7,8,-1,77
lead_interactions,kpx_group_1,high_50_80pct,1611,0.12967574481454203,0.12923955947251697,-0.00043618534202504637,-0.7026945860023497,70,73,-3,77
lead_interactions,kpx_group_1,mid_12_50pct,2319,0.11426022667977341,0.1137582862151931,-0.0005019404645803034,-1.1639999373617236,92,105,-13,77
lead_interactions,kpx_group_1,very_high_80pct_plus,840,0.13409269385307346,0.13600976000474435,0.0019170661516708894,1.610335567403547,34,34,0,77
lead_interactions,kpx_group_2,ficr_boundary_8_12pct,224,0.10538335867887154,0.10398959720390828,-0.0013937614749632583,-0.31220257039176985,13,9,4,77
lead_interactions,kpx_group_2,high_50_80pct,1584,0.13005540115305242,0.1315882126623824,0.0015328115093299944,2.427973430778711,64,86,-22,77
lead_interactions,kpx_group_2,mid_12_50pct,2215,0.13145216287497805,0.13026609811270254,-0.0011860647622754961,-2.627133448440224,94,85,9,77
lead_interactions,kpx_group_2,very_high_80pct_plus,953,0.0987889673406491,0.10247192923703785,0.003682961896388774,3.5098626872585017,40,31,9,77
lead_interactions,kpx_group_3,ficr_boundary_8_12pct,212,0.07795708018399004,0.08001028761864343,0.0020532074346533784,0.43527997614651626,6,8,-2,77
lead_interactions,kpx_group_3,high_50_80pct,1353,0.1403427581277698,0.14192831026768368,0.0015855521399138633,2.145252045303457,69,67,2,77
lead_interactions,kpx_group_3,mid_12_50pct,2289,0.11903461662280314,0.1188630874609983,-0.00017152916180483075,-0.3926302513712576,114,114,0,77
lead_interactions,kpx_group_3,very_high_80pct_plus,712,0.2570153814753386,0.26002140963734016,0.0030060281620015927,2.140292051345134,12,11,1,77
issue_cycle,kpx_group_1,ficr_boundary_8_12pct,219,0.07110197048862378,0.07122996584690071,0.00012799535827692071,0.02803098346264564,14,9,5,77
issue_cycle,kpx_group_1,high_50_80pct,1611,0.12967574481454203,0.1308275802258278,0.0011518354112857697,1.855606847581375,95,109,-14,77
issue_cycle,kpx_group_1,mid_12_50pct,2319,0.11426022667977341,0.11592076246073924,0.0016605357809658112,3.8507824760597162,159,201,-42,77
issue_cycle,kpx_group_1,very_high_80pct_plus,840,0.13409269385307346,0.13583902972891718,0.001746335875843723,1.4669221357087272,51,66,-15,77
issue_cycle,kpx_group_2,ficr_boundary_8_12pct,224,0.10538335867887154,0.10070442016962299,-0.004678938509248554,-1.048082226071676,19,13,6,77
issue_cycle,kpx_group_2,high_50_80pct,1584,0.13005540115305242,0.13198538994279266,0.0019299887897402297,3.057102242948524,96,108,-12,77
issue_cycle,kpx_group_2,mid_12_50pct,2215,0.13145216287497805,0.13302189485108826,0.0015697319761102482,3.4769563270841997,165,174,-9,77
issue_cycle,kpx_group_2,very_high_80pct_plus,953,0.0987889673406491,0.0996130090026728,0.0008240416620237037,0.7853117039085896,46,42,4,77
issue_cycle,kpx_group_3,ficr_boundary_8_12pct,212,0.07795708018399004,0.0782247148003899,0.00026763461639984636,0.05673853867676743,17,10,7,77
issue_cycle,kpx_group_3,high_50_80pct,1353,0.1403427581277698,0.1428435844134441,0.002500826285674296,3.3836179645173226,125,111,14,77
issue_cycle,kpx_group_3,mid_12_50pct,2289,0.11903461662280314,0.12266336879335513,0.0036287521705519804,8.306213718393483,155,162,-7,77
issue_cycle,kpx_group_3,very_high_80pct_plus,712,0.2570153814753386,0.2593155323299352,0.002300150854596638,1.6377074084728065,12,10,2,77
forecast_safe_ramp,kpx_group_1,ficr_boundary_8_12pct,219,0.07110197048862378,0.0739962379572191,0.0028942674685953178,0.6338445756223746,6,11,-5,77
forecast_safe_ramp,kpx_group_1,high_50_80pct,1611,0.12967574481454203,0.1291563846455519,-0.0005193601689901204,-0.8366892322430839,70,63,7,77
forecast_safe_ramp,kpx_group_1,mid_12_50pct,2319,0.11426022667977341,0.11480957385992523,0.0005493471801518048,1.2739361107720353,112,142,-30,77
forecast_safe_ramp,kpx_group_1,very_high_80pct_plus,840,0.13409269385307346,0.13500963363915688,0.0009169397860834238,0.770229420310076,33,44,-11,77
forecast_safe_ramp,kpx_group_2,ficr_boundary_8_12pct,224,0.10538335867887154,0.10232021071971588,-0.0030631479591556572,-0.6861451428508673,15,10,5,77
forecast_safe_ramp,kpx_group_2,high_50_80pct,1584,0.13005540115305242,0.13058954124928457,0.0005341400962321269,0.846077912431689,71,85,-14,77
forecast_safe_ramp,kpx_group_2,mid_12_50pct,2215,0.13145216287497805,0.1324759359994099,0.0010237731244318938,2.2676574706166446,123,126,-3,77
forecast_safe_ramp,kpx_group_2,very_high_80pct_plus,953,0.0987889673406491,0.10081365953981673,0.0020246921991676444,1.9295316658067652,38,39,-1,77
forecast_safe_ramp,kpx_group_3,ficr_boundary_8_12pct,212,0.07795708018399004,0.0800033858591045,0.0020463056751144596,0.43381680312426546,8,5,3,77
forecast_safe_ramp,kpx_group_3,high_50_80pct,1353,0.1403427581277698,0.14148864710056452,0.0011458889727947203,1.5503877801912564,82,61,21,77
forecast_safe_ramp,kpx_group_3,mid_12_50pct,2289,0.11903461662280314,0.12077654851189189,0.0017419318890887511,3.9872820941241516,130,127,3,77
forecast_safe_ramp,kpx_group_3,very_high_80pct_plus,712,0.2570153814753386,0.2599362171168712,0.002920835641532634,2.0796349767712354,8,14,-6,77
source_disagreement,kpx_group_1,ficr_boundary_8_12pct,219,0.07110197048862378,0.07211133442842235,0.001009363939798573,0.2210507028158875,6,9,-3,77
source_disagreement,kpx_group_1,high_50_80pct,1611,0.12967574481454203,0.13079025888856127,0.0011145140740192413,1.7954821732449977,62,74,-12,77
source_disagreement,kpx_group_1,mid_12_50pct,2319,0.11426022667977341,0.11464042303865321,0.0003801963588797936,0.8816753562422414,97,99,-2,77
source_disagreement,kpx_group_1,very_high_80pct_plus,840,0.13409269385307346,0.13480054948095213,0.0007078556278786657,0.5945987274180792,34,35,-1,77
source_disagreement,kpx_group_2,ficr_boundary_8_12pct,224,0.10538335867887154,0.10417217370754905,-0.0012111849713224894,-0.2713054335762376,9,10,-1,77
source_disagreement,kpx_group_2,high_50_80pct,1584,0.13005540115305242,0.13272155720891748,0.0026661560558650754,4.22319119249028,65,82,-17,77
source_disagreement,kpx_group_2,mid_12_50pct,2215,0.13145216287497805,0.13199941303709012,0.0005472501621120912,1.212159109078282,112,112,0,77
source_disagreement,kpx_group_2,very_high_80pct_plus,953,0.0987889673406491,0.09935195660911382,0.0005629892684647458,0.5365287728469028,54,22,32,77
source_disagreement,kpx_group_3,ficr_boundary_8_12pct,212,0.07795708018399004,0.07839119617078703,0.0004341159867969798,0.09203258920095972,7,7,0,77
source_disagreement,kpx_group_3,high_50_80pct,1353,0.1403427581277698,0.1398520267453632,-0.0004907313824065911,-0.6639595603961177,83,71,12,77
source_disagreement,kpx_group_3,mid_12_50pct,2289,0.11903461662280314,0.11924405616201776,0.0002094395392146241,0.4794071052622746,117,128,-11,77
source_disagreement,kpx_group_3,very_high_80pct_plus,712,0.2570153814753386,0.2547082337017806,-0.002307147773558015,-1.6426892147733065,9,14,-5,77
all_forecast_time_features,kpx_group_1,ficr_boundary_8_12pct,219,0.07110197048862378,0.07434532115687999,0.00324335066825621,0.71029379634811,14,16,-2,77
all_forecast_time_features,kpx_group_1,high_50_80pct,1611,0.12967574481454203,0.13039681452536916,0.0007210697108271539,1.161643304142545,109,114,-5,77
all_forecast_time_features,kpx_group_1,mid_12_50pct,2319,0.11426022667977341,0.11723411945356674,0.002973892773793334,6.896457342426742,178,214,-36,77
all_forecast_time_features,kpx_group_1,very_high_80pct_plus,840,0.13409269385307346,0.1378256369403988,0.0037329430873253118,3.135672193353262,44,68,-24,77
all_forecast_time_features,kpx_group_2,ficr_boundary_8_12pct,224,0.10538335867887154,0.1001406095369333,-0.005242749141938236,-1.1743758077941648,24,14,10,77
all_forecast_time_features,kpx_group_2,high_50_80pct,1584,0.13005540115305242,0.1333492288840584,0.003293827731005965,5.217423125913449,101,120,-19,77
all_forecast_time_features,kpx_group_2,mid_12_50pct,2215,0.13145216287497805,0.13306429092177083,0.0016121280467928055,3.5708636236460642,169,185,-16,77
all_forecast_time_features,kpx_group_2,very_high_80pct_plus,953,0.0987889673406491,0.10174268566174872,0.002953718321099627,2.8148935600079446,69,59,10,77
all_forecast_time_features,kpx_group_3,ficr_boundary_8_12pct,212,0.07795708018399004,0.08010486066103895,0.0021477804770488984,0.45532946113436645,10,17,-7,77
all_forecast_time_features,kpx_group_3,high_50_80pct,1353,0.1403427581277698,0.14201082899231604,0.001668070864546251,2.2568998797310775,129,116,13,77
all_forecast_time_features,kpx_group_3,mid_12_50pct,2289,0.11903461662280314,0.12033195632615377,0.0012973397033506457,2.9696105809696283,184,165,19,77
all_forecast_time_features,kpx_group_3,very_high_80pct_plus,712,0.2570153814753386,0.263516672847753,0.006501291372414442,4.628919457159083,10,16,-6,77
all_plus_2025_lead_month_weight,kpx_group_1,ficr_boundary_8_12pct,219,0.07110197048862378,0.07334867013529031,0.0022466996466665176,0.4920272226199674,11,16,-5,77
all_plus_2025_lead_month_weight,kpx_group_1,high_50_80pct,1611,0.12967574481454203,0.131123795265428,0.001448050450885969,2.332809276377296,105,123,-18,77
all_plus_2025_lead_month_weight,kpx_group_1,mid_12_50pct,2319,0.11426022667977341,0.11653278376812039,0.0022725570883469666,5.270059887876616,170,212,-42,77
all_plus_2025_lead_month_weight,kpx_group_1,very_high_80pct_plus,840,0.13409269385307346,0.13696507968527014,0.002872385832196672,2.4128040990452044,39,55,-16,77
all_plus_2025_lead_month_weight,kpx_group_2,ficr_boundary_8_12pct,224,0.10538335867887154,0.0993746191292532,-0.006008739549618327,-1.3459576591145053,23,16,7,77
all_plus_2025_lead_month_weight,kpx_group_2,high_50_80pct,1584,0.13005540115305242,0.13272290148301716,0.00266750032996473,4.225320522664132,95,111,-16,77
all_plus_2025_lead_month_weight,kpx_group_2,mid_12_50pct,2215,0.13145216287497805,0.132239001561092,0.0007868386861139806,1.742847689742467,193,200,-7,77
all_plus_2025_lead_month_weight,kpx_group_2,very_high_80pct_plus,953,0.0987889673406491,0.10254533332881997,0.003756365988170886,3.5798167867268544,62,56,6,77
all_plus_2025_lead_month_weight,kpx_group_3,ficr_boundary_8_12pct,212,0.07795708018399004,0.0785608816600659,0.0006038014760758598,0.12800591292808228,16,14,2,77
all_plus_2025_lead_month_weight,kpx_group_3,high_50_80pct,1353,0.1403427581277698,0.1427557178127551,0.0024129596849852795,3.264734453785083,124,113,11,77
all_plus_2025_lead_month_weight,kpx_group_3,mid_12_50pct,2289,0.11903461662280314,0.12074890033120254,0.001714283708399402,3.9239954085262307,194,174,20,77
all_plus_2025_lead_month_weight,kpx_group_3,very_high_80pct_plus,712,0.2570153814753386,0.2642383349608451,0.007222953485506539,5.142742881680656,8,11,-3,77
