target,lead_hour,rows,candidate_abs_error,baseline_abs_error,delta_abs_error,mean_abs_source_disagreement
kpx_group_3,25.0,366,0.07551700885812389,0.07467978955148973,0.0008372193066341587,2.7661981283681225
kpx_group_3,26.0,366,0.07550965226773122,0.0747680404802281,0.0007416117875031162,2.721855479497656
kpx_group_3,27.0,366,0.07917448814925102,0.07935124258488013,-0.00017675443562911405,2.582985163122299
kpx_group_3,28.0,366,0.08882555507623507,0.08917925773902727,-0.0003537026627922,2.344719521354712
kpx_group_3,29.0,366,0.08707164218220877,0.08755820070591608,-0.0004865585237073218,2.2968298227152237
kpx_group_3,30.0,366,0.09203483211390402,0.09280321182199208,-0.0007683797080880545,2.3742356825292243
kpx_group_3,31.0,366,0.10232748993988115,0.1028994620625462,-0.0005719721226650527,2.4909306086890366
kpx_group_3,32.0,366,0.10199000114081126,0.10172228959981583,0.000267711540995417,2.6167747287262806
kpx_group_3,33.0,366,0.11164611990528198,0.11127622330389611,0.0003698966013858605,2.679790924729196
kpx_group_3,34.0,366,0.11126755856478222,0.11218298476721868,-0.0009154262024364551,2.6343085796582284
kpx_group_3,35.0,366,0.11323242810383821,0.11477860976590065,-0.0015461816620624318,2.7776550227108263
