target,roc_auc,average_precision,positive_rate_valid,n_valid
kpx_group_1,0.7858763782718039,0.08310778877889259,0.023451730418943533,8784
kpx_group_2,0.7948120142100584,0.15802413205891325,0.05134335154826958,8784
kpx_group_3,0.8535190845753423,0.2558226288410749,0.04929417122040073,8784
