month,exposure_risk,weight
1,1.9480494629972005,1.3199632929848437
2,5.337264930037185,1.8766352677307117
3,0.9107018149797688,1.1495809819941
4,6.088352963317817,2.0
5,0.6290041760455514,1.1033126988259858
6,2.4414499698071737,1.4010033558364392
7,3.93466483505952,1.6462609606844056
8,2.3040439086091857,1.3784346805270646
9,2.24863176494566,1.3693333449117706
10,0.8117270715181581,1.1333245750384044
11,1.2436707977299848,1.204270482546441
12,1.351316887004017,1.2219511409975192
