target,feature_family,speed_decile,rows,speed_mean,actual_ratio_mean,abs_error_ratio_mean,signed_error_ratio_mean,pass8_rate,pass6_rate
kpx_group_3,direction_conditional_top,7,457,13.48064672714737,0.657376674481609,0.1534958699249932,0.034292939103908016,0.2647702407002188,0.2100656455142232
kpx_group_3,direction_conditional_top,8,456,15.41748953457235,0.7071466218671678,0.1460599470983001,0.013139040955214011,0.33771929824561403,0.2543859649122807
kpx_group_3,direction_conditional_top,9,457,19.09196787624507,0.7849499538397416,0.15656502525036564,-0.05646257703558855,0.2735229759299781,0.24288840262582057
kpx_group_3,nearest_modal,0,457,4.771559146492564,0.19900292497655517,0.0658259410668878,-0.01264189366904856,0.787746170678337,0.6958424507658644
kpx_group_3,nearest_modal,1,457,6.838049236765837,0.25915682192351774,0.09036115980047807,-0.022584770921354264,0.5973741794310722,0.4923413566739606
kpx_group_3,nearest_modal,2,456,7.978646566808515,0.319536710421888,0.11430438348286331,-0.017526497928599796,0.4824561403508772,0.37719298245614036
kpx_group_3,nearest_modal,3,457,9.057240400922835,0.3759652457017818,0.13639651239074485,0.008902796749939771,0.35667396061269147,0.2713347921225383
kpx_group_3,nearest_modal,4,456,10.135027206305383,0.4476299045530493,0.14636079802866975,0.024529487478324737,0.2894736842105263,0.21271929824561403
kpx_group_3,nearest_modal,5,457,11.163560874427302,0.5304182684172137,0.1457639457753172,0.02589743616296502,0.3522975929978118,0.28665207877461707
kpx_group_3,nearest_modal,6,456,12.295100507719743,0.5765794675229742,0.1594558731171235,0.04822501892168439,0.30043859649122806,0.2412280701754386
kpx_group_3,nearest_modal,7,457,13.705418901638225,0.6440920294883818,0.15256024494549153,0.040268657310951785,0.2800875273522976,0.21444201312910285
kpx_group_3,nearest_modal,8,456,15.573888023345122,0.7168113826232249,0.14121718538384875,0.005386970190792048,0.3333333333333333,0.2543859649122807
kpx_group_3,nearest_modal,9,457,19.236397633248576,0.7778155797645097,0.1597945350579351,-0.053455048252409126,0.2647702407002188,0.22975929978118162
kpx_group_3,soft_upstream,0,457,4.247265797335832,0.214096029592581,0.07431441524993096,-0.02226605790023575,0.7330415754923414,0.6542669584245077
kpx_group_3,soft_upstream,1,457,6.070243795561062,0.29347234865062,0.10197517933757752,-0.028737202182446128,0.5536105032822757,0.45295404814004375
kpx_group_3,soft_upstream,2,456,7.102732856795028,0.3296304118629908,0.11696731064814099,-0.0072861292566486205,0.46271929824561403,0.35964912280701755
kpx_group_3,soft_upstream,3,457,8.016533881099829,0.38708727425237055,0.12836814945598488,0.021450072637594197,0.40700218818380746,0.3150984682713348
