target,feature_family,speed_decile,rows,settlement_weight_share,in8_rate,near_8_10_rate,lost_10_15_rate,mean_signed_error_ratio,mean_abs_error_ratio
kpx_group_1,nearest_modal,9,499,0.1538689068893159,0.531062124248497,0.09018036072144289,0.17835671342685372,0.03832796482319259,0.1001564966247188
kpx_group_1,soft_upstream,0,499,0.046764672434182246,0.6993987975951904,0.04609218436873747,0.09819639278557114,-0.03606138271704044,0.0851115814359293
kpx_group_1,soft_upstream,1,499,0.06268512340874159,0.5210420841683366,0.050100200400801605,0.16633266533066132,-0.008712656823511012,0.10991813715825927
kpx_group_1,soft_upstream,2,499,0.0716736067724798,0.45090180360721444,0.05410821643286573,0.18837675350701402,0.002025154983963653,0.11841116610010152
kpx_group_1,soft_upstream,3,499,0.08116029571106106,0.4709418837675351,0.07214428857715431,0.17635270541082165,0.01844382332685042,0.11260458767958531
kpx_group_1,soft_upstream,4,499,0.09961144823541865,0.4248496993987976,0.0841683366733467,0.15030060120240482,0.027070554458410247,0.12355425841012901
kpx_group_1,soft_upstream,5,498,0.1031137313648033,0.41967871485943775,0.07228915662650602,0.1927710843373494,0.03276216964824564,0.12163857050429122
kpx_group_1,soft_upstream,6,499,0.11808203215102593,0.4288577154308617,0.09018036072144289,0.18236472945891782,0.011505799723400708,0.11850531416682758
kpx_group_1,soft_upstream,7,499,0.12454116370560941,0.4168336673346693,0.10420841683366733,0.1402805611222445,0.04038906965857886,0.13080558588057073
kpx_group_1,soft_upstream,8,499,0.13790257592893426,0.4909819639278557,0.07615230460921844,0.1623246492985972,0.04925973619831296,0.11045984064865005
kpx_group_1,soft_upstream,9,499,0.15446535028774377,0.531062124248497,0.09218436873747494,0.17835671342685372,0.03956378957541226,0.09913822132485149
kpx_group_1,static_corr_top,0,499,0.03956767857458789,0.7675350701402806,0.03206412825651302,0.10020040080160321,-0.01903236332622182,0.06693798745349867
kpx_group_1,static_corr_top,1,499,0.05251400894825843,0.5851703406813628,0.07214428857715431,0.1342685370741483,-0.03596262952079431,0.0990842539411039
kpx_group_1,static_corr_top,2,499,0.06260118957419337,0.5130260521042084,0.06012024048096192,0.18236472945891782,-0.011658162467584538,0.10528493676671352
