ensemble_id,model_id,members,weights,best_alpha,alpha_score,alpha_1_nmae,alpha_ficr,avg_nmae,worst_month_score,high_generation_score,delta_vs_baseline
w2_hist_gbdt_l2_lgbm_l2_0.35,w2_hist_gbdt_l2_lgbm_l2_0.35,hist_gbdt_l2+lgbm_l2,"{""hist_gbdt_l2"": 0.35, ""lgbm_l2"": 0.65}",1.03,0.6123847937228544,0.8694034764041924,0.3553661110415165,0.13059652359580767,,,-0.008341181177145662
w2_hist_gbdt_l2_lgbm_l2_0.40,w2_hist_gbdt_l2_lgbm_l2_0.40,hist_gbdt_l2+lgbm_l2,"{""hist_gbdt_l2"": 0.4, ""lgbm_l2"": 0.6}",1.03,0.6122432786818855,0.8694589693714293,0.35502758799234185,0.1305410306285707,,,-0.008482696218114483
w2_hist_gbdt_l2_lgbm_l2_0.45,w2_hist_gbdt_l2_lgbm_l2_0.45,hist_gbdt_l2+lgbm_l2,"{""hist_gbdt_l2"": 0.45, ""lgbm_l2"": 0.55}",1.03,0.6127080490262384,0.8695016010711206,0.35591449698135613,0.1304983989288794,,,-0.0080179258737616
w2_hist_gbdt_l2_lgbm_l2_0.50,w2_hist_gbdt_l2_lgbm_l2_0.50,hist_gbdt_l2+lgbm_l2,"{""hist_gbdt_l2"": 0.5, ""lgbm_l2"": 0.5}",1.03,0.6130681465526584,0.8695300588980136,0.3566062342073031,0.13046994110198637,,,-0.007657828347341633
w2_hist_gbdt_l2_lgbm_l2_0.55,w2_hist_gbdt_l2_lgbm_l2_0.55,hist_gbdt_l2+lgbm_l2,"{""hist_gbdt_l2"": 0.55, ""lgbm_l2"": 0.44999999999999996}",1.03,0.6128329315163739,0.8695473769951602,0.3561184860375876,0.13045262300483984,,,-0.007893043383626175
w2_hist_gbdt_l2_lgbm_l2_0.60,w2_hist_gbdt_l2_lgbm_l2_0.60,hist_gbdt_l2+lgbm_l2,"{""hist_gbdt_l2"": 0.6, ""lgbm_l2"": 0.4}",1.03,0.6130079791796046,0.869552283495183,0.35646367486402625,0.13044771650481704,,,-0.007717995720395443
w2_hist_gbdt_l2_lgbm_l2_0.65,w2_hist_gbdt_l2_lgbm_l2_0.65,hist_gbdt_l2+lgbm_l2,"{""hist_gbdt_l2"": 0.65, ""lgbm_l2"": 0.35}",1.03,0.612859560702224,0.8695461367897335,0.3561729846147146,0.1304538632102665,,,-0.007866414197776006
w2_hist_gbdt_l2_lgbm_l2_0.70,w2_hist_gbdt_l2_lgbm_l2_0.70,hist_gbdt_l2+lgbm_l2,"{""hist_gbdt_l2"": 0.7, ""lgbm_l2"": 0.30000000000000004}",1.03,0.6133352073190801,0.869528698165046,0.3571417164731141,0.130471301834954,,,-0.007390767580919944
w2_hist_gbdt_l2_lgbm_l2_0.75,w2_hist_gbdt_l2_lgbm_l2_0.75,hist_gbdt_l2+lgbm_l2,"{""hist_gbdt_l2"": 0.75, ""lgbm_l2"": 0.25}",1.03,0.6131174058016371,0.8694987832057812,0.35673602839749297,0.13050121679421878,,,-0.007608569098362938
w2_hist_gbdt_l2_lgbm_l2_0.80,w2_hist_gbdt_l2_lgbm_l2_0.80,hist_gbdt_l2+lgbm_l2,"{""hist_gbdt_l2"": 0.8, ""lgbm_l2"": 0.19999999999999996}",1.03,0.6129579633636495,0.8694550193819992,0.3564609073452997,0.1305449806180008,,,-0.007768011536350539
w2_hist_gbdt_l2_lgbm_l2_0.85,w2_hist_gbdt_l2_lgbm_l2_0.85,hist_gbdt_l2+lgbm_l2,"{""hist_gbdt_l2"": 0.85, ""lgbm_l2"": 0.15000000000000002}",1.03,0.6129439890184234,0.8693986665143933,0.35648931152245344,0.13060133348560662,,,-0.007781985881576636
w2_hist_gbdt_l2_lgbm_l2_0.90,w2_hist_gbdt_l2_lgbm_l2_0.90,hist_gbdt_l2+lgbm_l2,"{""hist_gbdt_l2"": 0.9, ""lgbm_l2"": 0.09999999999999998}",1.03,0.6127816921388473,0.8693298484274491,0.35623353585024536,0.1306701515725509,,,-0.007944282761152777
w2_hist_gbdt_l2_lgbm_l2_0.95,w2_hist_gbdt_l2_lgbm_l2_0.95,hist_gbdt_l2+lgbm_l2,"{""hist_gbdt_l2"": 0.95, ""lgbm_l2"": 0.050000000000000044}",1.03,0.6130410565448609,0.8692483642616154,0.3568337488281063,0.13075163573838453,,,-0.007684918355139181
w2_hist_gbdt_l2_lgbm_l2_1.00,w2_hist_gbdt_l2_lgbm_l2_1.00,hist_gbdt_l2+lgbm_l2,"{""hist_gbdt_l2"": 1.0, ""lgbm_l2"": 0.0}",1.03,0.6134423527290497,0.869157233541025,0.35772747191707427,0.13084276645897494,,,-0.007283622170950355
w2_hist_gbdt_l2_extra_trees_0.00,w2_hist_gbdt_l2_extra_trees_0.00,hist_gbdt_l2+extra_trees,"{""hist_gbdt_l2"": 0.0, ""extra_trees"": 1.0}",1.03,0.6089984143599894,0.8712021723550386,0.34679465636494017,0.1287978276449614,,,-0.011727560540010673
w2_hist_gbdt_l2_extra_trees_0.05,w2_hist_gbdt_l2_extra_trees_0.05,hist_gbdt_l2+extra_trees,"{""hist_gbdt_l2"": 0.05, ""extra_trees"": 0.95}",1.03,0.6101026386166101,0.871440829323127,0.34876444791009303,0.12855917067687292,,,-0.010623336283389961
w2_hist_gbdt_l2_extra_trees_0.10,w2_hist_gbdt_l2_extra_trees_0.10,hist_gbdt_l2+extra_trees,"{""hist_gbdt_l2"": 0.1, ""extra_trees"": 0.9}",1.03,0.6114197757437253,0.8716426817020491,0.3511968697854015,0.12835731829795097,,,-0.00930619915627473
w2_hist_gbdt_l2_extra_trees_0.15,w2_hist_gbdt_l2_extra_trees_0.15,hist_gbdt_l2+extra_trees,"{""hist_gbdt_l2"": 0.15, ""extra_trees"": 0.85}",1.03,0.6118488865702604,0.871808652116689,0.3518891210238317,0.12819134788331096,,,-0.008877088329739657
w2_hist_gbdt_l2_extra_trees_0.20,w2_hist_gbdt_l2_extra_trees_0.20,hist_gbdt_l2+extra_trees,"{""hist_gbdt_l2"": 0.2, ""extra_trees"": 0.8}",1.03,0.6121783696444868,0.8719370007943656,0.352419738494608,0.12806299920563433,,,-0.008547605255513235
w2_hist_gbdt_l2_extra_trees_0.25,w2_hist_gbdt_l2_extra_trees_0.25,hist_gbdt_l2+extra_trees,"{""hist_gbdt_l2"": 0.25, ""extra_trees"": 0.75}",1.03,0.6126180306697541,0.8720322727680687,0.35320378857143947,0.12796772723193134,,,-0.008107944230245967
w2_hist_gbdt_l2_extra_trees_0.30,w2_hist_gbdt_l2_extra_trees_0.30,hist_gbdt_l2+extra_trees,"{""hist_gbdt_l2"": 0.3, ""extra_trees"": 0.7}",1.03,0.6129256151448191,0.8720936930990035,0.3537575371906348,0.12790630690099644,,,-0.007800359755180897
w2_hist_gbdt_l2_extra_trees_0.35,w2_hist_gbdt_l2_extra_trees_0.35,hist_gbdt_l2+extra_trees,"{""hist_gbdt_l2"": 0.35, ""extra_trees"": 0.65}",1.03,0.6131417033358912,0.8721217991624065,0.3541616075093761,0.12787820083759352,,,-0.007584271564108791
w2_hist_gbdt_l2_extra_trees_0.40,w2_hist_gbdt_l2_extra_trees_0.40,hist_gbdt_l2+extra_trees,"{""hist_gbdt_l2"": 0.4, ""extra_trees"": 0.6}",1.03,0.6133673835666679,0.8721172175071481,0.3546175496261877,0.12788278249285193,,,-0.007358591333332165
w2_hist_gbdt_l2_extra_trees_0.45,w2_hist_gbdt_l2_extra_trees_0.45,hist_gbdt_l2+extra_trees,"{""hist_gbdt_l2"": 0.45, ""extra_trees"": 0.55}",1.03,0.6137208680064967,0.8720818180552639,0.35535991795772953,0.12791818194473614,,,-0.00700510689350331
w2_hist_gbdt_l2_extra_trees_0.50,w2_hist_gbdt_l2_extra_trees_0.50,hist_gbdt_l2+extra_trees,"{""hist_gbdt_l2"": 0.5, ""extra_trees"": 0.5}",1.03,0.6141713999386395,0.8720018898485342,0.35634091002874463,0.12799811015146575,,,-0.006554574961360582
w2_hist_gbdt_l2_extra_trees_0.55,w2_hist_gbdt_l2_extra_trees_0.55,hist_gbdt_l2+extra_trees,"{""hist_gbdt_l2"": 0.55, ""extra_trees"": 0.44999999999999996}",1.03,0.6141767098815603,0.8718838666999111,0.3564695530632094,0.1281161333000889,,,-0.006549265018439776
w2_hist_gbdt_l2_extra_trees_0.60,w2_hist_gbdt_l2_extra_trees_0.60,hist_gbdt_l2+extra_trees,"{""hist_gbdt_l2"": 0.6, ""extra_trees"": 0.4}",1.03,0.61414246082716,0.8717351071760852,0.3565498144782347,0.12826489282391487,,,-0.00658351407284008
w2_hist_gbdt_l2_extra_trees_0.65,w2_hist_gbdt_l2_extra_trees_0.65,hist_gbdt_l2+extra_trees,"{""hist_gbdt_l2"": 0.65, ""extra_trees"": 0.35}",1.03,0.6141354628389508,0.8715460720638483,0.3567248536140534,0.12845392793615176,,,-0.006590512061049214
w2_hist_gbdt_l2_extra_trees_0.70,w2_hist_gbdt_l2_extra_trees_0.70,hist_gbdt_l2+extra_trees,"{""hist_gbdt_l2"": 0.7, ""extra_trees"": 0.30000000000000004}",1.03,0.6144048786467474,0.8713186316672961,0.3574911256261988,0.1286813683327039,,,-0.006321096253252612
w2_hist_gbdt_l2_extra_trees_0.75,w2_hist_gbdt_l2_extra_trees_0.75,hist_gbdt_l2+extra_trees,"{""hist_gbdt_l2"": 0.75, ""extra_trees"": 0.25}",1.03,0.6144268133085566,0.8710512579495445,0.35780236866756887,0.12894874205045545,,,-0.006299161591443392
w2_hist_gbdt_l2_extra_trees_0.80,w2_hist_gbdt_l2_extra_trees_0.80,hist_gbdt_l2+extra_trees,"{""hist_gbdt_l2"": 0.8, ""extra_trees"": 0.19999999999999996}",1.03,0.6141031457755999,0.870746623158717,0.35745966839248283,0.129253376841283,,,-0.006622829124400154
w2_hist_gbdt_l2_extra_trees_0.85,w2_hist_gbdt_l2_extra_trees_0.85,hist_gbdt_l2+extra_trees,"{""hist_gbdt_l2"": 0.85, ""extra_trees"": 0.15000000000000002}",1.03,0.6134984815837914,0.8704056000387453,0.3565913631288374,0.12959439996125463,,,-0.007227493316208644
w2_hist_gbdt_l2_extra_trees_0.90,w2_hist_gbdt_l2_extra_trees_0.90,hist_gbdt_l2+extra_trees,"{""hist_gbdt_l2"": 0.9, ""extra_trees"": 0.09999999999999998}",1.03,0.6130262665031634,0.8700287672688268,0.3560237657374999,0.1299712327311732,,,-0.007699708396836646
w2_hist_gbdt_l2_extra_trees_0.95,w2_hist_gbdt_l2_extra_trees_0.95,hist_gbdt_l2+extra_trees,"{""hist_gbdt_l2"": 0.95, ""extra_trees"": 0.050000000000000044}",1.03,0.6129870574967392,0.8696119657519595,0.3563621492415188,0.13038803424804046,,,-0.0077389174032608254
w2_hist_gbdt_l2_extra_trees_1.00,w2_hist_gbdt_l2_extra_trees_1.00,hist_gbdt_l2+extra_trees,"{""hist_gbdt_l2"": 1.0, ""extra_trees"": 0.0}",1.03,0.6134423527290497,0.869157233541025,0.35772747191707427,0.13084276645897494,,,-0.007283622170950355
w2_lgbm_l2_extra_trees_0.00,w2_lgbm_l2_extra_trees_0.00,lgbm_l2+extra_trees,"{""lgbm_l2"": 0.0, ""extra_trees"": 1.0}",1.03,0.6089984143599894,0.8712021723550386,0.34679465636494017,0.1287978276449614,,,-0.011727560540010673
w2_lgbm_l2_extra_trees_0.05,w2_lgbm_l2_extra_trees_0.05,lgbm_l2+extra_trees,"{""lgbm_l2"": 0.05, ""extra_trees"": 0.95}",1.03,0.6103888086266153,0.8714135149862083,0.34936410226702214,0.12858648501379163,,,-0.010337166273384768
w2_lgbm_l2_extra_trees_0.10,w2_lgbm_l2_extra_trees_0.10,lgbm_l2+extra_trees,"{""lgbm_l2"": 0.1, ""extra_trees"": 0.9}",1.03,0.6112925557185858,0.8715849590655983,0.3510001523715733,0.12841504093440173,,,-0.009433419181414271
w2_lgbm_l2_extra_trees_0.15,w2_lgbm_l2_extra_trees_0.15,lgbm_l2+extra_trees,"{""lgbm_l2"": 0.15, ""extra_trees"": 0.85}",1.03,0.6114213197928595,0.8717221117817845,0.3511205278039346,0.12827788821821554,,,-0.009304655107140514
w2_lgbm_l2_extra_trees_0.20,w2_lgbm_l2_extra_trees_0.20,lgbm_l2+extra_trees,"{""lgbm_l2"": 0.2, ""extra_trees"": 0.8}",1.03,0.6121417937274479,0.8718212697731813,0.3524623176817146,0.12817873022681872,,,-0.008584181172552108
w2_lgbm_l2_extra_trees_0.25,w2_lgbm_l2_extra_trees_0.25,lgbm_l2+extra_trees,"{""lgbm_l2"": 0.25, ""extra_trees"": 0.75}",1.03,0.6119737604668548,0.8718791766904015,0.3520683442433081,0.1281208233095985,,,-0.008752214433145222
w2_lgbm_l2_extra_trees_0.30,w2_lgbm_l2_extra_trees_0.30,lgbm_l2+extra_trees,"{""lgbm_l2"": 0.3, ""extra_trees"": 0.7}",1.03,0.6123185890140733,0.8719025093107469,0.35273466871739984,0.12809749068925314,,,-0.00840738588592671
w2_lgbm_l2_extra_trees_0.35,w2_lgbm_l2_extra_trees_0.35,lgbm_l2+extra_trees,"{""lgbm_l2"": 0.35, ""extra_trees"": 0.65}",1.03,0.6131697820954805,0.8718905752484306,0.35444898894253035,0.1281094247515694,,,-0.007556192804519579
w2_lgbm_l2_extra_trees_0.40,w2_lgbm_l2_extra_trees_0.40,lgbm_l2+extra_trees,"{""lgbm_l2"": 0.4, ""extra_trees"": 0.6}",1.03,0.6133995802882469,0.8718454573270387,0.3549537032494552,0.12815454267296136,,,-0.0073263946117531065
w2_lgbm_l2_extra_trees_0.45,w2_lgbm_l2_extra_trees_0.45,lgbm_l2+extra_trees,"{""lgbm_l2"": 0.45, ""extra_trees"": 0.55}",1.03,0.6130099886572811,0.871770018144388,0.35424995917017404,0.12822998185561196,,,-0.007715986242718964
w2_lgbm_l2_extra_trees_0.50,w2_lgbm_l2_extra_trees_0.50,lgbm_l2+extra_trees,"{""lgbm_l2"": 0.5, ""extra_trees"": 0.5}",1.03,0.6132469734511559,0.8716650017531717,0.35482894514914004,0.12833499824682829,,,-0.007479001448844169
w2_lgbm_l2_extra_trees_0.55,w2_lgbm_l2_extra_trees_0.55,lgbm_l2+extra_trees,"{""lgbm_l2"": 0.55, ""extra_trees"": 0.44999999999999996}",1.0275,0.612923883458931,0.8714058120054804,0.3544419549123817,0.12859418799451963,,,-0.007802091441069026
w2_lgbm_l2_extra_trees_0.60,w2_lgbm_l2_extra_trees_0.60,lgbm_l2+extra_trees,"{""lgbm_l2"": 0.6, ""extra_trees"": 0.4}",1.03,0.6127664334557367,0.8713529856334935,0.3541798812779799,0.12864701436650652,,,-0.007959541444263363
w2_lgbm_l2_extra_trees_0.65,w2_lgbm_l2_extra_trees_0.65,lgbm_l2+extra_trees,"{""lgbm_l2"": 0.65, ""extra_trees"": 0.35}",1.03,0.6130618748362153,0.8711417268779932,0.3549820227944376,0.12885827312200684,,,-0.007664100063784707
w2_lgbm_l2_extra_trees_0.70,w2_lgbm_l2_extra_trees_0.70,lgbm_l2+extra_trees,"{""lgbm_l2"": 0.7, ""extra_trees"": 0.30000000000000004}",1.03,0.6124476300339657,0.870895171482056,0.35400008858587545,0.12910482851794403,,,-0.008278344866034293
w2_lgbm_l2_extra_trees_0.75,w2_lgbm_l2_extra_trees_0.75,lgbm_l2+extra_trees,"{""lgbm_l2"": 0.75, ""extra_trees"": 0.25}",1.03,0.6125217376253186,0.8706141226694182,0.35442935258121905,0.12938587733058185,,,-0.008204237274681447
w2_lgbm_l2_extra_trees_0.80,w2_lgbm_l2_extra_trees_0.80,lgbm_l2+extra_trees,"{""lgbm_l2"": 0.8, ""extra_trees"": 0.19999999999999996}",1.03,0.6122004333311052,0.8702964208882134,0.3541044457739971,0.1297035791117867,,,-0.008525541568894845
w2_lgbm_l2_extra_trees_0.85,w2_lgbm_l2_extra_trees_0.85,lgbm_l2+extra_trees,"{""lgbm_l2"": 0.85, ""extra_trees"": 0.15000000000000002}",1.03,0.6119001048674986,0.8699424102401669,0.35385779949483026,0.1300575897598331,,,-0.00882587003250146
w2_lgbm_l2_extra_trees_0.90,w2_lgbm_l2_extra_trees_0.90,lgbm_l2+extra_trees,"{""lgbm_l2"": 0.9, ""extra_trees"": 0.09999999999999998}",1.03,0.6120845633440418,0.8695524424148188,0.3546166842732649,0.13044755758518126,,,-0.008641411555958212
w2_lgbm_l2_extra_trees_0.95,w2_lgbm_l2_extra_trees_0.95,lgbm_l2+extra_trees,"{""lgbm_l2"": 0.95, ""extra_trees"": 0.050000000000000044}",1.03,0.6115978039044453,0.8691238320066429,0.35407177580224763,0.13087616799335713,,,-0.00912817099555474
w2_lgbm_l2_extra_trees_1.00,w2_lgbm_l2_extra_trees_1.00,lgbm_l2+extra_trees,"{""lgbm_l2"": 1.0, ""extra_trees"": 0.0}",1.03,0.6108833543165592,0.868659238819103,0.3531074698140153,0.13134076118089705,,,-0.009842620583440875
w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.0_0.0_1.0,w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.0_0.0_1.0,lgbm_l1_baseline+xgboost_l1+catboost_mae,"{""lgbm_l1_baseline"": 0.0, ""xgboost_l1"": 0.0, ""catboost_mae"": 1.0}",1.03,0.6140365738320124,0.8685533636102254,0.3595197840537993,0.1314466363897746,,,-0.006689401067987655
w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.0_0.1_0.9,w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.0_0.1_0.9,lgbm_l1_baseline+xgboost_l1+catboost_mae,"{""lgbm_l1_baseline"": 0.0, ""xgboost_l1"": 0.1, ""catboost_mae"": 0.9}",1.03,0.6153595558823461,0.8693148351973203,0.361404276567372,0.13068516480267964,,,-0.0053664190176538895
w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.0_0.2_0.8,w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.0_0.2_0.8,lgbm_l1_baseline+xgboost_l1+catboost_mae,"{""lgbm_l1_baseline"": 0.0, ""xgboost_l1"": 0.2, ""catboost_mae"": 0.8}",1.03,0.61619213225931,0.869934585810366,0.36244967870825406,0.13006541418963405,,,-0.004533842640690011
w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.0_0.3_0.7,w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.0_0.3_0.7,lgbm_l1_baseline+xgboost_l1+catboost_mae,"{""lgbm_l1_baseline"": 0.0, ""xgboost_l1"": 0.3, ""catboost_mae"": 0.7}",1.03,0.6174330448876146,0.8704209999961143,0.364445089779115,0.12957900000388567,,,-0.0032929300123853977
w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.0_0.4_0.6,w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.0_0.4_0.6,lgbm_l1_baseline+xgboost_l1+catboost_mae,"{""lgbm_l1_baseline"": 0.0, ""xgboost_l1"": 0.4, ""catboost_mae"": 0.6}",1.03,0.6180862534567706,0.8707738626905405,0.36539864422300083,0.12922613730945953,,,-0.002639721443229437
w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.0_0.5_0.5,w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.0_0.5_0.5,lgbm_l1_baseline+xgboost_l1+catboost_mae,"{""lgbm_l1_baseline"": 0.0, ""xgboost_l1"": 0.5, ""catboost_mae"": 0.5}",1.03,0.618190215685129,0.8709856982476134,0.36539473312264464,0.12901430175238665,,,-0.002535759214871036
w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.0_0.6_0.4,w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.0_0.6_0.4,lgbm_l1_baseline+xgboost_l1+catboost_mae,"{""lgbm_l1_baseline"": 0.0, ""xgboost_l1"": 0.6, ""catboost_mae"": 0.4}",1.0275,0.6189922215079271,0.8710398305692478,0.36694461244660626,0.12896016943075217,,,-0.0017337533920729342
w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.0_0.7_0.3,w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.0_0.7_0.3,lgbm_l1_baseline+xgboost_l1+catboost_mae,"{""lgbm_l1_baseline"": 0.0, ""xgboost_l1"": 0.7, ""catboost_mae"": 0.3}",1.03,0.6181392563179317,0.871072487192304,0.36520602544355935,0.12892751280769602,,,-0.0025867185820683813
w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.0_0.8_0.2,w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.0_0.8_0.2,lgbm_l1_baseline+xgboost_l1+catboost_mae,"{""lgbm_l1_baseline"": 0.0, ""xgboost_l1"": 0.8, ""catboost_mae"": 0.2}",1.03,0.6181043591446741,0.8709308489211312,0.3652778693682171,0.12906915107886882,,,-0.0026216157553259345
w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.0_0.9_0.1,w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.0_0.9_0.1,lgbm_l1_baseline+xgboost_l1+catboost_mae,"{""lgbm_l1_baseline"": 0.0, ""xgboost_l1"": 0.9, ""catboost_mae"": 0.1}",1.03,0.61761603687355,0.8706647666264272,0.3645673071206728,0.1293352333735728,,,-0.0031099380264499876
w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.0_1.0_0.0,w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.0_1.0_0.0,lgbm_l1_baseline+xgboost_l1+catboost_mae,"{""lgbm_l1_baseline"": 0.0, ""xgboost_l1"": 1.0, ""catboost_mae"": 0.0}",1.0275,0.6176402913337409,0.8702091405323495,0.3650714421351322,0.12979085946765045,,,-0.0030856835662591564
w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.1_0.0_0.9,w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.1_0.0_0.9,lgbm_l1_baseline+xgboost_l1+catboost_mae,"{""lgbm_l1_baseline"": 0.1, ""xgboost_l1"": 0.0, ""catboost_mae"": 0.9}",1.03,0.6158039745289353,0.8693427807906592,0.3622651682672114,0.13065721920934084,,,-0.0049220003710647164
w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.1_0.1_0.8,w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.1_0.1_0.8,lgbm_l1_baseline+xgboost_l1+catboost_mae,"{""lgbm_l1_baseline"": 0.1, ""xgboost_l1"": 0.1, ""catboost_mae"": 0.8}",1.03,0.6160842484308907,0.8699976587410532,0.36217083812072826,0.13000234125894689,,,-0.00464172646910932
w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.1_0.2_0.7,w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.1_0.2_0.7,lgbm_l1_baseline+xgboost_l1+catboost_mae,"{""lgbm_l1_baseline"": 0.1, ""xgboost_l1"": 0.2, ""catboost_mae"": 0.7}",1.03,0.6175149095564905,0.8705132340660369,0.3645165850469441,0.12948676593396313,,,-0.003211065343509567
w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.1_0.3_0.6,w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.1_0.3_0.6,lgbm_l1_baseline+xgboost_l1+catboost_mae,"{""lgbm_l1_baseline"": 0.1, ""xgboost_l1"": 0.3, ""catboost_mae"": 0.6}",1.03,0.618454285486348,0.8709010367994588,0.36600753417323695,0.12909896320054112,,,-0.002271689413652078
w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.1_0.4_0.5,w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.1_0.4_0.5,lgbm_l1_baseline+xgboost_l1+catboost_mae,"{""lgbm_l1_baseline"": 0.1, ""xgboost_l1"": 0.4, ""catboost_mae"": 0.5}",1.03,0.6190482865692084,0.8711510154117224,0.36694555772669446,0.12884898458827765,,,-0.0016776883307916268
w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.1_0.5_0.4,w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.1_0.5_0.4,lgbm_l1_baseline+xgboost_l1+catboost_mae,"{""lgbm_l1_baseline"": 0.1, ""xgboost_l1"": 0.5, ""catboost_mae"": 0.4}",1.03,0.619055487343196,0.8712792734855019,0.36683170120089015,0.12872072651449804,,,-0.00167048755680399
w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.1_0.6_0.3,w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.1_0.6_0.3,lgbm_l1_baseline+xgboost_l1+catboost_mae,"{""lgbm_l1_baseline"": 0.1, ""xgboost_l1"": 0.6, ""catboost_mae"": 0.3}",1.03,0.6191504269329802,0.8712939027737685,0.3670069510921919,0.1287060972262315,,,-0.0015755479670198635
w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.1_0.7_0.2,w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.1_0.7_0.2,lgbm_l1_baseline+xgboost_l1+catboost_mae,"{""lgbm_l1_baseline"": 0.1, ""xgboost_l1"": 0.7, ""catboost_mae"": 0.2}",1.03,0.6188012187455192,0.8711846161545634,0.366417821336475,0.12881538384543653,,,-0.0019247561544808445
w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.1_0.8_0.1,w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.1_0.8_0.1,lgbm_l1_baseline+xgboost_l1+catboost_mae,"{""lgbm_l1_baseline"": 0.1, ""xgboost_l1"": 0.8, ""catboost_mae"": 0.1}",1.03,0.6186766000335734,0.8709434180601021,0.3664097820070447,0.12905658193989789,,,-0.0020493748664266453
w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.1_0.9_0.0,w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.1_0.9_0.0,lgbm_l1_baseline+xgboost_l1+catboost_mae,"{""lgbm_l1_baseline"": 0.1, ""xgboost_l1"": 0.9, ""catboost_mae"": 0.0}",1.03,0.6182194243055834,0.8705759629240952,0.36586288568707165,0.12942403707590472,,,-0.0025065505944166233
w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.2_0.0_0.8,w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.2_0.0_0.8,lgbm_l1_baseline+xgboost_l1+catboost_mae,"{""lgbm_l1_baseline"": 0.2, ""xgboost_l1"": 0.0, ""catboost_mae"": 0.8}",1.03,0.6164366807500685,0.8700099152148563,0.36286344628528067,0.12999008478514376,,,-0.004289294149931511
w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.2_0.1_0.7,w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.2_0.1_0.7,lgbm_l1_baseline+xgboost_l1+catboost_mae,"{""lgbm_l1_baseline"": 0.2, ""xgboost_l1"": 0.1, ""catboost_mae"": 0.7}",1.03,0.6173781365919341,0.8705574351986105,0.3641988379852576,0.12944256480138946,,,-0.0033478383080659535
w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.2_0.2_0.6,w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.2_0.2_0.6,lgbm_l1_baseline+xgboost_l1+catboost_mae,"{""lgbm_l1_baseline"": 0.2, ""xgboost_l1"": 0.2, ""catboost_mae"": 0.6}",1.03,0.6190400640451397,0.870972801093494,0.36710732699678533,0.12902719890650605,,,-0.0016859108548603619
w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.2_0.3_0.5,w3_lgbm_l1_baseline_xgboost_l1_catboost_mae_0.2_0.3_0.5,lgbm_l1_baseline+xgboost_l1+catboost_mae,"{""lgbm_l1_baseline"": 0.2, ""xgboost_l1"": 0.3, ""catboost_mae"": 0.5}",1.03,0.6197196113060417,0.8712618393359718,0.3681773832761117,0.1287381606640282,,,-0.001006363593958337
