rows_train,rows_valid,positive_rate_train,positive_rate_valid,balanced_accuracy,f1,auc,mean_prob_valid,target
17421,8778,0.16273463061821938,0.07655502392344497,0.548089378238342,0.16601409553641347,0.7127405258303666,0.24508198825560396,kpx_group_1
17422,8778,0.1763861783951326,0.13283208020050125,0.6299028842245115,0.3548387096774194,0.7378917372497519,0.29792631939790304,kpx_group_2
8759,8778,0.1660006850097043,0.1812485759854181,0.7203483540231739,0.4965970429476649,0.8138236184353043,0.2932551678105592,kpx_group_3
