model_id,reference_id,target,pearson,spearman,both_outside_8pct_rate,model_better_abs_error_rate,actual_weighted_boundary_gain
hist_gbdt_absolute,lgbm_l1_baseline,kpx_group_2,0.9863742011254906,0.9805659480913013,0.5196945337620579,0.5084405144694534,2304386.024
hist_gbdt_absolute,lgbm_l1_baseline,kpx_group_3,0.9852358539071473,0.9841316041449938,0.6000876040297853,0.5085413929040736,2022629.236
hist_gbdt_absolute,current_best_anchor,kpx_group_1,0.9689597976332956,0.9602561345515165,0.5089196231709762,0.4537983563840449,3297079.33
hist_gbdt_absolute,current_best_anchor,kpx_group_2,0.9764569637250136,0.9679773368001947,0.49939710610932475,0.46563504823151125,2956992.6360000004
hist_gbdt_absolute,current_best_anchor,kpx_group_3,0.970968022922021,0.9699347427471765,0.5751204555409549,0.46035917652212,2505452.8389999997
hist_gbdt_l2_leaf63,lgbm_l1_baseline,kpx_group_1,0.9415832205885436,0.9299679549149129,0.48606935257566647,0.4958909601122469,4525522.112
hist_gbdt_l2_leaf63,lgbm_l1_baseline,kpx_group_2,0.9533130644386115,0.9335170689175767,0.4758842443729904,0.5273311897106109,4349751.342
hist_gbdt_l2_leaf63,lgbm_l1_baseline,kpx_group_3,0.9412083582614895,0.9409516760195545,0.5643889618922471,0.45882610600087603,3336534.825
hist_gbdt_l2_leaf63,current_best_anchor,kpx_group_1,0.9443975616038289,0.934957127004176,0.49128081779915816,0.4748446582481459,4242015.289000001
hist_gbdt_l2_leaf63,current_best_anchor,kpx_group_2,0.953440315132242,0.9373754269721509,0.47508038585209006,0.4971864951768489,4145025.349
hist_gbdt_l2_leaf63,current_best_anchor,kpx_group_3,0.9416683469610988,0.942533866602901,0.5630749014454665,0.4323258869908016,3086061.859
hist_gbdt_quantile_055,lgbm_l1_baseline,kpx_group_1,0.9775080901231554,0.9714075370937452,0.5097213870515134,0.5229504910803768,3626130.625
hist_gbdt_quantile_055,lgbm_l1_baseline,kpx_group_2,0.981092661554331,0.9725690517832043,0.5004019292604501,0.5114549839228296,3478158.06
hist_gbdt_quantile_055,lgbm_l1_baseline,kpx_group_3,0.9806267000067025,0.9784062597165913,0.5838808585194919,0.5398598335523435,2751413.3049999997
hist_gbdt_quantile_055,current_best_anchor,kpx_group_1,0.970730059920103,0.9627926090458133,0.508117859290439,0.4936861094407697,3639118.548
hist_gbdt_quantile_055,current_best_anchor,kpx_group_2,0.9756125111022266,0.9670707764725801,0.4961816720257235,0.4784967845659164,3444111.7860000003
hist_gbdt_quantile_055,current_best_anchor,kpx_group_3,0.9739259707870597,0.971757025633554,0.576215505913272,0.49342969776609724,2736284.8370000003
huber_epsilon_18,lgbm_l1_baseline,kpx_group_1,0.8430907350450365,0.8161685613627264,0.4269392663860493,0.4730406895169373,7260635.43
huber_epsilon_18,lgbm_l1_baseline,kpx_group_2,0.8567574510039613,0.818494485445843,0.4395096463022508,0.43890675241157556,5961178.538999999
huber_epsilon_18,lgbm_l1_baseline,kpx_group_3,0.8236293897580192,0.8205098460122493,0.5017520805957074,0.5124835742444153,6394133.171
huber_epsilon_18,current_best_anchor,kpx_group_1,0.861437672071686,0.8394904004579983,0.43896572459410704,0.46462216877129686,6726395.3100000005
huber_epsilon_18,current_best_anchor,kpx_group_2,0.869706935059377,0.8367215458778064,0.4385048231511254,0.42644694533762056,5736117.341999999
huber_epsilon_18,current_best_anchor,kpx_group_3,0.849100897768029,0.8441137135374702,0.5048182216381953,0.4947437582128778,6056866.79
huber_regressor,lgbm_l1_baseline,kpx_group_1,0.8385209148661832,0.81125262186445,0.42894367608739226,0.4712367207857286,7282344.626
huber_regressor,lgbm_l1_baseline,kpx_group_2,0.8490626609789365,0.8105100376697459,0.4385048231511254,0.42805466237942125,5983625.357000001
huber_regressor,lgbm_l1_baseline,kpx_group_3,0.7994590056619253,0.7985895851518883,0.4997809899255366,0.4921156373193167,6496503.397
huber_regressor,current_best_anchor,kpx_group_1,0.8584389995717671,0.8365041320550411,0.43936660653437565,0.4626177590699539,6721738.169
huber_regressor,current_best_anchor,kpx_group_2,0.8650138742568451,0.8313009586548613,0.4405144694533762,0.4172025723472669,5555081.991
huber_regressor,current_best_anchor,kpx_group_3,0.8267549081469842,0.8229102189809456,0.4964958388085852,0.48204117389399914,6439865.675
knn_distance,lgbm_l1_baseline,kpx_group_1,0.6595817602228552,0.6554620942606753,0.43235117257967526,0.39807576668671074,5621887.326
knn_distance,lgbm_l1_baseline,kpx_group_2,0.6510108737495224,0.5939287606929247,0.4129823151125402,0.39067524115755625,6350035.016999999
knn_distance,lgbm_l1_baseline,kpx_group_3,0.7226423439676865,0.7286523266289042,0.5030661410424879,0.40232150678931233,4752651.532000001
knn_distance,current_best_anchor,kpx_group_1,0.6914888267348194,0.6919783411847301,0.435558228101824,0.38885548206053316,5458410.254000001
knn_distance,current_best_anchor,kpx_group_2,0.67263411826641,0.620168664755742,0.4095659163987138,0.38022508038585207,6210480.007
knn_distance,current_best_anchor,kpx_group_3,0.7520098682518437,0.75812574688269,0.5035041611914148,0.3845816907577749,4453350.948
lgbm_l1_baseline,lgbm_l1_baseline,kpx_group_1,1.0,1.0,0.5728602926438164,0.0,0.0
lgbm_l1_baseline,lgbm_l1_baseline,kpx_group_2,0.9999999999999999,1.0,0.5633038585209004,0.0,0.0
lgbm_l1_baseline,lgbm_l1_baseline,kpx_group_3,1.0,1.0,0.6484888304862023,0.0,0.0
lgbm_l1_baseline,current_best_anchor,kpx_group_1,0.976069177206201,0.9688137878468146,0.5125275606333934,0.45620364802565644,3142670.656
