model_id,target,nmae,ficr,eligible_hours,group_score
w3_catboost_quantile_055_lgbm_l1_baseline_extra_trees_wide_0.60_0.20_0.20,kpx_group_1,0.1168670801521223,0.4082049293234064,4989,0.6456689245856421
w3_catboost_quantile_055_lgbm_l1_baseline_extra_trees_wide_0.60_0.20_0.20,kpx_group_2,0.12369394139423676,0.4447657327250363,4976,0.6605358956653997
w3_catboost_quantile_055_lgbm_l1_baseline_extra_trees_wide_0.60_0.20_0.20,kpx_group_3,0.14018683376861546,0.2843177162006548,4566,0.5720654412160198
w3_catboost_quantile_055_lgbm_l1_baseline_h2o_automl_0.70_0.20_0.10,kpx_group_1,0.1175691797965548,0.41677968053148357,4989,0.6496052503674644
w3_catboost_quantile_055_lgbm_l1_baseline_h2o_automl_0.70_0.20_0.10,kpx_group_2,0.12542510345981875,0.4366924744578764,4976,0.6556336854990288
w3_catboost_quantile_055_lgbm_l1_baseline_h2o_automl_0.70_0.20_0.10,kpx_group_3,0.1405765805753298,0.2859680021589785,4566,0.5726957107918244
w2_lgbm_catboost_quantile_055_0.50,kpx_group_1,0.11704044436072095,0.41550731282849795,4989,0.6492334342338886
w2_lgbm_catboost_quantile_055_0.50,kpx_group_2,0.12477769436385076,0.44081830246661025,4976,0.6580203040513797
w2_lgbm_catboost_quantile_055_0.50,kpx_group_3,0.14090030565121767,0.2814827192779264,4566,0.5702912068133543
w3_catboost_quantile_055_lgbm_l1_baseline_h2o_automl_0.60_0.20_0.20,kpx_group_1,0.11707006342254368,0.41747827506929064,4989,0.6502041058233735
w3_catboost_quantile_055_lgbm_l1_baseline_h2o_automl_0.60_0.20_0.20,kpx_group_2,0.12442610807696208,0.4383390174242305,4976,0.6569564546736342
w3_catboost_quantile_055_lgbm_l1_baseline_h2o_automl_0.60_0.20_0.20,kpx_group_3,0.14080934536730583,0.2807386862840953,4566,0.5699646704583947
w3_catboost_quantile_055_lgbm_l1_baseline_h2o_automl_0.70_0.10_0.20,kpx_group_1,0.11761177839366883,0.4163046849284694,4989,0.6493464532674003
w3_catboost_quantile_055_lgbm_l1_baseline_h2o_automl_0.70_0.10_0.20,kpx_group_2,0.12513338713483527,0.43631641005613936,4976,0.6555915114606521
w3_catboost_quantile_055_lgbm_l1_baseline_h2o_automl_0.70_0.10_0.20,kpx_group_3,0.14078420327822033,0.2844301420062789,4566,0.5718229693640293
w3_catboost_quantile_055_lgbm_l1_baseline_xgboost_squarederror_0.60_0.20_0.20,kpx_group_1,0.11720798363805168,0.4137050956917835,4989,0.6482485560268658
w3_catboost_quantile_055_lgbm_l1_baseline_xgboost_squarederror_0.60_0.20_0.20,kpx_group_2,0.12434987920676199,0.43959966532366096,4976,0.6576248930584495
w3_catboost_quantile_055_lgbm_l1_baseline_xgboost_squarederror_0.60_0.20_0.20,kpx_group_3,0.1411995518401564,0.28252606170704875,4566,0.5706632549334462
w3_catboost_quantile_055_lgbm_l1_baseline_extra_trees_wide_0.70_0.20_0.10,kpx_group_1,0.11746866380744189,0.41007947541838263,4989,0.6463054058054704
w3_catboost_quantile_055_lgbm_l1_baseline_extra_trees_wide_0.70_0.20_0.10,kpx_group_2,0.12506330710131303,0.44075859626900077,4976,0.6578476445838439
w3_catboost_quantile_055_lgbm_l1_baseline_extra_trees_wide_0.70_0.20_0.10,kpx_group_3,0.1403074912093883,0.28493446299560293,4566,0.5723134858931074
w3_catboost_quantile_055_lgbm_l1_baseline_extra_trees_wide_0.70_0.10_0.20,kpx_group_1,0.11735719043066548,0.40695948266993576,4989,0.6448011461196351
w3_catboost_quantile_055_lgbm_l1_baseline_extra_trees_wide_0.70_0.10_0.20,kpx_group_2,0.12438756744895323,0.44200358022760433,4976,0.6588080063893256
