target,valid_rows,mae_ws,r2_ws,teacher_mean_ws_valid
kpx_group_1,8784,1.0638180568225293,0.8264956958072868,6.753583074023477
kpx_group_2,8784,1.1574980786001394,0.8383253171813636,7.1044287087634075
kpx_group_3,8778,1.0963318076259359,0.833677393569046,5.783956003442698
